Datum Zeit,Dresden-Nord PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,
17-10-17,35.74
16-10-17,30.55
15-10-17,20.24
14-10-17,22.38
13-10-17,21.05
12-10-17,14.08
11-10-17,13.88
10-10-17,11.65
09-10-17,16.83
08-10-17,8.99
07-10-17,10.42
06-10-17,9.45
05-10-17,9.83
04-10-17,14.91
03-10-17,9.43
02-10-17,20.07
01-10-17,15.75

