Datum Zeit,Borna PM10_HVS
,µg/m³
31-10-17,
30-10-17,
29-10-17,
28-10-17,
27-10-17,
26-10-17,
25-10-17,
24-10-17,
23-10-17,
22-10-17,
21-10-17,
20-10-17,
19-10-17,
18-10-17,
17-10-17,26.85
16-10-17,22.35
15-10-17,14.49
14-10-17,14.65
13-10-17,17.00
12-10-17,10.57
11-10-17,8.41
10-10-17,9.86
09-10-17,12.36
08-10-17,6.53
07-10-17,9.21
06-10-17,7.58
05-10-17,8.62
04-10-17,13.91
03-10-17,8.08
02-10-17,8.91
01-10-17,12.21

