Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
31-01-17,
30-01-17,
29-01-17,
28-01-17,
27-01-17,
26-01-17,18
25-01-17,25
24-01-17,37
23-01-17,69
22-01-17,30
21-01-17,15
20-01-17,35
19-01-17,50
18-01-17,44
17-01-17,15
16-01-17,8
15-01-17,7
14-01-17,5
13-01-17,4
12-01-17,11
11-01-17,20
10-01-17,18
09-01-17,11
08-01-17,14
07-01-17,12
06-01-17,18
05-01-17,4
04-01-17,4
03-01-17,9
02-01-17,13
01-01-17,74

