Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2011-03-01,,,,,,99,,63.62,
2011-03-01,01:00,,62,78,,,,,
2011-03-01,02:00,,35,73,,,,,
2011-03-01,03:00,,20,63,,,,,
2011-03-01,04:00,,24,58,,,,,
2011-03-01,05:00,,29,53,,,,,
2011-03-01,06:00,,59,62,,,,,
2011-03-01,07:00,,155,91,,,,,
2011-03-01,08:00,,221,98,,,,,
2011-03-01,09:00,,234,112,,,,,
2011-03-01,10:00,,186,84,,,,,
2011-03-01,11:00,,77,54,,,,,
2011-03-01,12:00,,73,55,,,,,
2011-03-01,13:00,,52,46,,,,,
2011-03-01,14:00,,78,62,,,,,
2011-03-01,15:00,,113,75,,,,,
2011-03-01,16:00,,110,80,,,,,
2011-03-01,17:00,,106,83,,,,,
2011-03-01,18:00,,231,138,,,,,
2011-03-01,19:00,,151,122,,,,,
2011-03-01,20:00,,63,69,,,,,
2011-03-01,21:00,,76,64,,,,,
2011-03-01,22:00,,141,108,,,,,
2011-03-01,23:00,,130,111,,,,,
2011-03-02,,,,,,70,,47.00,
2011-03-02,00:00,,87,81,,,,,
2011-03-02,01:00,,86,62,,,,,
2011-03-02,02:00,,38,60,,,,,
2011-03-02,03:00,,14,52,,,,,
2011-03-02,04:00,,29,53,,,,,
2011-03-02,05:00,,65,63,,,,,
2011-03-02,06:00,,140,73,,,,,
2011-03-02,07:00,,175,84,,,,,
2011-03-02,08:00,,283,109,,,,,
2011-03-02,09:00,,378,124,,,,,
2011-03-02,10:00,,276,117,,,,,
2011-03-02,11:00,,164,91,,,,,
2011-03-02,12:00,,99,66,,,,,
2011-03-02,13:00,,59,44,,,,,
2011-03-02,14:00,,67,50,,,,,
2011-03-02,15:00,,72,52,,,,,
2011-03-02,16:00,,65,49,,,,,
2011-03-02,17:00,,63,54,,,,,
2011-03-02,18:00,,69,66,,,,,
2011-03-02,19:00,,47,55,,,,,
2011-03-02,20:00,,29,42,,,,,
2011-03-02,21:00,,104,98,,,,,
2011-03-02,22:00,,111,98,,,,,
2011-03-02,23:00,,87,101,,,,,
2011-03-03,,,,,,77,,51.12,
2011-03-03,00:00,,104,95,,,,,
2011-03-03,01:00,,50,53,,,,,
2011-03-03,02:00,,27,47,,,,,
2011-03-03,03:00,,15,30,,,,,
2011-03-03,04:00,,37,46,,,,,
2011-03-03,05:00,,60,57,,,,,
2011-03-03,06:00,,117,77,,,,,
2011-03-03,07:00,,149,88,,,,,
2011-03-03,08:00,,230,102,,,,,
