Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,0.6,7,10,,,2,3.0
2018-02-01,02:00,0.4,9,11,,,1,2.8
2018-02-01,03:00,0.4,6,11,,,2,1.5
2018-02-01,04:00,0.3,8,13,,,2,3.1
2018-02-01,05:00,0.3,8,15,,,2,1.8
2018-02-01,06:00,0.4,32,29,,,4,9.2
2018-02-01,07:00,0.8,55,49,,,4,2.8
2018-02-01,08:00,,118,79,,,6,3.2
2018-02-01,09:00,,150,88,,,11,2.2
2018-02-01,10:00,,128,79,,,10,2.1
2018-02-01,11:00,,99,60,,,14,2.3
2018-02-01,12:00,,77,49,,,19,3.3
2018-02-01,13:00,1.0,66,45,,,17,1.9
2018-02-01,14:00,1.0,75,49,,,15,1.7
2018-02-01,15:00,1.6,80,54,,,16,1.6
2018-02-01,16:00,1.5,118,69,,,19,1.8
2018-02-01,17:00,2.4,117,72,,,20,1.9
2018-02-01,18:00,2.3,105,72,,,19,1.8
2018-02-01,19:00,2.4,86,60,,,18,2.0
2018-02-01,20:00,2.1,65,49,,,15,1.8
2018-02-01,21:00,1.9,48,47,,,13,2.0
2018-02-01,22:00,1.5,34,39,,,9,1.5
2018-02-01,23:00,1.5,33,29,,,13,1.5
2018-02-02,00:00,0.8,18,24,,,11,1.3
2018-02-02,01:00,0.6,12,18,,,9,1.5
2018-02-02,02:00,0.7,12,17,,,9,1.4
2018-02-02,03:00,0.6,9,16,,,9,1.1
2018-02-02,04:00,0.8,12,18,,,9,1.2
2018-02-02,05:00,0.5,20,25,,,10,1.4
2018-02-02,06:00,0.5,37,33,,,12,1.5
2018-02-02,07:00,0.9,68,47,,,11,2.3
2018-02-02,08:00,1.6,156,74,,,17,2.3
2018-02-02,09:00,1.8,152,77,,,24,2.0
2018-02-02,10:00,1.5,120,66,,,22,1.8
2018-02-02,11:00,1.4,74,45,,,25,1.6
2018-02-02,12:00,1.0,71,43,,,22,1.6
2018-02-02,13:00,1.4,81,45,,,18,1.6
2018-02-02,14:00,1.8,103,54,,,19,1.8
2018-02-02,15:00,2.0,84,48,,,22,1.7
