Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,01:00,,,,54,,,0.5
2018-02-01,02:00,,,,52,,,0.5
2018-02-01,03:00,,,,52,,,0.5
2018-02-01,04:00,,,,52,,,0.5
2018-02-01,05:00,,,,52,,,0.5
2018-02-01,06:00,,,,49,,,0.5
2018-02-01,07:00,,,,76,,,0.5
2018-02-01,08:00,,,,77,,,0.5
2018-02-01,09:00,,,,80,,,0.5
2018-02-01,10:00,,,,81,,,0.5
2018-02-01,11:00,,,,80,,,0.5
2018-02-01,12:00,,,,78,,,0.5
2018-02-01,13:00,,,,78,,,0.5
2018-02-01,14:00,,,,79,,,0.5
2018-02-01,15:00,,,,78,,,0.5
2018-02-01,16:00,,,,77,,,0.5
2018-02-01,17:00,,,,76,,,0.5
2018-02-01,18:00,,,,74,,,0.5
2018-02-01,19:00,,,,73,,,0.5
2018-02-01,20:00,,,,74,,,0.5
2018-02-01,21:00,,,,72,,,0.5
2018-02-01,22:00,,,,71,,,0.5
2018-02-01,23:00,,,,72,,,0.5
2018-02-02,00:00,,,,73,,,0.5
2018-02-02,01:00,,,,70,,,0.5
2018-02-02,02:00,,,,67,,,0.5
2018-02-02,03:00,,,,66,,,0.5
2018-02-02,04:00,,,,63,,,0.5
2018-02-02,05:00,,,,58,,,0.5
2018-02-02,06:00,,,,61,,,0.5
2018-02-02,07:00,,,,63,,,0.5
2018-02-02,08:00,,,,64,,,0.5
2018-02-02,09:00,,,,67,,,0.5
2018-02-02,10:00,,,,68,,,0.5
2018-02-02,11:00,,,,68,,,0.5
2018-02-02,12:00,,,,69,,,0.5
2018-02-02,13:00,,,,69,,,0.5
2018-02-02,14:00,,,,69,,,0.5
2018-02-02,15:00,,,,65,,,0.5
2018-02-02,16:00,,,,63,,,0.5
2018-02-02,17:00,,,,60,,,0.5
2018-02-02,18:00,,,,57,,,0.5
2018-02-02,19:00,,,,58,,,0.5
2018-02-02,20:00,,,,60,,,0.5
2018-02-02,21:00,,,,58,,,0.5
2018-02-02,22:00,,,,54,,,0.5
2018-02-02,23:00,,,,50,,,0.5
2018-02-03,00:00,,,,47,,,0.5
2018-02-03,01:00,,,,46,,,0.5
2018-02-03,02:00,,,,47,,,0.5
2018-02-03,03:00,,,,48,,,0.5
2018-02-03,04:00,,,,48,,,0.5
2018-02-03,05:00,,,,50,,,0.5
2018-02-03,06:00,,,,52,,,0.5
2018-02-03,07:00,,,,53,,,0.5
2018-02-03,08:00,,,,57,,,0.5
2018-02-03,09:00,,,,56,,,0.5
2018-02-03,10:00,,,,56,,,0.5
2018-02-03,11:00,,,,62,,,0.5
2018-02-03,12:00,,,,62,,,0.5
2018-02-03,13:00,,,,62,,,0.5
2018-02-03,14:00,,,,61,,,0.5
2018-02-03,15:00,,,,60,,,0.5
2018-02-03,16:00,,,,58,,,0.5
2018-02-03,17:00,,,,62,,,0.5
2018-02-03,18:00,,,,60,,,0.5
2018-02-03,19:00,,,,59,,,0.5
2018-02-03,20:00,,,,62,,,0.5
2018-02-03,21:00,,,,61,,,0.5
2018-02-03,22:00,,,,60,,,0.5
2018-02-03,23:00,,,,61,,,0.5
2018-02-04,00:00,,,,58,,,0.5
2018-02-04,01:00,,,,58,,,0.5
2018-02-04,02:00,,,,58,,,0.5
2018-02-04,03:00,,,,62,,,0.5
2018-02-04,04:00,,,,67,,,0.5
2018-02-04,05:00,,,,67,,,0.5
2018-02-04,06:00,,,,67,,,0.5
2018-02-04,07:00,,,,65,,,0.5
2018-02-04,08:00,,,,60,,,0.5
2018-02-04,09:00,,,,59,,,0.5
2018-02-04,10:00,,,,60,,,0.5
2018-02-04,11:00,,,,64,,,0.5
2018-02-04,12:00,,,,66,,,0.5
2018-02-04,13:00,,,,65,,,0.5
2018-02-04,14:00,,,,59,,,0.5
2018-02-04,15:00,,,,58,,,0.5
2018-02-04,16:00,,,,51,,,0.5
2018-02-04,17:00,,,,42,,,0.5
2018-02-04,18:00,,,,44,,,0.5
2018-02-04,19:00,,,,37,,,0.5
2018-02-04,20:00,,,,39,,,0.5
2018-02-04,21:00,,,,39,,,0.5
2018-02-04,22:00,,,,40,,,0.5
2018-02-04,23:00,,,,38,,,0.5
2018-02-05,00:00,,,,36,,,0.5
2018-02-05,01:00,,,,43,,,1.5
2018-02-05,02:00,,,,49,,,1.2
2018-02-05,03:00,,,,61,,,2.8
2018-02-05,04:00,,,,49,,,6.4
2018-02-05,05:00,,,,54,,,2.3
2018-02-05,06:00,,,,49,,,0.5
2018-02-05,07:00,,,,50,,,0.5
2018-02-05,08:00,,,,36,,,0.5
2018-02-05,09:00,,,,37,,,0.5
2018-02-05,10:00,,,,37,,,0.5
2018-02-05,11:00,,,,45,,,0.5
2018-02-05,12:00,,,,50,,,0.5
2018-02-05,13:00,,,,52,,,0.5
2018-02-05,14:00,,,,67,,,0.5
2018-02-05,15:00,,,,70,,,2.8
2018-02-05,16:00,,,,63,,,5.4
2018-02-05,17:00,,,,58,,,5.6
2018-02-05,18:00,,,,63,,,2.0
2018-02-05,19:00,,,,62,,,1.4
2018-02-05,20:00,,,,62,,,0.5
2018-02-05,21:00,,,,64,,,0.5
2018-02-05,22:00,,,,58,,,5.9
2018-02-05,23:00,,,,54,,,9.9
2018-02-06,00:00,,,,47,,,22.7
2018-02-06,01:00,,,,56,,,11.8
2018-02-06,02:00,,,,58,,,7.4
2018-02-06,03:00,,,,63,,,3.2
2018-02-06,04:00,,,,65,,,3.9
2018-02-06,05:00,,,,69,,,7.3
2018-02-06,06:00,,,,75,,,1.5
2018-02-06,07:00,,,,69,,,0.5
2018-02-06,08:00,,,,65,,,0.5
