Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,,,,,,4.03,,
2018-02-01,01:00,,1,4,,,1,
2018-02-01,02:00,,1,6,,,1,
2018-02-01,03:00,,1,4,,,0,
2018-02-01,04:00,,1,5,,,2,
2018-02-01,05:00,,1,3,,,2,
2018-02-01,06:00,,1,2,,,0,
2018-02-01,07:00,,1,4,,,0,
2018-02-01,08:00,,1,6,,,2,
2018-02-01,09:00,,1,9,,,2,
2018-02-01,10:00,,1,8,,,3,
2018-02-01,11:00,,1,8,,,5,
2018-02-01,12:00,,1,6,,,7,
2018-02-01,13:00,,1,5,,,5,
2018-02-01,14:00,,1,5,,,3,
2018-02-01,15:00,,1,5,,,3,
2018-02-01,16:00,,1,5,,,4,
2018-02-01,17:00,,1,7,,,4,
2018-02-01,18:00,,1,10,,,4,
2018-02-01,19:00,,1,12,,,5,
2018-02-01,20:00,,1,14,,,7,
2018-02-01,21:00,,1,12,,,7,
2018-02-01,22:00,,1,13,,,7,
2018-02-01,23:00,,1,9,,,7,
2018-02-02,00:00,,1,8,,,7,
2018-02-02,01:00,,1,9,,,7,
2018-02-02,02:00,,1,8,,,7,
2018-02-02,03:00,,1,7,,,6,
2018-02-02,04:00,,1,5,,,4,
2018-02-02,05:00,,1,4,,,2,
2018-02-02,06:00,,1,5,,,3,
2018-02-02,07:00,,1,6,,,5,
2018-02-02,08:00,,1,9,,,6,
2018-02-02,09:00,,1,10,,,7,
2018-02-02,10:00,,1,6,,,8,
2018-02-02,11:00,,1,8,,,7,
2018-02-02,12:00,,1,7,,,7,
2018-02-02,13:00,,1,8,,,7,
2018-02-02,14:00,,1,9,,,8,
2018-02-02,15:00,,1,10,,,7,
2018-02-02,16:00,,1,11,,,8,
2018-02-02,17:00,,1,15,,,8,
2018-02-02,18:00,,1,15,,,7,
2018-02-02,19:00,,1,15,,,6,
2018-02-02,20:00,,1,14,,,7,
2018-02-02,21:00,,1,12,,,8,
2018-02-02,22:00,,1,11,,,7,
2018-02-02,23:00,,1,10,,,7,
2018-02-03,00:00,,1,9,,,5,
2018-02-03,01:00,,1,9,,,5,
2018-02-03,02:00,,1,9,,,5,
2018-02-03,03:00,,1,9,,,6,
2018-02-03,04:00,,1,9,,,7,
2018-02-03,05:00,,1,9,,,6,
2018-02-03,06:00,,1,9,,,8,
2018-02-03,07:00,,1,10,,,8,
2018-02-03,08:00,,1,10,,,8,
2018-02-03,09:00,,1,6,,,8,
2018-02-03,10:00,,1,6,,,7,
2018-02-03,11:00,,1,6,,,8,
2018-02-03,12:00,,1,8,,,9,
2018-02-03,13:00,,1,6,,,9,
2018-02-03,14:00,,1,5,,,8,
2018-02-03,15:00,,1,5,,,5,
2018-02-03,16:00,,1,6,,,5,
2018-02-03,17:00,,1,7,,,8,
2018-02-03,18:00,,1,9,,,8,
2018-02-03,19:00,,1,9,,,9,
2018-02-03,20:00,,1,10,,,9,
2018-02-03,21:00,,1,9,,,9,
2018-02-03,22:00,,1,8,,,10,
2018-02-03,23:00,,1,9,,,10,
2018-02-04,00:00,,1,14,,,9,
2018-02-04,01:00,,1,11,,,9,
2018-02-04,02:00,,1,12,,,10,
2018-02-04,03:00,,1,10,,,10,
2018-02-04,04:00,,1,11,,,9,
2018-02-04,05:00,,1,13,,,9,
2018-02-04,06:00,,1,13,,,10,
2018-02-04,07:00,,1,12,,,10,
2018-02-04,08:00,,1,14,,,10,
2018-02-04,09:00,,2,14,,,11,
2018-02-04,10:00,,2,10,,,12,
2018-02-04,11:00,,3,12,,,14,
2018-02-04,12:00,,2,7,,,12,
2018-02-04,13:00,,2,6,,,7,
2018-02-04,14:00,,1,6,,,8,
2018-02-04,15:00,,1,6,,,8,
2018-02-04,16:00,,1,7,,,9,
2018-02-04,17:00,,1,9,,,10,
2018-02-04,18:00,,1,11,,,12,
2018-02-04,19:00,,1,8,,,12,
2018-02-04,20:00,,1,7,,,10,
2018-02-04,21:00,,1,7,,,,
2018-02-04,22:00,,1,8,,,,
2018-02-04,23:00,,1,9,,,,
2018-02-05,00:00,,1,10,,,13,
2018-02-05,01:00,,1,9,,,13,
2018-02-05,02:00,,1,10,,,15,
2018-02-05,03:00,,1,13,,,16,
2018-02-05,04:00,,1,16,,,16,
2018-02-05,05:00,,1,17,,,14,
2018-02-05,06:00,,2,19,,,14,
2018-02-05,07:00,,1,17,,,14,
2018-02-05,08:00,,1,16,,,17,
2018-02-05,09:00,,2,14,,,22,
2018-02-05,10:00,,3,16,,,23,
2018-02-05,11:00,,5,17,,,20,
2018-02-05,12:00,,4,12,,,17,
2018-02-05,13:00,,2,8,,,16,
2018-02-05,14:00,,2,11,,,16,
2018-02-05,15:00,,2,11,,,21,
2018-02-05,16:00,,2,12,,,21,
2018-02-05,17:00,,1,14,,,19,
2018-02-05,18:00,,1,16,,,19,
2018-02-05,19:00,,1,16,,,21,
2018-02-05,20:00,,1,18,,,19,
2018-02-05,21:00,,1,19,,,18,
2018-02-05,22:00,,1,18,,,18,
2018-02-05,23:00,,1,21,,,20,
2018-02-06,00:00,,1,29,,,25,
2018-02-06,01:00,,1,24,,,25,
2018-02-06,02:00,,1,16,,,20,
2018-02-06,03:00,,1,16,,,18,
2018-02-06,04:00,,1,17,,,16,
2018-02-06,05:00,,1,16,,,16,
2018-02-06,06:00,,1,18,,,16,
2018-02-06,07:00,,1,16,,,19,
2018-02-06,08:00,,1,19,,,17,
2018-02-06,09:00,,5,20,,,15,
2018-02-06,10:00,,17,22,,,19,
2018-02-06,11:00,,15,20,,,30,
2018-02-06,12:00,,10,18,,,28,
2018-02-06,13:00,,6,13,,,23,
2018-02-06,14:00,,4,13,,,18,
2018-02-06,15:00,,6,19,,,23,
2018-02-06,16:00,,5,20,,,23,
2018-02-06,17:00,,3,27,,,26,
2018-02-06,18:00,,2,40,,,30,
2018-02-06,19:00,,2,40,,,39,
2018-02-06,20:00,,2,41,,,32,
2018-02-06,21:00,,1,37,,,34,
2018-02-06,22:00,,2,36,,,35,
2018-02-06,23:00,,4,47,,,42,
2018-02-07,00:00,,2,31,,,52,
2018-02-07,01:00,,1,29,,,48,
2018-02-07,02:00,,1,31,,,38,
2018-02-07,03:00,,1,33,,,39,
2018-02-07,04:00,,1,23,,,39,
2018-02-07,05:00,,1,27,,,40,
2018-02-07,06:00,,2,30,,,41,
2018-02-07,07:00,,4,36,,,39,
2018-02-07,08:00,,4,34,,,,
2018-02-07,09:00,,6,21,,,33,
2018-02-07,10:00,,12,20,,,34,
2018-02-07,11:00,,12,18,,,41,
2018-02-07,12:00,,14,18,,,42,
2018-02-07,13:00,,14,19,,,38,
2018-02-07,14:00,,14,21,,,40,
2018-02-07,15:00,,15,27,,,49,
2018-02-07,16:00,,12,29,,,57,
2018-02-07,17:00,,8,34,,,59,
2018-02-07,18:00,,3,43,,,53,
2018-02-07,19:00,,2,46,,,51,
2018-02-07,20:00,,1,42,,,50,
2018-02-07,21:00,,1,31,,,47,
2018-02-07,22:00,,1,35,,,49,
2018-02-07,23:00,,1,31,,,48,
2018-02-08,00:00,,1,23,,,48,
2018-02-08,01:00,,1,18,,,47,
2018-02-08,02:00,,1,21,,,45,
2018-02-08,03:00,,1,31,,,48,
2018-02-08,04:00,,1,29,,,56,
2018-02-08,05:00,,1,26,,,59,
2018-02-08,06:00,,1,27,,,61,
2018-02-08,07:00,,1,27,,,60,
2018-02-08,08:00,,1,29,,,62,
2018-02-08,09:00,,3,26,,,63,
2018-02-08,10:00,,7,26,,,66,
2018-02-08,11:00,,6,19,,,68,
2018-02-08,12:00,,6,17,,,69,
2018-02-08,13:00,,5,16,,,68,
2018-02-08,14:00,,4,20,,,69,
2018-02-08,15:00,,4,23,,,72,
2018-02-08,16:00,,3,29,,,78,
2018-02-08,17:00,,2,31,,,82,
2018-02-08,18:00,,1,33,,,83,
2018-02-08,19:00,,1,33,,,84,
2018-02-08,20:00,,1,35,,,84,
2018-02-08,21:00,,3,41,,,92,
2018-02-08,22:00,,3,42,,,104,
2018-02-08,23:00,,1,37,,,91,
2018-02-09,00:00,,3,44,,,89,
2018-02-09,01:00,,7,47,,,91,
2018-02-09,02:00,,2,45,,,93,
2018-02-09,03:00,,2,42,,,86,
2018-02-09,04:00,,1,39,,,85,
2018-02-09,05:00,,1,31,,,79,
2018-02-09,06:00,,1,30,,,70,
2018-02-09,07:00,,2,29,,,64,
2018-02-09,08:00,,1,20,,,52,
2018-02-09,09:00,,2,19,,,48,
2018-02-09,10:00,,3,17,,,48,
2018-02-09,11:00,,4,16,,,48,
2018-02-09,12:00,,3,15,,,47,
2018-02-09,13:00,,3,17,,,44,
2018-02-09,14:00,,4,23,,,48,
2018-02-09,15:00,,5,25,,,57,
2018-02-09,16:00,,4,24,,,54,
2018-02-09,17:00,,2,23,,,49,
2018-02-09,18:00,,1,21,,,45,
2018-02-09,19:00,,1,23,,,40,
2018-02-09,20:00,,1,25,,,40,
2018-02-09,21:00,,1,25,,,42,
2018-02-09,22:00,,1,22,,,41,
2018-02-09,23:00,,1,18,,,38,
2018-02-10,00:00,,1,14,,,32,
2018-02-10,01:00,,1,12,,,26,
2018-02-10,02:00,,1,12,,,25,
2018-02-10,03:00,,1,12,,,29,
2018-02-10,04:00,,1,12,,,29,
2018-02-10,05:00,,1,12,,,26,
2018-02-10,06:00,,1,11,,,26,
2018-02-10,07:00,,1,12,,,26,
2018-02-10,08:00,,1,13,,,26,
2018-02-10,09:00,,1,15,,,28,
2018-02-10,10:00,,1,13,,,28,
2018-02-10,11:00,,2,14,,,27,
2018-02-10,12:00,,3,14,,,30,
2018-02-10,13:00,,3,16,,,36,
2018-02-10,14:00,,4,16,,,40,
2018-02-10,15:00,,2,14,,,40,
2018-02-10,16:00,,1,14,,,31,
2018-02-10,17:00,,1,16,,,29,
2018-02-10,18:00,,1,16,,,28,
2018-02-10,19:00,,1,18,,,30,
2018-02-10,20:00,,1,20,,,36,
2018-02-10,21:00,,1,20,,,38,
2018-02-10,22:00,,1,19,,,35,
2018-02-10,23:00,,1,17,,,31,
2018-02-11,00:00,,1,15,,,28,
2018-02-11,01:00,,1,12,,,24,
2018-02-11,02:00,,1,10,,,16,
2018-02-11,03:00,,1,9,,,14,
2018-02-11,04:00,,1,9,,,12,
2018-02-11,05:00,,1,8,,,12,
2018-02-11,06:00,,1,9,,,11,
2018-02-11,07:00,,1,10,,,11,
2018-02-11,08:00,,1,9,,,14,
2018-02-11,09:00,,1,8,,,14,
2018-02-11,10:00,,1,8,,,11,
2018-02-11,11:00,,1,8,,,7,
2018-02-11,12:00,,1,8,,,5,
2018-02-11,13:00,,1,8,,,7,
2018-02-11,14:00,,1,10,,,9,
2018-02-11,15:00,,1,11,,,7,
2018-02-11,16:00,,1,9,,,6,
2018-02-11,17:00,,1,8,,,5,
2018-02-11,18:00,,1,9,,,6,
2018-02-11,19:00,,1,9,,,6,
2018-02-11,20:00,,1,9,,,7,
2018-02-11,21:00,,1,8,,,8,
2018-02-11,22:00,,1,8,,,7,
2018-02-11,23:00,,1,8,,,7,
2018-02-12,00:00,,1,9,,,5,
2018-02-12,01:00,,1,8,,,5,
2018-02-12,02:00,,1,8,,,5,
2018-02-12,03:00,,1,8,,,5,
2018-02-12,04:00,,1,8,,,6,
2018-02-12,05:00,,1,9,,,6,
2018-02-12,06:00,,1,10,,,8,
2018-02-12,07:00,,1,11,,,6,
2018-02-12,08:00,,1,11,,,7,
2018-02-12,09:00,,1,13,,,8,
2018-02-12,10:00,,2,11,,,8,
2018-02-12,11:00,,2,8,,,7,
2018-02-12,12:00,,1,6,,,5,
2018-02-12,13:00,,,,,,6,
2018-02-12,14:00,,,,,,5,
2018-02-12,15:00,,,,,,5,
2018-02-12,16:00,,,,,,6,
2018-02-12,17:00,,1,7,,,6,
2018-02-12,18:00,,1,9,,,7,
2018-02-12,19:00,,1,8,,,6,
2018-02-12,20:00,,1,7,,,3,
2018-02-12,21:00,,1,7,,,4,
2018-02-12,22:00,,1,8,,,4,
2018-02-12,23:00,,1,10,,,5,
2018-02-13,00:00,,1,13,,,5,
2018-02-13,01:00,,1,14,,,7,
2018-02-13,02:00,,1,13,,,8,
2018-02-13,03:00,,1,12,,,9,
2018-02-13,04:00,,1,12,,,10,
2018-02-13,05:00,,1,11,,,11,
2018-02-13,06:00,,1,13,,,12,
2018-02-13,07:00,,1,16,,,12,
2018-02-13,08:00,,5,18,,,13,
2018-02-13,09:00,,2,14,,,14,
2018-02-13,10:00,,2,10,,,14,
2018-02-13,11:00,,3,10,,,14,
2018-02-13,12:00,,3,10,,,15,
2018-02-13,13:00,,3,9,,,14,
2018-02-13,14:00,,3,9,,,13,
2018-02-13,15:00,,2,11,,,13,
2018-02-13,16:00,,1,12,,,14,
2018-02-13,17:00,,2,16,,,15,
2018-02-13,18:00,,1,18,,,20,
2018-02-13,19:00,,2,24,,,28,
2018-02-13,20:00,,1,15,,,31,
2018-02-13,21:00,,1,14,,,16,
2018-02-13,22:00,,1,14,,,15,
2018-02-13,23:00,,1,20,,,15,
2018-02-14,00:00,,1,22,,,15,
2018-02-14,01:00,,1,17,,,16,
2018-02-14,02:00,,1,18,,,15,
2018-02-14,03:00,,1,25,,,16,
2018-02-14,04:00,,1,27,,,21,
2018-02-14,05:00,,1,27,,,21,
2018-02-14,06:00,,1,24,,,21,
2018-02-14,07:00,,1,19,,,21,
2018-02-14,08:00,,2,23,,,20,
2018-02-14,09:00,,6,21,,,23,
2018-02-14,10:00,,9,19,,,23,
2018-02-14,11:00,,10,19,,,25,
2018-02-14,12:00,,9,17,,,26,
2018-02-14,13:00,,7,16,,,25,
2018-02-14,14:00,,4,15,,,20,
2018-02-14,15:00,,3,14,,,18,
2018-02-14,16:00,,3,16,,,16,
2018-02-14,17:00,,2,19,,,18,
2018-02-14,18:00,,1,18,,,20,
2018-02-14,19:00,,1,17,,,22,
2018-02-14,20:00,,1,27,,,29,
2018-02-14,21:00,,1,28,,,28,
2018-02-14,22:00,,1,21,,,25,
2018-02-14,23:00,,1,26,,,21,
2018-02-15,00:00,,1,29,,,21,
2018-02-15,01:00,,1,22,,,24,
2018-02-15,02:00,,1,26,,,23,
2018-02-15,03:00,,1,20,,,21,
2018-02-15,04:00,,1,21,,,23,
2018-02-15,05:00,,1,18,,,21,
2018-02-15,06:00,,1,16,,,23,
2018-02-15,07:00,,1,14,,,23,
2018-02-15,08:00,,1,14,,,20,
2018-02-15,09:00,,1,13,,,20,
2018-02-15,10:00,,1,10,,,19,
2018-02-15,11:00,,1,8,,,17,
2018-02-15,12:00,,1,7,,,17,
2018-02-15,13:00,,1,7,,,17,
2018-02-15,14:00,,1,8,,,15,
2018-02-15,15:00,,1,9,,,16,
