Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-02-01,,,,,,9.16,,
2018-02-01,01:00,,1,9,43,,9,2.3
2018-02-01,02:00,,1,8,41,,9,2.2
2018-02-01,03:00,,1,8,38,,8,2.3
2018-02-01,04:00,,1,14,32,,9,2.4
2018-02-01,05:00,,1,12,36,,5,2.0
2018-02-01,06:00,,1,12,36,,4,2.1
2018-02-01,07:00,,1,12,37,,3,1.7
2018-02-01,08:00,,1,20,38,,3,1.5
2018-02-01,09:00,,1,16,54,,2,2.0
2018-02-01,10:00,,1,15,65,,2,3.5
2018-02-01,11:00,,1,13,70,,3,4.8
2018-02-01,12:00,,1,9,74,,3,5.4
2018-02-01,13:00,,1,9,71,,7,4.3
2018-02-01,14:00,,1,9,72,,8,2.5
2018-02-01,15:00,,1,8,72,,6,1.8
2018-02-01,16:00,,1,10,70,,4,1.6
2018-02-01,17:00,,2,15,63,,7,1.9
2018-02-01,18:00,,1,21,48,,10,2.1
2018-02-01,19:00,,3,28,35,,32,2.9
2018-02-01,20:00,,1,21,42,,21,3.7
2018-02-01,21:00,,1,10,52,,16,3.8
2018-02-01,22:00,,1,12,47,,10,4.2
2018-02-01,23:00,,1,18,40,,12,4.3
2018-02-02,00:00,,1,18,39,,13,5.8
2018-02-02,01:00,,1,13,41,,14,4.6
2018-02-02,02:00,,1,10,45,,14,3.1
2018-02-02,03:00,,1,7,50,,11,2.3
2018-02-02,04:00,,1,8,49,,9,2.7
2018-02-02,05:00,,1,7,49,,9,3.6
2018-02-02,06:00,,1,9,46,,8,3.7
2018-02-02,07:00,,1,11,44,,9,4.0
2018-02-02,08:00,,1,12,41,,11,3.8
2018-02-02,09:00,,1,12,39,,10,4.0
2018-02-02,10:00,,3,13,38,,13,4.1
2018-02-02,11:00,,5,15,38,,11,4.9
2018-02-02,12:00,,5,13,40,,13,3.9
2018-02-02,13:00,,5,13,46,,13,3.2
2018-02-02,14:00,,4,14,54,,8,2.7
2018-02-02,15:00,,2,9,60,,8,3.1
2018-02-02,16:00,,3,12,59,,8,2.4
2018-02-02,17:00,,2,11,58,,8,2.4
2018-02-02,18:00,,1,18,47,,10,3.2
2018-02-02,19:00,,1,23,42,,13,4.3
2018-02-02,20:00,,1,16,48,,13,4.9
2018-02-02,21:00,,1,14,49,,12,5.1
2018-02-02,22:00,,1,16,45,,10,5.4
2018-02-02,23:00,,1,12,45,,12,4.5
2018-02-03,00:00,,1,13,42,,11,4.5
2018-02-03,01:00,,1,10,44,,12,4.1
2018-02-03,02:00,,1,16,38,,11,4.0
