Datum Zeit,Leipzig-West PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,11.55
17-06-18,15.91
16-06-18,
15-06-18,21.24
14-06-18,12.33
13-06-18,9.95
12-06-18,13.76
11-06-18,17.36
10-06-18,
09-06-18,20.37
08-06-18,19.23
07-06-18,15.95
06-06-18,18.43
05-06-18,21.89
04-06-18,
03-06-18,14.49
02-06-18,12.29
01-06-18,15.37

