Datum Zeit,Leipzig-Luetzner Straße PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,19.58
17-06-18,20.21
16-06-18,26.71
15-06-18,32.69
14-06-18,19.61
13-06-18,18.04
12-06-18,17.91
11-06-18,24.04
10-06-18,24.86
09-06-18,26.99
08-06-18,32.03
07-06-18,28.30
06-06-18,27.97
05-06-18,29.62
04-06-18,26.51
03-06-18,19.56
02-06-18,17.65
01-06-18,31.06

