Datum Zeit,Freiberg PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,17.74
16-06-18,22.11
15-06-18,16.33
14-06-18,14.02
13-06-18,10.19
12-06-18,16.41
11-06-18,27.70
10-06-18,20.07
09-06-18,20.97
08-06-18,19.02
07-06-18,19.80
06-06-18,21.13
05-06-18,26.99
04-06-18,16.52
03-06-18,13.81
02-06-18,11.24
01-06-18,19.24

