Datum Zeit,Schwartenberg PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,15.03
16-06-18,20.05
15-06-18,14.19
14-06-18,10.51
13-06-18,9.70
12-06-18,14.11
11-06-18,19.92
10-06-18,16.82
09-06-18,16.84
08-06-18,16.66
07-06-18,17.40
06-06-18,17.55
05-06-18,20.87
04-06-18,12.91
03-06-18,12.53
02-06-18,7.42
01-06-18,16.94

