Datum Zeit,Dresden-Winckelmannstr. PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,16.86
16-06-18,22.69
15-06-18,16.74
14-06-18,12.79
13-06-18,10.02
12-06-18,13.07
11-06-18,22.16
10-06-18,22.65
09-06-18,20.57
08-06-18,18.94
07-06-18,16.59
06-06-18,17.62
05-06-18,21.70
04-06-18,16.24
03-06-18,11.13
02-06-18,10.34
01-06-18,20.80

