Datum Zeit,Borna PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,16.32
17-06-18,18.68
16-06-18,
15-06-18,21.56
14-06-18,14.63
13-06-18,
12-06-18,13.81
11-06-18,26.42
10-06-18,
09-06-18,20.90
08-06-18,19.45
07-06-18,
06-06-18,20.17
05-06-18,26.72
04-06-18,
03-06-18,15.45
02-06-18,13.09
01-06-18,

