Datum Zeit,Chemnitz-Leipziger Str. PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,20.85
16-06-18,28.00
15-06-18,21.51
14-06-18,16.44
13-06-18,14.20
12-06-18,19.65
11-06-18,32.71
10-06-18,22.21
09-06-18,22.76
08-06-18,21.21
07-06-18,22.48
06-06-18,21.29
05-06-18,28.50
04-06-18,19.08
03-06-18,16.39
02-06-18,11.80
01-06-18,23.01

