Datum Zeit,Chemnitz-Hans-Link-Straße PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,16.77
16-06-18,
15-06-18,15.91
14-06-18,11.32
13-06-18,
12-06-18,16.51
11-06-18,26.80
10-06-18,
09-06-18,19.19
08-06-18,17.02
07-06-18,
06-06-18,17.18
05-06-18,24.96
04-06-18,
03-06-18,12.82
02-06-18,10.61
01-06-18,

