Datum Zeit,Zwickau-Werdauer Straße PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,13.48
17-06-18,17.92
16-06-18,21.06
15-06-18,19.30
14-06-18,11.78
13-06-18,12.37
12-06-18,18.90
11-06-18,31.90
10-06-18,20.30
09-06-18,23.72
08-06-18,20.88
07-06-18,21.43
06-06-18,
05-06-18,31.51
04-06-18,18.24
03-06-18,14.22
02-06-18,10.03
01-06-18,14.68

