Datum Zeit,Dresden-Bergstraße PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,
17-06-18,19.62
16-06-18,26.50
15-06-18,22.05
14-06-18,19.02
13-06-18,27.63
12-06-18,20.04
11-06-18,29.52
10-06-18,21.58
09-06-18,21.69
08-06-18,22.45
07-06-18,20.81
06-06-18,20.76
05-06-18,27.98
04-06-18,20.94
03-06-18,15.56
02-06-18,13.32
01-06-18,27.56

