Datum Zeit,Collmberg PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,11.06
17-06-18,15.95
16-06-18,18.38
15-06-18,14.12
14-06-18,10.39
13-06-18,7.77
12-06-18,11.19
11-06-18,17.00
10-06-18,21.76
09-06-18,16.36
08-06-18,18.67
07-06-18,15.05
06-06-18,16.51
05-06-18,18.36
04-06-18,14.11
03-06-18,11.09
02-06-18,11.58
01-06-18,13.91

