Datum Zeit,Brockau PM10_HVS
,µg/m³
30-06-18,
29-06-18,
28-06-18,
27-06-18,
26-06-18,
25-06-18,
24-06-18,
23-06-18,
22-06-18,
21-06-18,
20-06-18,
19-06-18,
18-06-18,9.00
17-06-18,15.52
16-06-18,20.64
15-06-18,15.50
14-06-18,8.93
13-06-18,7.89
12-06-18,16.76
11-06-18,28.31
10-06-18,19.57
09-06-18,19.54
08-06-18,15.68
07-06-18,16.39
06-06-18,17.85
05-06-18,25.82
04-06-18,15.43
03-06-18,10.78
02-06-18,7.05
01-06-18,10.57

