Datum Zeit,Chemnitz-Mitte NO
,µg/m³
01-02-09 00:00,2
31-01-09 23:00,2
31-01-09 22:00,1
31-01-09 21:00,5
31-01-09 20:00,4
31-01-09 19:00,6
31-01-09 18:00,6
31-01-09 17:00,4
31-01-09 16:00,5
31-01-09 15:00,10
31-01-09 14:00,10
31-01-09 13:00,11
31-01-09 12:00,8
31-01-09 11:00,9
31-01-09 10:00,7
31-01-09 09:00,4
31-01-09 08:00,3
31-01-09 07:00,2
31-01-09 06:00,1
31-01-09 05:00,1
31-01-09 04:00,1
31-01-09 03:00,1
31-01-09 02:00,1
31-01-09 01:00,3
31-01-09 00:00,3
30-01-09 23:00,4
30-01-09 22:00,3
30-01-09 21:00,5
30-01-09 20:00,10
30-01-09 19:00,9
30-01-09 18:00,7
30-01-09 17:00,8
30-01-09 16:00,10
30-01-09 15:00,7
30-01-09 14:00,14
30-01-09 13:00,11
30-01-09 12:00,13
30-01-09 11:00,10
30-01-09 10:00,6
30-01-09 09:00,6
30-01-09 08:00,7
30-01-09 07:00,2
30-01-09 06:00,1
30-01-09 05:00,1
30-01-09 04:00,1
30-01-09 03:00,1
30-01-09 02:00,1
30-01-09 01:00,1
30-01-09 00:00,1
29-01-09 23:00,1
29-01-09 22:00,2
29-01-09 21:00,3
29-01-09 20:00,5
29-01-09 19:00,9
29-01-09 18:00,7
29-01-09 17:00,8
29-01-09 16:00,9
29-01-09 15:00,9
29-01-09 14:00,9
29-01-09 13:00,9
29-01-09 12:00,10
29-01-09 11:00,8
29-01-09 10:00,10
29-01-09 09:00,13
29-01-09 08:00,6
29-01-09 07:00,5
29-01-09 06:00,2
29-01-09 05:00,1
29-01-09 04:00,1
29-01-09 03:00,1
29-01-09 02:00,1
29-01-09 01:00,1
29-01-09 00:00,1
28-01-09 23:00,2
28-01-09 22:00,2
28-01-09 21:00,9
28-01-09 20:00,16
28-01-09 19:00,16
28-01-09 18:00,19
28-01-09 17:00,14
28-01-09 16:00,11
28-01-09 15:00,15
28-01-09 14:00,14
28-01-09 13:00,12
28-01-09 12:00,14
28-01-09 11:00,12
28-01-09 10:00,19
28-01-09 09:00,19
28-01-09 08:00,11
28-01-09 07:00,5
28-01-09 06:00,2
28-01-09 05:00,1
28-01-09 04:00,1
28-01-09 03:00,1
28-01-09 02:00,1
28-01-09 01:00,1
28-01-09 00:00,1
27-01-09 23:00,4
27-01-09 22:00,5
27-01-09 21:00,3
27-01-09 20:00,8
27-01-09 19:00,18
27-01-09 18:00,15
27-01-09 17:00,18
27-01-09 16:00,19
27-01-09 15:00,17
27-01-09 14:00,16
27-01-09 13:00,20
27-01-09 12:00,25
27-01-09 11:00,23
27-01-09 10:00,28
27-01-09 09:00,27
27-01-09 08:00,25
27-01-09 07:00,18
27-01-09 06:00,8
27-01-09 05:00,6
27-01-09 04:00,6
27-01-09 03:00,3
27-01-09 02:00,5
27-01-09 01:00,4
27-01-09 00:00,4
26-01-09 23:00,7
26-01-09 22:00,8
26-01-09 21:00,14
26-01-09 20:00,22
26-01-09 19:00,21
26-01-09 18:00,33
26-01-09 17:00,31
26-01-09 16:00,28
26-01-09 15:00,27
26-01-09 14:00,35
26-01-09 13:00,40
26-01-09 12:00,47
26-01-09 11:00,69
26-01-09 10:00,59
26-01-09 09:00,74
26-01-09 08:00,293
26-01-09 07:00,186
26-01-09 06:00,75
26-01-09 05:00,44
26-01-09 04:00,39
26-01-09 03:00,13
26-01-09 02:00,13
26-01-09 01:00,28
26-01-09 00:00,67
25-01-09 23:00,71
25-01-09 22:00,68
25-01-09 21:00,107
25-01-09 20:00,109
25-01-09 19:00,94
25-01-09 18:00,55
25-01-09 17:00,17
25-01-09 16:00,2
25-01-09 15:00,4
25-01-09 14:00,2
25-01-09 13:00,6
25-01-09 12:00,12
25-01-09 11:00,11
25-01-09 10:00,8
25-01-09 09:00,3
25-01-09 08:00,1
25-01-09 07:00,1
25-01-09 06:00,1
25-01-09 05:00,1
25-01-09 04:00,1
25-01-09 03:00,1
25-01-09 02:00,1
25-01-09 01:00,4
25-01-09 00:00,8
24-01-09 23:00,7
24-01-09 22:00,10
24-01-09 21:00,16
24-01-09 20:00,14
24-01-09 19:00,3
24-01-09 18:00,12
24-01-09 17:00,2
24-01-09 16:00,7
24-01-09 15:00,4
24-01-09 14:00,10
24-01-09 13:00,6
24-01-09 12:00,5
24-01-09 11:00,5
24-01-09 10:00,3
24-01-09 09:00,1
24-01-09 08:00,1
24-01-09 07:00,1
24-01-09 06:00,1
24-01-09 05:00,1
24-01-09 04:00,1
24-01-09 03:00,1
24-01-09 02:00,1
24-01-09 01:00,1
24-01-09 00:00,1
23-01-09 23:00,1
23-01-09 22:00,3
23-01-09 21:00,2
23-01-09 20:00,2
23-01-09 19:00,3
23-01-09 18:00,7
23-01-09 17:00,5
23-01-09 16:00,6
23-01-09 15:00,9
23-01-09 14:00,6
23-01-09 13:00,6
23-01-09 12:00,8
23-01-09 11:00,8
23-01-09 10:00,9
23-01-09 09:00,11
23-01-09 08:00,4
23-01-09 07:00,2
23-01-09 06:00,1
23-01-09 05:00,1
23-01-09 04:00,1
23-01-09 03:00,1
23-01-09 02:00,1
23-01-09 01:00,1
23-01-09 00:00,1
22-01-09 23:00,2
22-01-09 22:00,2
22-01-09 21:00,8
22-01-09 20:00,11
22-01-09 19:00,11
22-01-09 18:00,7
22-01-09 17:00,6
22-01-09 16:00,10
22-01-09 15:00,11
22-01-09 14:00,8
22-01-09 13:00,14
22-01-09 12:00,21
22-01-09 11:00,43
22-01-09 10:00,94
22-01-09 09:00,117
22-01-09 08:00,103
22-01-09 07:00,85
22-01-09 06:00,46
22-01-09 05:00,20
22-01-09 04:00,12
22-01-09 03:00,1
22-01-09 02:00,1
22-01-09 01:00,4
22-01-09 00:00,9
21-01-09 23:00,14
21-01-09 22:00,18
21-01-09 21:00,42
21-01-09 20:00,44
21-01-09 19:00,32
21-01-09 18:00,39
21-01-09 17:00,36
21-01-09 16:00,35
21-01-09 15:00,
21-01-09 14:00,
21-01-09 13:00,44
21-01-09 12:00,97
21-01-09 11:00,112
21-01-09 10:00,128
21-01-09 09:00,110
21-01-09 08:00,118
21-01-09 07:00,76
21-01-09 06:00,39
21-01-09 05:00,30
21-01-09 04:00,34
21-01-09 03:00,34
21-01-09 02:00,65
21-01-09 01:00,79
21-01-09 00:00,109
20-01-09 23:00,159
20-01-09 22:00,107
20-01-09 21:00,186
20-01-09 20:00,148
20-01-09 19:00,112
20-01-09 18:00,24
20-01-09 17:00,19
20-01-09 16:00,13
20-01-09 15:00,11
20-01-09 14:00,6
20-01-09 13:00,9
20-01-09 12:00,10
20-01-09 11:00,10
20-01-09 10:00,7
20-01-09 09:00,12
20-01-09 08:00,7
20-01-09 07:00,3
20-01-09 06:00,1
20-01-09 05:00,2
20-01-09 04:00,1
20-01-09 03:00,1
20-01-09 02:00,1
20-01-09 01:00,2
20-01-09 00:00,1
19-01-09 23:00,1
19-01-09 22:00,3
19-01-09 21:00,3
19-01-09 20:00,3
19-01-09 19:00,7
19-01-09 18:00,6
19-01-09 17:00,6
19-01-09 16:00,5
19-01-09 15:00,5
19-01-09 14:00,4
19-01-09 13:00,8
19-01-09 12:00,8
19-01-09 11:00,13
19-01-09 10:00,12
19-01-09 09:00,14
19-01-09 08:00,5
19-01-09 07:00,2
19-01-09 06:00,1
19-01-09 05:00,1
19-01-09 04:00,1
19-01-09 03:00,1
19-01-09 02:00,1
19-01-09 01:00,1
19-01-09 00:00,1
18-01-09 23:00,1
18-01-09 22:00,1
18-01-09 21:00,1
18-01-09 20:00,1
18-01-09 19:00,1
18-01-09 18:00,3
18-01-09 17:00,3
18-01-09 16:00,7
18-01-09 15:00,5
18-01-09 14:00,5
18-01-09 13:00,5
18-01-09 12:00,4
18-01-09 11:00,5
18-01-09 10:00,2
18-01-09 09:00,1
18-01-09 08:00,1
18-01-09 07:00,1
18-01-09 06:00,1
18-01-09 05:00,1
18-01-09 04:00,1
18-01-09 03:00,1
18-01-09 02:00,1
18-01-09 01:00,1
18-01-09 00:00,1
17-01-09 23:00,1
17-01-09 22:00,1
17-01-09 21:00,1
17-01-09 20:00,2
17-01-09 19:00,3
17-01-09 18:00,3
17-01-09 17:00,5
17-01-09 16:00,6
17-01-09 15:00,6
17-01-09 14:00,8
17-01-09 13:00,14
17-01-09 12:00,12
17-01-09 11:00,6
17-01-09 10:00,38
17-01-09 09:00,8
17-01-09 08:00,31
17-01-09 07:00,21
17-01-09 06:00,16
17-01-09 05:00,1
17-01-09 04:00,1
17-01-09 03:00,1
17-01-09 02:00,1
17-01-09 01:00,1
17-01-09 00:00,2
16-01-09 23:00,3
16-01-09 22:00,2
16-01-09 21:00,4
