Datum Zeit,Leipzig-West PM10
,µg/m³
31-01-09,22
30-01-09,25
29-01-09,32
28-01-09,48
27-01-09,73
26-01-09,39
25-01-09,28
24-01-09,12
23-01-09,14
22-01-09,22
21-01-09,33
20-01-09,17
19-01-09,9
18-01-09,20
17-01-09,38
16-01-09,39
15-01-09,54
14-01-09,50
13-01-09,50
12-01-09,49
11-01-09,55
10-01-09,53
09-01-09,54
08-01-09,40
07-01-09,52
06-01-09,62
05-01-09,19
04-01-09,20
03-01-09,19
02-01-09,47
01-01-09,94

