Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-01-09,21.47
30-01-09,23.92
29-01-09,29.03
28-01-09,46.31
27-01-09,63.57
26-01-09,49.75
25-01-09,27.79
24-01-09,14.18
23-01-09,18.45
22-01-09,27.07
21-01-09,39.72
20-01-09,21.75
19-01-09,10.59
18-01-09,40.10
17-01-09,45.30
16-01-09,37.82
15-01-09,93.28
14-01-09,68.20
13-01-09,52.51
12-01-09,59.98
11-01-09,42.38
10-01-09,54.39
09-01-09,47.22
08-01-09,34.94
07-01-09,49.53
06-01-09,79.10
05-01-09,31.46
04-01-09,15.85
03-01-09,19.15
02-01-09,43.12
01-01-09,64.59

