Datum Zeit,Annaberg-Buchholz NO2
,µg/m³
01-02-09 00:00,15
31-01-09 23:00,22
31-01-09 22:00,19
31-01-09 21:00,17
31-01-09 20:00,26
31-01-09 19:00,25
31-01-09 18:00,25
31-01-09 17:00,24
31-01-09 16:00,26
31-01-09 15:00,22
31-01-09 14:00,21
31-01-09 13:00,20
31-01-09 12:00,25
31-01-09 11:00,23
31-01-09 10:00,22
31-01-09 09:00,24
31-01-09 08:00,25
31-01-09 07:00,24
31-01-09 06:00,20
31-01-09 05:00,17
31-01-09 04:00,15
31-01-09 03:00,15
31-01-09 02:00,13
31-01-09 01:00,16
31-01-09 00:00,20
30-01-09 23:00,22
30-01-09 22:00,24
30-01-09 21:00,15
30-01-09 20:00,19
30-01-09 19:00,28
30-01-09 18:00,30
30-01-09 17:00,31
30-01-09 16:00,33
30-01-09 15:00,32
30-01-09 14:00,28
30-01-09 13:00,28
30-01-09 12:00,31
30-01-09 11:00,33
30-01-09 10:00,31
30-01-09 09:00,25
30-01-09 08:00,29
30-01-09 07:00,23
30-01-09 06:00,17
30-01-09 05:00,10
30-01-09 04:00,8
30-01-09 03:00,8
30-01-09 02:00,8
30-01-09 01:00,10
30-01-09 00:00,11
29-01-09 23:00,12
29-01-09 22:00,12
29-01-09 21:00,17
29-01-09 20:00,20
29-01-09 19:00,26
29-01-09 18:00,28
29-01-09 17:00,24
29-01-09 16:00,21
29-01-09 15:00,17
29-01-09 14:00,20
29-01-09 13:00,19
29-01-09 12:00,26
29-01-09 11:00,30
29-01-09 10:00,31
29-01-09 09:00,30
29-01-09 08:00,39
29-01-09 07:00,29
29-01-09 06:00,21
29-01-09 05:00,15
29-01-09 04:00,10
29-01-09 03:00,12
29-01-09 02:00,10
29-01-09 01:00,11
29-01-09 00:00,15
28-01-09 23:00,25
28-01-09 22:00,24
28-01-09 21:00,26
28-01-09 20:00,30
28-01-09 19:00,34
28-01-09 18:00,38
28-01-09 17:00,49
28-01-09 16:00,36
28-01-09 15:00,33
28-01-09 14:00,34
28-01-09 13:00,35
28-01-09 12:00,37
28-01-09 11:00,36
28-01-09 10:00,34
28-01-09 09:00,38
28-01-09 08:00,38
28-01-09 07:00,29
28-01-09 06:00,19
28-01-09 05:00,15
28-01-09 04:00,17
28-01-09 03:00,15
28-01-09 02:00,15
28-01-09 01:00,15
28-01-09 00:00,15
27-01-09 23:00,15
27-01-09 22:00,16
27-01-09 21:00,19
27-01-09 20:00,33
27-01-09 19:00,35
27-01-09 18:00,38
27-01-09 17:00,49
27-01-09 16:00,44
27-01-09 15:00,40
27-01-09 14:00,32
27-01-09 13:00,36
27-01-09 12:00,45
27-01-09 11:00,43
27-01-09 10:00,51
27-01-09 09:00,61
27-01-09 08:00,65
27-01-09 07:00,57
27-01-09 06:00,33
27-01-09 05:00,25
27-01-09 04:00,34
27-01-09 03:00,32
27-01-09 02:00,48
27-01-09 01:00,57
27-01-09 00:00,46
26-01-09 23:00,22
26-01-09 22:00,24
26-01-09 21:00,50
26-01-09 20:00,48
26-01-09 19:00,51
26-01-09 18:00,55
26-01-09 17:00,46
26-01-09 16:00,48
26-01-09 15:00,44
26-01-09 14:00,46
26-01-09 13:00,36
26-01-09 12:00,45
26-01-09 11:00,48
26-01-09 10:00,43
26-01-09 09:00,54
26-01-09 08:00,79
26-01-09 07:00,65
26-01-09 06:00,42
26-01-09 05:00,49
26-01-09 04:00,39
26-01-09 03:00,23
26-01-09 02:00,26
26-01-09 01:00,32
26-01-09 00:00,39
25-01-09 23:00,34
25-01-09 22:00,29
25-01-09 21:00,55
25-01-09 20:00,44
25-01-09 19:00,56
25-01-09 18:00,53
25-01-09 17:00,51
25-01-09 16:00,42
25-01-09 15:00,29
25-01-09 14:00,22
25-01-09 13:00,27
25-01-09 12:00,21
25-01-09 11:00,23
25-01-09 10:00,35
25-01-09 09:00,36
25-01-09 08:00,23
25-01-09 07:00,17
25-01-09 06:00,13
25-01-09 05:00,15
25-01-09 04:00,17
25-01-09 03:00,12
25-01-09 02:00,22
25-01-09 01:00,35
25-01-09 00:00,37
24-01-09 23:00,48
24-01-09 22:00,52
24-01-09 21:00,63
24-01-09 20:00,64
24-01-09 19:00,45
24-01-09 18:00,69
24-01-09 17:00,24
24-01-09 16:00,18
24-01-09 15:00,12
24-01-09 14:00,13
24-01-09 13:00,15
24-01-09 12:00,22
24-01-09 11:00,20
24-01-09 10:00,19
24-01-09 09:00,17
24-01-09 08:00,10
24-01-09 07:00,9
24-01-09 06:00,9
24-01-09 05:00,11
24-01-09 04:00,10
24-01-09 03:00,11
24-01-09 02:00,14
24-01-09 01:00,15
24-01-09 00:00,14
23-01-09 23:00,17
23-01-09 22:00,18
23-01-09 21:00,23
23-01-09 20:00,22
23-01-09 19:00,23
23-01-09 18:00,25
23-01-09 17:00,26
23-01-09 16:00,26
23-01-09 15:00,29
23-01-09 14:00,43
23-01-09 13:00,41
23-01-09 12:00,41
23-01-09 11:00,37
23-01-09 10:00,30
23-01-09 09:00,27
23-01-09 08:00,32
23-01-09 07:00,33
23-01-09 06:00,21
23-01-09 05:00,12
23-01-09 04:00,8
23-01-09 03:00,8
23-01-09 02:00,8
23-01-09 01:00,9
23-01-09 00:00,16
22-01-09 23:00,17
22-01-09 22:00,21
22-01-09 21:00,23
22-01-09 20:00,23
22-01-09 19:00,41
22-01-09 18:00,52
22-01-09 17:00,58
22-01-09 16:00,38
22-01-09 15:00,35
22-01-09 14:00,28
22-01-09 13:00,29
22-01-09 12:00,56
22-01-09 11:00,72
22-01-09 10:00,85
22-01-09 09:00,80
22-01-09 08:00,81
22-01-09 07:00,68
22-01-09 06:00,58
22-01-09 05:00,40
22-01-09 04:00,30
22-01-09 03:00,27
22-01-09 02:00,26
22-01-09 01:00,34
22-01-09 00:00,40
21-01-09 23:00,57
21-01-09 22:00,59
21-01-09 21:00,60
21-01-09 20:00,42
21-01-09 19:00,70
21-01-09 18:00,91
21-01-09 17:00,72
21-01-09 16:00,47
21-01-09 15:00,42
21-01-09 14:00,46
21-01-09 13:00,43
21-01-09 12:00,27
21-01-09 11:00,62
21-01-09 10:00,80
21-01-09 09:00,81
21-01-09 08:00,81
21-01-09 07:00,67
21-01-09 06:00,50
21-01-09 05:00,38
21-01-09 04:00,24
21-01-09 03:00,26
21-01-09 02:00,29
21-01-09 01:00,39
21-01-09 00:00,36
20-01-09 23:00,49
20-01-09 22:00,57
20-01-09 21:00,63
20-01-09 20:00,75
20-01-09 19:00,89
20-01-09 18:00,103
20-01-09 17:00,63
20-01-09 16:00,47
20-01-09 15:00,44
20-01-09 14:00,36
20-01-09 13:00,34
20-01-09 12:00,34
20-01-09 11:00,84
20-01-09 10:00,101
20-01-09 09:00,94
20-01-09 08:00,73
20-01-09 07:00,54
20-01-09 06:00,31
20-01-09 05:00,23
20-01-09 04:00,17
20-01-09 03:00,15
20-01-09 02:00,15
20-01-09 01:00,19
20-01-09 00:00,18
19-01-09 23:00,16
19-01-09 22:00,15
19-01-09 21:00,15
19-01-09 20:00,21
19-01-09 19:00,23
19-01-09 18:00,27
19-01-09 17:00,25
19-01-09 16:00,32
19-01-09 15:00,34
19-01-09 14:00,33
19-01-09 13:00,30
19-01-09 12:00,34
19-01-09 11:00,47
19-01-09 10:00,31
19-01-09 09:00,54
19-01-09 08:00,43
19-01-09 07:00,26
19-01-09 06:00,21
19-01-09 05:00,10
19-01-09 04:00,7
19-01-09 03:00,6
19-01-09 02:00,6
19-01-09 01:00,6
19-01-09 00:00,6
18-01-09 23:00,8
18-01-09 22:00,11
18-01-09 21:00,16
18-01-09 20:00,18
18-01-09 19:00,24
18-01-09 18:00,24
18-01-09 17:00,20
18-01-09 16:00,25
18-01-09 15:00,28
18-01-09 14:00,26
18-01-09 13:00,18
18-01-09 12:00,39
18-01-09 11:00,50
18-01-09 10:00,53
18-01-09 09:00,41
18-01-09 08:00,44
18-01-09 07:00,29
18-01-09 06:00,17
18-01-09 05:00,17
18-01-09 04:00,17
18-01-09 03:00,16
18-01-09 02:00,17
18-01-09 01:00,17
18-01-09 00:00,14
17-01-09 23:00,24
17-01-09 22:00,27
17-01-09 21:00,17
17-01-09 20:00,46
17-01-09 19:00,61
17-01-09 18:00,35
17-01-09 17:00,41
17-01-09 16:00,31
17-01-09 15:00,29
17-01-09 14:00,22
17-01-09 13:00,37
17-01-09 12:00,55
17-01-09 11:00,69
17-01-09 10:00,65
17-01-09 09:00,65
17-01-09 08:00,51
17-01-09 07:00,41
17-01-09 06:00,37
17-01-09 05:00,43
17-01-09 04:00,27
17-01-09 03:00,22
17-01-09 02:00,18
17-01-09 01:00,23
17-01-09 00:00,23
16-01-09 23:00,26
16-01-09 22:00,25
16-01-09 21:00,23
16-01-09 20:00,31
16-01-09 19:00,47
16-01-09 18:00,51
16-01-09 17:00,49
16-01-09 16:00,52
16-01-09 15:00,43
16-01-09 14:00,39
16-01-09 13:00,40
16-01-09 12:00,45
16-01-09 11:00,56
16-01-09 10:00,77
16-01-09 09:00,74
16-01-09 08:00,60
16-01-09 07:00,46
16-01-09 06:00,38
16-01-09 05:00,39
16-01-09 04:00,30
16-01-09 03:00,31
16-01-09 02:00,34
16-01-09 01:00,40
16-01-09 00:00,45
15-01-09 23:00,49
15-01-09 22:00,52
15-01-09 21:00,57
15-01-09 20:00,67
15-01-09 19:00,66
15-01-09 18:00,69
15-01-09 17:00,67
15-01-09 16:00,58
15-01-09 15:00,43
15-01-09 14:00,36
15-01-09 13:00,43
15-01-09 12:00,43
15-01-09 11:00,51
15-01-09 10:00,56
15-01-09 09:00,56
15-01-09 08:00,55
15-01-09 07:00,61
15-01-09 06:00,54
15-01-09 05:00,55
15-01-09 04:00,48
15-01-09 03:00,44
15-01-09 02:00,41
15-01-09 01:00,39
15-01-09 00:00,37
14-01-09 23:00,32
14-01-09 22:00,27
14-01-09 21:00,38
14-01-09 20:00,99
14-01-09 19:00,119
14-01-09 18:00,89
14-01-09 17:00,118
14-01-09 16:00,81
14-01-09 15:00,63
14-01-09 14:00,111
14-01-09 13:00,113
14-01-09 12:00,100
14-01-09 11:00,96
14-01-09 10:00,105
14-01-09 09:00,106
14-01-09 08:00,92
14-01-09 07:00,80
14-01-09 06:00,48
14-01-09 05:00,40
14-01-09 04:00,36
14-01-09 03:00,21
14-01-09 02:00,22
14-01-09 01:00,36
14-01-09 00:00,66
13-01-09 23:00,77
13-01-09 22:00,75
13-01-09 21:00,73
