Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-01-09,40
30-01-09,31
29-01-09,40
28-01-09,60
27-01-09,92
26-01-09,57
25-01-09,36
24-01-09,17
23-01-09,16
22-01-09,28
21-01-09,41
20-01-09,17
19-01-09,10
18-01-09,18
17-01-09,35
16-01-09,48
15-01-09,64
14-01-09,61
13-01-09,46
12-01-09,37
11-01-09,53
10-01-09,50
09-01-09,51
08-01-09,50
07-01-09,56
06-01-09,87
05-01-09,26
04-01-09,22
03-01-09,23
02-01-09,48
01-01-09,168

