Datum Zeit,Schkeuditz NO
,µg/m³
01-02-09 00:00,1
31-01-09 23:00,1
31-01-09 22:00,1
31-01-09 21:00,1
31-01-09 20:00,1
31-01-09 19:00,1
31-01-09 18:00,1
31-01-09 17:00,1
31-01-09 16:00,1
31-01-09 15:00,1
31-01-09 14:00,1
31-01-09 13:00,1
31-01-09 12:00,1
31-01-09 11:00,1
31-01-09 10:00,1
31-01-09 09:00,1
31-01-09 08:00,1
31-01-09 07:00,1
31-01-09 06:00,1
31-01-09 05:00,1
31-01-09 04:00,1
31-01-09 03:00,1
31-01-09 02:00,1
31-01-09 01:00,1
31-01-09 00:00,1
30-01-09 23:00,1
30-01-09 22:00,1
30-01-09 21:00,1
30-01-09 20:00,2
30-01-09 19:00,1
30-01-09 18:00,1
30-01-09 17:00,1
30-01-09 16:00,1
30-01-09 15:00,1
30-01-09 14:00,3
30-01-09 13:00,1
30-01-09 12:00,1
30-01-09 11:00,2
30-01-09 10:00,1
30-01-09 09:00,1
30-01-09 08:00,2
30-01-09 07:00,1
30-01-09 06:00,1
30-01-09 05:00,1
30-01-09 04:00,1
30-01-09 03:00,1
30-01-09 02:00,1
30-01-09 01:00,1
30-01-09 00:00,1
29-01-09 23:00,1
29-01-09 22:00,1
29-01-09 21:00,1
29-01-09 20:00,1
29-01-09 19:00,1
29-01-09 18:00,1
29-01-09 17:00,1
29-01-09 16:00,1
29-01-09 15:00,1
29-01-09 14:00,1
29-01-09 13:00,4
29-01-09 12:00,6
29-01-09 11:00,5
29-01-09 10:00,5
29-01-09 09:00,33
29-01-09 08:00,2
29-01-09 07:00,3
29-01-09 06:00,1
29-01-09 05:00,2
29-01-09 04:00,1
29-01-09 03:00,1
29-01-09 02:00,1
29-01-09 01:00,1
29-01-09 00:00,1
28-01-09 23:00,1
28-01-09 22:00,1
28-01-09 21:00,1
28-01-09 20:00,1
28-01-09 19:00,1
28-01-09 18:00,1
28-01-09 17:00,3
28-01-09 16:00,5
28-01-09 15:00,3
28-01-09 14:00,3
28-01-09 13:00,2
28-01-09 12:00,2
28-01-09 11:00,1
28-01-09 10:00,3
28-01-09 09:00,1
28-01-09 08:00,1
28-01-09 07:00,1
28-01-09 06:00,4
28-01-09 05:00,9
28-01-09 04:00,4
28-01-09 03:00,4
28-01-09 02:00,2
28-01-09 01:00,6
28-01-09 00:00,9
27-01-09 23:00,6
27-01-09 22:00,16
27-01-09 21:00,13
27-01-09 20:00,2
27-01-09 19:00,4
27-01-09 18:00,7
27-01-09 17:00,3
27-01-09 16:00,1
27-01-09 15:00,6
27-01-09 14:00,4
27-01-09 13:00,2
27-01-09 12:00,4
27-01-09 11:00,9
27-01-09 10:00,2
27-01-09 09:00,11
27-01-09 08:00,4
27-01-09 07:00,1
27-01-09 06:00,1
27-01-09 05:00,1
27-01-09 04:00,1
27-01-09 03:00,1
27-01-09 02:00,1
27-01-09 01:00,1
27-01-09 00:00,2
26-01-09 23:00,1
26-01-09 22:00,1
26-01-09 21:00,1
26-01-09 20:00,1
26-01-09 19:00,1
26-01-09 18:00,1
26-01-09 17:00,1
26-01-09 16:00,1
26-01-09 15:00,1
26-01-09 14:00,1
26-01-09 13:00,2
26-01-09 12:00,2
26-01-09 11:00,4
26-01-09 10:00,7
26-01-09 09:00,5
26-01-09 08:00,6
26-01-09 07:00,11
26-01-09 06:00,10
26-01-09 05:00,6
26-01-09 04:00,2
26-01-09 03:00,1
26-01-09 02:00,2
26-01-09 01:00,1
26-01-09 00:00,2
25-01-09 23:00,1
25-01-09 22:00,2
25-01-09 21:00,1
25-01-09 20:00,1
25-01-09 19:00,1
25-01-09 18:00,1
25-01-09 17:00,3
25-01-09 16:00,11
25-01-09 15:00,4
25-01-09 14:00,6
25-01-09 13:00,2
25-01-09 12:00,3
25-01-09 11:00,3
25-01-09 10:00,2
25-01-09 09:00,1
25-01-09 08:00,2
25-01-09 07:00,1
25-01-09 06:00,1
25-01-09 05:00,1
25-01-09 04:00,1
25-01-09 03:00,1
25-01-09 02:00,1
25-01-09 01:00,1
25-01-09 00:00,1
24-01-09 23:00,1
24-01-09 22:00,1
24-01-09 21:00,1
24-01-09 20:00,1
24-01-09 19:00,1
24-01-09 18:00,1
24-01-09 17:00,1
24-01-09 16:00,1
24-01-09 15:00,1
24-01-09 14:00,1
24-01-09 13:00,1
24-01-09 12:00,3
24-01-09 11:00,1
24-01-09 10:00,1
24-01-09 09:00,1
24-01-09 08:00,1
24-01-09 07:00,1
24-01-09 06:00,1
24-01-09 05:00,1
24-01-09 04:00,1
24-01-09 03:00,1
24-01-09 02:00,1
24-01-09 01:00,1
24-01-09 00:00,1
23-01-09 23:00,1
23-01-09 22:00,1
23-01-09 21:00,1
23-01-09 20:00,1
23-01-09 19:00,1
23-01-09 18:00,4
23-01-09 17:00,10
23-01-09 16:00,9
23-01-09 15:00,4
23-01-09 14:00,7
23-01-09 13:00,5
23-01-09 12:00,8
23-01-09 11:00,16
23-01-09 10:00,9
23-01-09 09:00,14
23-01-09 08:00,10
23-01-09 07:00,5
23-01-09 06:00,3
23-01-09 05:00,1
23-01-09 04:00,2
23-01-09 03:00,1
23-01-09 02:00,1
23-01-09 01:00,1
23-01-09 00:00,1
22-01-09 23:00,1
22-01-09 22:00,1
22-01-09 21:00,1
22-01-09 20:00,1
22-01-09 19:00,1
22-01-09 18:00,1
22-01-09 17:00,1
22-01-09 16:00,2
22-01-09 15:00,3
22-01-09 14:00,4
22-01-09 13:00,5
22-01-09 12:00,8
22-01-09 11:00,6
22-01-09 10:00,13
22-01-09 09:00,11
22-01-09 08:00,5
22-01-09 07:00,12
22-01-09 06:00,12
22-01-09 05:00,16
22-01-09 04:00,18
22-01-09 03:00,24
22-01-09 02:00,14
22-01-09 01:00,12
22-01-09 00:00,24
21-01-09 23:00,41
21-01-09 22:00,56
21-01-09 21:00,66
21-01-09 20:00,54
21-01-09 19:00,44
21-01-09 18:00,40
21-01-09 17:00,31
21-01-09 16:00,33
21-01-09 15:00,34
21-01-09 14:00,42
21-01-09 13:00,62
21-01-09 12:00,75
21-01-09 11:00,59
21-01-09 10:00,35
21-01-09 09:00,36
21-01-09 08:00,32
21-01-09 07:00,19
21-01-09 06:00,10
21-01-09 05:00,6
21-01-09 04:00,6
21-01-09 03:00,3
21-01-09 02:00,7
21-01-09 01:00,13
21-01-09 00:00,4
20-01-09 23:00,7
20-01-09 22:00,18
20-01-09 21:00,12
20-01-09 20:00,13
20-01-09 19:00,8
20-01-09 18:00,1
20-01-09 17:00,2
20-01-09 16:00,2
20-01-09 15:00,9
20-01-09 14:00,3
20-01-09 13:00,5
20-01-09 12:00,6
20-01-09 11:00,2
20-01-09 10:00,4
20-01-09 09:00,1
20-01-09 08:00,1
20-01-09 07:00,1
20-01-09 06:00,1
20-01-09 05:00,1
20-01-09 04:00,1
20-01-09 03:00,1
20-01-09 02:00,1
20-01-09 01:00,1
20-01-09 00:00,1
19-01-09 23:00,1
19-01-09 22:00,1
19-01-09 21:00,1
19-01-09 20:00,1
19-01-09 19:00,1
19-01-09 18:00,5
19-01-09 17:00,9
19-01-09 16:00,3
19-01-09 15:00,2
19-01-09 14:00,4
19-01-09 13:00,7
19-01-09 12:00,5
19-01-09 11:00,3
19-01-09 10:00,3
19-01-09 09:00,4
19-01-09 08:00,2
19-01-09 07:00,1
19-01-09 06:00,1
19-01-09 05:00,1
19-01-09 04:00,1
19-01-09 03:00,1
19-01-09 02:00,1
19-01-09 01:00,1
19-01-09 00:00,1
18-01-09 23:00,1
18-01-09 22:00,1
18-01-09 21:00,1
18-01-09 20:00,1
18-01-09 19:00,1
18-01-09 18:00,1
18-01-09 17:00,1
18-01-09 16:00,1
18-01-09 15:00,1
18-01-09 14:00,1
18-01-09 13:00,3
18-01-09 12:00,3
18-01-09 11:00,2
18-01-09 10:00,1
18-01-09 09:00,1
18-01-09 08:00,1
18-01-09 07:00,1
18-01-09 06:00,1
18-01-09 05:00,5
18-01-09 04:00,1
18-01-09 03:00,1
18-01-09 02:00,1
18-01-09 01:00,1
18-01-09 00:00,1
17-01-09 23:00,1
17-01-09 22:00,1
17-01-09 21:00,1
17-01-09 20:00,1
17-01-09 19:00,1
17-01-09 18:00,3
17-01-09 17:00,2
17-01-09 16:00,3
17-01-09 15:00,9
17-01-09 14:00,11
17-01-09 13:00,16
17-01-09 12:00,11
17-01-09 11:00,9
17-01-09 10:00,5
17-01-09 09:00,2
17-01-09 08:00,1
17-01-09 07:00,1
17-01-09 06:00,1
17-01-09 05:00,2
17-01-09 04:00,1
17-01-09 03:00,1
17-01-09 02:00,3
17-01-09 01:00,5
17-01-09 00:00,6
16-01-09 23:00,7
16-01-09 22:00,8
16-01-09 21:00,6
16-01-09 20:00,2
16-01-09 19:00,1
16-01-09 18:00,1
16-01-09 17:00,7
16-01-09 16:00,12
16-01-09 15:00,15
16-01-09 14:00,12
16-01-09 13:00,10
16-01-09 12:00,17
16-01-09 11:00,38
16-01-09 10:00,52
16-01-09 09:00,64
16-01-09 08:00,47
16-01-09 07:00,23
16-01-09 06:00,16
16-01-09 05:00,20
16-01-09 04:00,36
16-01-09 03:00,13
16-01-09 02:00,1
16-01-09 01:00,1
16-01-09 00:00,1
15-01-09 23:00,4
15-01-09 22:00,4
15-01-09 21:00,13
15-01-09 20:00,31
15-01-09 19:00,63
15-01-09 18:00,38
15-01-09 17:00,15
15-01-09 16:00,19
15-01-09 15:00,18
15-01-09 14:00,20
15-01-09 13:00,21
15-01-09 12:00,30
15-01-09 11:00,44
15-01-09 10:00,34
15-01-09 09:00,32
15-01-09 08:00,31
15-01-09 07:00,23
15-01-09 06:00,20
15-01-09 05:00,18
15-01-09 04:00,14
15-01-09 03:00,10
15-01-09 02:00,8
15-01-09 01:00,6
15-01-09 00:00,4
14-01-09 23:00,4
14-01-09 22:00,4
14-01-09 21:00,5
14-01-09 20:00,3
14-01-09 19:00,17
14-01-09 18:00,21
14-01-09 17:00,29
14-01-09 16:00,22
14-01-09 15:00,22
14-01-09 14:00,20
14-01-09 13:00,32
14-01-09 12:00,35
14-01-09 11:00,35
14-01-09 10:00,20
14-01-09 09:00,11
14-01-09 08:00,3
14-01-09 07:00,1
14-01-09 06:00,1
14-01-09 05:00,1
14-01-09 04:00,1
14-01-09 03:00,1
14-01-09 02:00,1
14-01-09 01:00,1
14-01-09 00:00,1
13-01-09 23:00,1
13-01-09 22:00,1
13-01-09 21:00,1
13-01-09 20:00,1
13-01-09 19:00,1
13-01-09 18:00,1
13-01-09 17:00,3
13-01-09 16:00,10
13-01-09 15:00,8
13-01-09 14:00,11
13-01-09 13:00,12
13-01-09 12:00,13
13-01-09 11:00,10
13-01-09 10:00,8
13-01-09 09:00,3
13-01-09 08:00,1
13-01-09 07:00,1
13-01-09 06:00,1
13-01-09 05:00,1
13-01-09 04:00,1
13-01-09 03:00,1
13-01-09 02:00,3
13-01-09 01:00,2
13-01-09 00:00,2
12-01-09 23:00,5
12-01-09 22:00,1
12-01-09 21:00,1
12-01-09 20:00,1
12-01-09 19:00,4
12-01-09 18:00,6
12-01-09 17:00,1
12-01-09 16:00,3
12-01-09 15:00,7
12-01-09 14:00,10
12-01-09 13:00,10
12-01-09 12:00,11
12-01-09 11:00,18
12-01-09 10:00,10
12-01-09 09:00,4
12-01-09 08:00,2
12-01-09 07:00,2
12-01-09 06:00,1
12-01-09 05:00,1
12-01-09 04:00,1
12-01-09 03:00,1
12-01-09 02:00,1
12-01-09 01:00,1
12-01-09 00:00,1
11-01-09 23:00,1
11-01-09 22:00,1
11-01-09 21:00,1
11-01-09 20:00,1
11-01-09 19:00,1
11-01-09 18:00,1
11-01-09 17:00,2
11-01-09 16:00,5
11-01-09 15:00,5
11-01-09 14:00,7
11-01-09 13:00,10
11-01-09 12:00,8
11-01-09 11:00,7
11-01-09 10:00,4
11-01-09 09:00,1
11-01-09 08:00,1
11-01-09 07:00,1
11-01-09 06:00,1
11-01-09 05:00,2
11-01-09 04:00,5
11-01-09 03:00,6
11-01-09 02:00,5
11-01-09 01:00,8
11-01-09 00:00,13
10-01-09 23:00,7
10-01-09 22:00,16
10-01-09 21:00,35
10-01-09 20:00,25
10-01-09 19:00,22
10-01-09 18:00,25
10-01-09 17:00,29
10-01-09 16:00,36
10-01-09 15:00,26
10-01-09 14:00,15
10-01-09 13:00,19
10-01-09 12:00,24
10-01-09 11:00,23
10-01-09 10:00,23
10-01-09 09:00,21
10-01-09 08:00,22
10-01-09 07:00,23
10-01-09 06:00,21
10-01-09 05:00,12
10-01-09 04:00,17
10-01-09 03:00,25
10-01-09 02:00,29
10-01-09 01:00,29
10-01-09 00:00,29
09-01-09 23:00,46
09-01-09 22:00,60
09-01-09 21:00,61
09-01-09 20:00,65
09-01-09 19:00,38
09-01-09 18:00,27
09-01-09 17:00,28
09-01-09 16:00,41
09-01-09 15:00,43
09-01-09 14:00,46
09-01-09 13:00,56
09-01-09 12:00,63
09-01-09 11:00,66
09-01-09 10:00,62
09-01-09 09:00,46
09-01-09 08:00,33
09-01-09 07:00,24
09-01-09 06:00,20
09-01-09 05:00,19
09-01-09 04:00,18
09-01-09 03:00,19
09-01-09 02:00,26
09-01-09 01:00,24
09-01-09 00:00,33
08-01-09 23:00,49
08-01-09 22:00,38
08-01-09 21:00,69
08-01-09 20:00,46
08-01-09 19:00,8
08-01-09 18:00,3
08-01-09 17:00,4
08-01-09 16:00,5
08-01-09 15:00,5
08-01-09 14:00,8
08-01-09 13:00,4
08-01-09 12:00,30
08-01-09 11:00,34
08-01-09 10:00,30
08-01-09 09:00,30
08-01-09 08:00,21
08-01-09 07:00,11
08-01-09 06:00,15
08-01-09 05:00,13
08-01-09 04:00,19
08-01-09 03:00,17
08-01-09 02:00,10
08-01-09 01:00,10
08-01-09 00:00,16
07-01-09 23:00,26
07-01-09 22:00,25
07-01-09 21:00,23
07-01-09 20:00,17
07-01-09 19:00,8
07-01-09 18:00,4
07-01-09 17:00,1
07-01-09 16:00,4
07-01-09 15:00,5
07-01-09 14:00,5
07-01-09 13:00,9
07-01-09 12:00,10
07-01-09 11:00,15
07-01-09 10:00,29
07-01-09 09:00,36
07-01-09 08:00,28
07-01-09 07:00,22
07-01-09 06:00,19
07-01-09 05:00,12
07-01-09 04:00,14
07-01-09 03:00,14
07-01-09 02:00,11
07-01-09 01:00,13
07-01-09 00:00,13
06-01-09 23:00,15
06-01-09 22:00,20
06-01-09 21:00,25
06-01-09 20:00,12
06-01-09 19:00,13
06-01-09 18:00,47
06-01-09 17:00,41
06-01-09 16:00,49
06-01-09 15:00,25
06-01-09 14:00,20
06-01-09 13:00,21
06-01-09 12:00,15
06-01-09 11:00,30
06-01-09 10:00,41
06-01-09 09:00,63
06-01-09 08:00,41
06-01-09 07:00,31
06-01-09 06:00,32
06-01-09 05:00,22
06-01-09 04:00,32
06-01-09 03:00,22
06-01-09 02:00,40
06-01-09 01:00,26
06-01-09 00:00,22
05-01-09 23:00,7
05-01-09 22:00,2
05-01-09 21:00,1
05-01-09 20:00,1
05-01-09 19:00,1
05-01-09 18:00,1
05-01-09 17:00,7
05-01-09 16:00,1
05-01-09 15:00,2
05-01-09 14:00,25
05-01-09 13:00,15
05-01-09 12:00,13
05-01-09 11:00,7
05-01-09 10:00,2
05-01-09 09:00,1
05-01-09 08:00,4
05-01-09 07:00,1
05-01-09 06:00,1
05-01-09 05:00,1
05-01-09 04:00,1
05-01-09 03:00,1
05-01-09 02:00,1
05-01-09 01:00,1
05-01-09 00:00,1
04-01-09 23:00,1
04-01-09 22:00,1
04-01-09 21:00,1
04-01-09 20:00,1
04-01-09 19:00,1
04-01-09 18:00,1
04-01-09 17:00,1
04-01-09 16:00,2
04-01-09 15:00,3
04-01-09 14:00,4
04-01-09 13:00,4
04-01-09 12:00,2
04-01-09 11:00,2
04-01-09 10:00,1
04-01-09 09:00,1
04-01-09 08:00,1
04-01-09 07:00,1
04-01-09 06:00,1
04-01-09 05:00,1
04-01-09 04:00,1
04-01-09 03:00,1
04-01-09 02:00,1
04-01-09 01:00,1
04-01-09 00:00,1
03-01-09 23:00,1
03-01-09 22:00,1
03-01-09 21:00,1
03-01-09 20:00,1
03-01-09 19:00,1
03-01-09 18:00,1
03-01-09 17:00,1
03-01-09 16:00,2
03-01-09 15:00,3
03-01-09 14:00,5
03-01-09 13:00,6
03-01-09 12:00,7
03-01-09 11:00,12
03-01-09 10:00,8
03-01-09 09:00,4
03-01-09 08:00,26
03-01-09 07:00,24
03-01-09 06:00,8
03-01-09 05:00,8
03-01-09 04:00,2
03-01-09 03:00,2
03-01-09 02:00,4
03-01-09 01:00,3
03-01-09 00:00,3
02-01-09 23:00,2
02-01-09 22:00,4
02-01-09 21:00,2
02-01-09 20:00,1
