Datum Zeit,Glauchau PM10
,µg/m³
31-01-09,25
30-01-09,26
29-01-09,44
28-01-09,63
27-01-09,99
26-01-09,59
25-01-09,41
24-01-09,24
23-01-09,18
22-01-09,30
21-01-09,54
20-01-09,22
19-01-09,10
18-01-09,20
17-01-09,43
16-01-09,54
15-01-09,
14-01-09,
13-01-09,
12-01-09,
11-01-09,
10-01-09,
09-01-09,
08-01-09,
07-01-09,
06-01-09,
05-01-09,
04-01-09,
03-01-09,
02-01-09,
01-01-09,

