Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,0.2,1,14,106,,22,12.5
2018-06-01,02:00,0.4,1,14,99,,24,14.7
2018-06-01,03:00,1.1,1,14,98,,24,17.1
2018-06-01,04:00,0.5,1,10,110,,24,8.9
2018-06-01,05:00,0.2,1,9,113,,23,7.1
2018-06-01,06:00,0.3,1,9,104,,23,6.2
2018-06-01,07:00,0.2,1,9,102,,22,8.5
2018-06-01,08:00,0.6,1,10,85,,25,7.8
2018-06-01,09:00,0.3,1,6,96,,23,6.0
2018-06-01,10:00,0.2,1,4,103,,16,3.2
2018-06-01,11:00,0.1,1,4,104,,12,3.2
2018-06-01,12:00,0.1,1,4,102,,13,3.2
2018-06-01,13:00,0.1,1,4,108,,17,3.2
2018-06-01,14:00,0.1,1,6,105,,14,3.1
2018-06-01,15:00,0.1,1,3,108,,8,2.2
2018-06-01,16:00,0.1,1,4,94,,8,2.3
2018-06-01,17:00,0.2,1,4,75,,9,2.3
2018-06-01,18:00,0.2,1,4,73,,9,2.2
2018-06-01,19:00,0.1,1,4,76,,8,2.3
2018-06-01,20:00,0.1,1,5,73,,9,2.2
2018-06-01,21:00,0.2,1,4,86,,8,2.3
2018-06-01,22:00,0.1,1,4,92,,6,2.0
2018-06-01,23:00,0.1,1,3,91,,6,1.8
2018-06-02,00:00,0.1,1,4,88,,6,1.8
2018-06-02,01:00,0.1,1,4,89,,8,1.8
2018-06-02,02:00,0.1,1,4,88,,8,1.7
2018-06-02,03:00,0.1,1,3,90,,7,1.7
2018-06-02,04:00,0.1,1,3,89,,9,1.6
2018-06-02,05:00,0.1,1,3,86,,7,1.5
2018-06-02,06:00,0.1,1,3,77,,6,1.4
2018-06-02,07:00,,1,4,76,,8,1.5
2018-06-02,08:00,,1,4,79,,6,1.5
2018-06-02,09:00,,1,3,83,,5,1.8
2018-06-02,10:00,,1,3,88,,7,1.8
2018-06-02,11:00,,1,3,91,,8,1.8
2018-06-02,12:00,0.2,1,3,91,,7,1.7
2018-06-02,13:00,0.2,1,3,86,,6,1.8
2018-06-02,14:00,0.2,1,4,84,,7,1.8
2018-06-02,15:00,0.2,1,4,86,,8,1.9
2018-06-02,16:00,0.2,1,4,79,,9,1.9
2018-06-02,17:00,0.2,1,3,81,,7,1.8
2018-06-02,18:00,0.2,1,3,93,,5,1.8
2018-06-02,19:00,0.2,1,4,93,,6,1.9
2018-06-02,20:00,0.2,1,4,92,,6,2.0
2018-06-02,21:00,0.2,1,5,85,,7,2.2
2018-06-02,22:00,0.2,1,5,79,,8,2.2
2018-06-02,23:00,0.2,1,5,77,,9,2.1
2018-06-03,00:00,0.2,1,5,76,,11,2.3
2018-06-03,01:00,0.2,1,5,73,,12,2.2
2018-06-03,02:00,0.2,1,5,67,,12,2.1
2018-06-03,03:00,0.2,1,6,63,,10,1.8
2018-06-03,04:00,0.2,1,6,61,,8,1.7
2018-06-03,05:00,0.3,1,5,65,,9,1.6
2018-06-03,06:00,0.3,1,4,72,,10,1.7
2018-06-03,07:00,0.2,1,5,77,,15,1.7
2018-06-03,08:00,0.2,1,4,76,,17,1.9
2018-06-03,09:00,0.2,1,5,76,,19,2.2
2018-06-03,10:00,0.2,1,4,80,,21,3.1
2018-06-03,11:00,0.2,1,5,86,,19,4.9
2018-06-03,12:00,0.1,1,4,91,,17,3.3
2018-06-03,13:00,0.1,1,4,92,,17,4.2
2018-06-03,14:00,0.1,1,4,96,,18,3.7
2018-06-03,15:00,0.1,1,4,101,,18,3.1
2018-06-03,16:00,0.1,1,3,100,,16,2.0
2018-06-03,17:00,0.1,1,3,102,,12,1.8
2018-06-03,18:00,0.1,1,4,104,,10,1.8
2018-06-03,19:00,0.1,1,4,105,,11,1.6
2018-06-03,20:00,0.1,1,4,92,,10,1.8
2018-06-03,21:00,0.1,1,5,92,,12,1.8
2018-06-03,22:00,0.1,1,5,98,,12,1.8
