Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,,,,15,,,
2018-06-01,02:00,,,,13,,,
2018-06-01,03:00,,,,12,,,
2018-06-01,04:00,,,,11,,,
2018-06-01,05:00,,,,6,,,
2018-06-01,06:00,,,,10,,,
2018-06-01,07:00,,,,29,,,
2018-06-01,08:00,,,,60,,,
2018-06-01,09:00,,,,56,,,
2018-06-01,10:00,,,,74,,,
2018-06-01,11:00,,,,83,,,
2018-06-01,12:00,,,,87,,,
2018-06-01,13:00,,,,96,,,
2018-06-01,14:00,,,,102,,,
2018-06-01,15:00,,,,98,,,
2018-06-01,16:00,,,,100,,,
2018-06-01,17:00,,,,99,,,
2018-06-01,18:00,,,,80,,,
2018-06-01,19:00,,,,47,,,
2018-06-01,20:00,,,,34,,,
2018-06-01,21:00,,,,13,,,
2018-06-01,22:00,,,,17,,,
2018-06-01,23:00,,,,8,,,
2018-06-02,00:00,,,,14,,,
2018-06-02,01:00,,,,24,,,
2018-06-02,02:00,,,,32,,,
2018-06-02,03:00,,,,36,,,
2018-06-02,04:00,,,,42,,,
2018-06-02,05:00,,,,45,,,
2018-06-02,06:00,,,,41,,,
2018-06-02,07:00,,,,45,,,
2018-06-02,08:00,,,,44,,,
2018-06-02,09:00,,,,42,,,
2018-06-02,10:00,,,,39,,,
2018-06-02,11:00,,,,38,,,
2018-06-02,12:00,,,,43,,,
2018-06-02,13:00,,,,50,,,
2018-06-02,14:00,,,,68,,,
2018-06-02,15:00,,,,79,,,
2018-06-02,16:00,,,,80,,,
2018-06-02,17:00,,,,85,,,
2018-06-02,18:00,,,,82,,,
2018-06-02,19:00,,,,85,,,
2018-06-02,20:00,,,,83,,,
2018-06-02,21:00,,,,75,,,
2018-06-02,22:00,,,,63,,,
2018-06-02,23:00,,,,45,,,
2018-06-03,00:00,,,,37,,,
2018-06-03,01:00,,,,29,,,
2018-06-03,02:00,,,,27,,,
2018-06-03,03:00,,,,22,,,
2018-06-03,04:00,,,,48,,,
2018-06-03,05:00,,,,42,,,
2018-06-03,06:00,,,,35,,,
2018-06-03,07:00,,,,43,,,
2018-06-03,08:00,,,,58,,,
2018-06-03,09:00,,,,72,,,
2018-06-03,10:00,,,,78,,,
2018-06-03,11:00,,,,83,,,
2018-06-03,12:00,,,,90,,,
2018-06-03,13:00,,,,94,,,
2018-06-03,14:00,,,,99,,,
2018-06-03,15:00,,,,104,,,
2018-06-03,16:00,,,,107,,,
2018-06-03,17:00,,,,111,,,
2018-06-03,18:00,,,,110,,,
2018-06-03,19:00,,,,106,,,
2018-06-03,20:00,,,,96,,,
2018-06-03,21:00,,,,71,,,
2018-06-03,22:00,,,,56,,,
2018-06-03,23:00,,,,43,,,
2018-06-04,00:00,,,,26,,,
2018-06-04,01:00,,,,20,,,
2018-06-04,02:00,,,,10,,,
2018-06-04,03:00,,,,2,,,
2018-06-04,04:00,,,,1,,,
2018-06-04,05:00,,,,2,,,
2018-06-04,06:00,,,,2,,,
2018-06-04,07:00,,,,7,,,
2018-06-04,08:00,,,,61,,,
2018-06-04,09:00,,,,76,,,
2018-06-04,10:00,,,,92,,,
2018-06-04,11:00,,,,92,,,
2018-06-04,12:00,,,,101,,,
2018-06-04,13:00,,,,105,,,
2018-06-04,14:00,,,,113,,,
2018-06-04,15:00,,,,117,,,
2018-06-04,16:00,,,,122,,,
2018-06-04,17:00,,,,126,,,
2018-06-04,18:00,,,,128,,,
2018-06-04,19:00,,,,125,,,
2018-06-04,20:00,,,,123,,,
2018-06-04,21:00,,,,111,,,
2018-06-04,22:00,,,,95,,,
2018-06-04,23:00,,,,79,,,
2018-06-05,00:00,,,,71,,,
2018-06-05,01:00,,,,72,,,
2018-06-05,02:00,,,,73,,,
2018-06-05,03:00,,,,70,,,
2018-06-05,04:00,,,,71,,,
2018-06-05,05:00,,,,73,,,
2018-06-05,06:00,,,,70,,,
2018-06-05,07:00,,,,69,,,
2018-06-05,08:00,,,,72,,,
2018-06-05,09:00,,,,70,,,
2018-06-05,10:00,,,,67,,,
2018-06-05,11:00,,,,63,,,
2018-06-05,12:00,,,,65,,,
2018-06-05,13:00,,,,69,,,
2018-06-05,14:00,,,,78,,,
2018-06-05,15:00,,,,88,,,
2018-06-05,16:00,,,,100,,,
2018-06-05,17:00,,,,102,,,
2018-06-05,18:00,,,,103,,,
2018-06-05,19:00,,,,98,,,
2018-06-05,20:00,,,,80,,,
2018-06-05,21:00,,,,72,,,
2018-06-05,22:00,,,,67,,,
2018-06-05,23:00,,,,36,,,
2018-06-06,00:00,,,,14,,,
2018-06-06,01:00,,,,28,,,
2018-06-06,02:00,,,,51,,,
2018-06-06,03:00,,,,44,,,
2018-06-06,04:00,,,,49,,,
2018-06-06,05:00,,,,47,,,
2018-06-06,06:00,,,,47,,,
2018-06-06,07:00,,,,52,,,
2018-06-06,08:00,,,,56,,,
2018-06-06,09:00,,,,59,,,
2018-06-06,10:00,,,,64,,,
2018-06-06,11:00,,,,75,,,
2018-06-06,12:00,,,,83,,,
2018-06-06,13:00,,,,94,,,
2018-06-06,14:00,,,,102,,,
2018-06-06,15:00,,,,106,,,
2018-06-06,16:00,,,,109,,,
2018-06-06,17:00,,,,108,,,
2018-06-06,18:00,,,,109,,,
2018-06-06,19:00,,,,109,,,
2018-06-06,20:00,,,,103,,,
2018-06-06,21:00,,,,96,,,
2018-06-06,22:00,,,,87,,,
2018-06-06,23:00,,,,88,,,
2018-06-07,00:00,,,,85,,,
2018-06-07,01:00,,,,81,,,
2018-06-07,02:00,,,,78,,,
2018-06-07,03:00,,,,75,,,
2018-06-07,04:00,,,,70,,,
2018-06-07,05:00,,,,59,,,
2018-06-07,06:00,,,,50,,,
2018-06-07,07:00,,,,46,,,
2018-06-07,08:00,,,,52,,,
2018-06-07,09:00,,,,61,,,
2018-06-07,10:00,,,,81,,,
2018-06-07,11:00,,,,103,,,
2018-06-07,12:00,,,,120,,,
2018-06-07,13:00,,,,128,,,
2018-06-07,14:00,,,,133,,,
2018-06-07,15:00,,,,140,,,
2018-06-07,16:00,,,,140,,,
2018-06-07,17:00,,,,142,,,
2018-06-07,18:00,,,,139,,,
2018-06-07,19:00,,,,134,,,
2018-06-07,20:00,,,,124,,,
2018-06-07,21:00,,,,104,,,
2018-06-07,22:00,,,,94,,,
2018-06-07,23:00,,,,86,,,
2018-06-08,00:00,,,,98,,,
2018-06-08,01:00,,,,79,,,
2018-06-08,02:00,,,,67,,,
2018-06-08,03:00,,,,55,,,
2018-06-08,04:00,,,,39,,,
2018-06-08,05:00,,,,25,,,
2018-06-08,06:00,,,,22,,,
2018-06-08,07:00,,,,34,,,
2018-06-08,08:00,,,,45,,,
2018-06-08,09:00,,,,98,,,
2018-06-08,10:00,,,,114,,,
2018-06-08,11:00,,,,136,,,
2018-06-08,12:00,,,,148,,,
2018-06-08,13:00,,,,150,,,
2018-06-08,14:00,,,,148,,,
2018-06-08,15:00,,,,147,,,
2018-06-08,16:00,,,,141,,,
2018-06-08,17:00,,,,139,,,
2018-06-08,18:00,,,,135,,,
2018-06-08,19:00,,,,129,,,
2018-06-08,20:00,,,,110,,,
2018-06-08,21:00,,,,95,,,
2018-06-08,22:00,,,,93,,,
2018-06-08,23:00,,,,117,,,
2018-06-09,00:00,,,,92,,,
2018-06-09,01:00,,,,79,,,
2018-06-09,02:00,,,,74,,,
2018-06-09,03:00,,,,78,,,
2018-06-09,04:00,,,,65,,,
2018-06-09,05:00,,,,55,,,
2018-06-09,06:00,,,,52,,,
2018-06-09,07:00,,,,54,,,
2018-06-09,08:00,,,,77,,,
2018-06-09,09:00,,,,85,,,
2018-06-09,10:00,,,,103,,,
2018-06-09,11:00,,,,125,,,
2018-06-09,12:00,,,,140,,,
2018-06-09,13:00,,,,151,,,
2018-06-09,14:00,,,,155,,,
2018-06-09,15:00,,,,155,,,
2018-06-09,16:00,,,,153,,,
2018-06-09,17:00,,,,142,,,
2018-06-09,18:00,,,,135,,,
2018-06-09,19:00,,,,107,,,
2018-06-09,20:00,,,,129,,,
2018-06-09,21:00,,,,105,,,
2018-06-09,22:00,,,,87,,,
2018-06-09,23:00,,,,74,,,
2018-06-10,00:00,,,,62,,,
2018-06-10,01:00,,,,52,,,
2018-06-10,02:00,,,,38,,,
2018-06-10,03:00,,,,29,,,
2018-06-10,04:00,,,,22,,,
2018-06-10,05:00,,,,14,,,
2018-06-10,06:00,,,,13,,,
2018-06-10,07:00,,,,16,,,
2018-06-10,08:00,,,,30,,,
2018-06-10,09:00,,,,43,,,
2018-06-10,10:00,,,,41,,,
2018-06-10,11:00,,,,40,,,
2018-06-10,12:00,,,,43,,,
2018-06-10,13:00,,,,75,,,
2018-06-10,14:00,,,,101,,,
2018-06-10,15:00,,,,110,,,
2018-06-10,16:00,,,,117,,,
2018-06-10,17:00,,,,123,,,
2018-06-10,18:00,,,,123,,,
2018-06-10,19:00,,,,132,,,
2018-06-10,20:00,,,,129,,,
2018-06-10,21:00,,,,124,,,
2018-06-10,22:00,,,,102,,,
2018-06-10,23:00,,,,91,,,
2018-06-11,00:00,,,,78,,,
2018-06-11,01:00,,,,77,,,
2018-06-11,02:00,,,,69,,,
2018-06-11,03:00,,,,64,,,
2018-06-11,04:00,,,,57,,,
2018-06-11,05:00,,,,47,,,
2018-06-11,06:00,,,,44,,,
2018-06-11,07:00,,,,52,,,
2018-06-11,08:00,,,,52,,,
2018-06-11,09:00,,,,62,,,
2018-06-11,10:00,,,,73,,,
2018-06-11,11:00,,,,86,,,
2018-06-11,12:00,,,,93,,,
2018-06-11,13:00,,,,99,,,
2018-06-11,14:00,,,,106,,,
2018-06-11,15:00,,,,109,,,
2018-06-11,16:00,,,,107,,,
2018-06-11,17:00,,,,104,,,
2018-06-11,18:00,,,,99,,,
2018-06-11,19:00,,,,90,,,
2018-06-11,20:00,,,,75,,,
2018-06-11,21:00,,,,68,,,
2018-06-11,22:00,,,,84,,,
2018-06-11,23:00,,,,72,,,
2018-06-12,00:00,,,,66,,,
2018-06-12,01:00,,,,68,,,
2018-06-12,02:00,,,,78,,,
2018-06-12,03:00,,,,75,,,
2018-06-12,04:00,,,,73,,,
2018-06-12,05:00,,,,59,,,
2018-06-12,06:00,,,,53,,,
2018-06-12,07:00,,,,53,,,
2018-06-12,08:00,,,,57,,,
2018-06-12,09:00,,,,57,,,
2018-06-12,10:00,,,,64,,,
2018-06-12,11:00,,,,68,,,
2018-06-12,12:00,,,,71,,,
2018-06-12,13:00,,,,78,,,
2018-06-12,14:00,,,,82,,,
2018-06-12,15:00,,,,86,,,
2018-06-12,16:00,,,,83,,,
2018-06-12,17:00,,,,80,,,
2018-06-12,18:00,,,,81,,,
2018-06-12,19:00,,,,81,,,
2018-06-12,20:00,,,,80,,,
2018-06-12,21:00,,,,74,,,
2018-06-12,22:00,,,,73,,,
2018-06-12,23:00,,,,65,,,
2018-06-13,00:00,,,,66,,,
2018-06-13,01:00,,,,63,,,
2018-06-13,02:00,,,,63,,,
2018-06-13,03:00,,,,64,,,
2018-06-13,04:00,,,,55,,,
2018-06-13,05:00,,,,53,,,
2018-06-13,06:00,,,,51,,,
2018-06-13,07:00,,,,47,,,
2018-06-13,08:00,,,,52,,,
2018-06-13,09:00,,,,58,,,
2018-06-13,10:00,,,,62,,,
2018-06-13,11:00,,,,61,,,
2018-06-13,12:00,,,,60,,,
2018-06-13,13:00,,,,57,,,
2018-06-13,14:00,,,,57,,,
2018-06-13,15:00,,,,57,,,
2018-06-13,16:00,,,,58,,,
2018-06-13,17:00,,,,58,,,
2018-06-13,18:00,,,,57,,,
2018-06-13,19:00,,,,59,,,
2018-06-13,20:00,,,,60,,,
2018-06-13,21:00,,,,56,,,
2018-06-13,22:00,,,,49,,,
2018-06-13,23:00,,,,51,,,
2018-06-14,00:00,,,,47,,,
2018-06-14,01:00,,,,50,,,
2018-06-14,02:00,,,,51,,,
2018-06-14,03:00,,,,46,,,
2018-06-14,04:00,,,,45,,,
2018-06-14,05:00,,,,43,,,
2018-06-14,06:00,,,,46,,,
2018-06-14,07:00,,,,51,,,
2018-06-14,08:00,,,,68,,,
2018-06-14,09:00,,,,76,,,
2018-06-14,10:00,,,,80,,,
2018-06-14,11:00,,,,79,,,
2018-06-14,12:00,,,,84,,,
2018-06-14,13:00,,,,86,,,
2018-06-14,14:00,,,,89,,,
2018-06-14,15:00,,,,91,,,
2018-06-14,16:00,,,,94,,,
2018-06-14,17:00,,,,100,,,
2018-06-14,18:00,,,,99,,,
2018-06-14,19:00,,,,99,,,
2018-06-14,20:00,,,,89,,,
2018-06-14,21:00,,,,77,,,
2018-06-14,22:00,,,,65,,,
2018-06-14,23:00,,,,55,,,
2018-06-15,00:00,,,,43,,,
2018-06-15,01:00,,,,45,,,
2018-06-15,02:00,,,,70,,,
2018-06-15,03:00,,,,68,,,
2018-06-15,04:00,,,,60,,,
2018-06-15,05:00,,,,47,,,
2018-06-15,06:00,,,,35,,,
2018-06-15,07:00,,,,47,,,
2018-06-15,08:00,,,,61,,,
2018-06-15,09:00,,,,68,,,
2018-06-15,10:00,,,,75,,,
2018-06-15,11:00,,,,75,,,
2018-06-15,12:00,,,,81,,,
2018-06-15,13:00,,,,99,,,
2018-06-15,14:00,,,,93,,,
2018-06-15,15:00,,,,88,,,
2018-06-15,16:00,,,,86,,,
2018-06-15,17:00,,,,93,,,
2018-06-15,18:00,,,,88,,,
2018-06-15,19:00,,,,86,,,
2018-06-15,20:00,,,,76,,,
2018-06-15,21:00,,,,68,,,
2018-06-15,22:00,,,,59,,,
2018-06-15,23:00,,,,51,,,
2018-06-16,00:00,,,,39,,,
2018-06-16,01:00,,,,41,,,
2018-06-16,02:00,,,,36,,,
2018-06-16,03:00,,,,30,,,
2018-06-16,04:00,,,,26,,,
2018-06-16,05:00,,,,18,,,
2018-06-16,06:00,,,,10,,,
2018-06-16,07:00,,,,19,,,
2018-06-16,08:00,,,,45,,,
2018-06-16,09:00,,,,62,,,
2018-06-16,10:00,,,,72,,,
2018-06-16,11:00,,,,85,,,
2018-06-16,12:00,,,,112,,,
2018-06-16,13:00,,,,122,,,
2018-06-16,14:00,,,,116,,,
2018-06-16,15:00,,,,118,,,
2018-06-16,16:00,,,,119,,,
