Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,01:00,,6,30,54,,24,
2018-06-01,02:00,,2,15,73,,24,
2018-06-01,03:00,,4,20,67,,22,
2018-06-01,04:00,,6,25,51,,20,
2018-06-01,05:00,,29,47,44,,23,
2018-06-01,06:00,,62,65,34,,25,
2018-06-01,07:00,,73,68,31,,31,
2018-06-01,08:00,,78,74,31,,35,
2018-06-01,09:00,,66,58,57,,37,
2018-06-01,10:00,,34,40,71,,30,
2018-06-01,11:00,,33,38,81,,25,
2018-06-01,12:00,,58,64,85,,24,
2018-06-01,13:00,,62,82,88,,30,
2018-06-01,14:00,,49,78,92,,32,
2018-06-01,15:00,,69,72,72,,27,
2018-06-01,16:00,,62,71,51,,20,
2018-06-01,17:00,,90,88,24,,22,
2018-06-01,18:00,,82,72,23,,20,
2018-06-01,19:00,,42,52,24,,16,
2018-06-01,20:00,,78,67,7,,19,
2018-06-01,21:00,,21,41,10,,18,
2018-06-01,22:00,,49,47,9,,15,
2018-06-01,23:00,,31,38,6,,18,
2018-06-02,00:00,,10,24,15,,17,
2018-06-02,01:00,,11,23,13,,16,
2018-06-02,02:00,,4,14,38,,11,
2018-06-02,03:00,,4,11,51,,6,
2018-06-02,04:00,,7,14,49,,11,
2018-06-02,05:00,,11,24,43,,8,
2018-06-02,06:00,,20,29,40,,7,
2018-06-02,07:00,,26,33,41,,6,
2018-06-02,08:00,,22,24,57,,10,
2018-06-02,09:00,,21,24,63,,11,
2018-06-02,10:00,,22,24,68,,10,
2018-06-02,11:00,,28,34,69,,9,
2018-06-02,12:00,,33,34,61,,10,
2018-06-02,13:00,,38,35,58,,12,
2018-06-02,14:00,,26,25,65,,11,
2018-06-02,15:00,,16,21,71,,10,
2018-06-02,16:00,,26,28,68,,11,
2018-06-02,17:00,,18,23,77,,11,
2018-06-02,18:00,,17,21,75,,13,
2018-06-02,19:00,,11,19,77,,13,
2018-06-02,20:00,,14,22,72,,16,
2018-06-02,21:00,,19,33,55,,12,
2018-06-02,22:00,,31,40,46,,11,
2018-06-02,23:00,,40,47,44,,11,
2018-06-03,00:00,,12,23,59,,14,
2018-06-03,01:00,,17,27,55,,13,
2018-06-03,02:00,,6,14,56,,16,
2018-06-03,03:00,,8,12,55,,17,
2018-06-03,04:00,,17,21,50,,17,
2018-06-03,05:00,,11,11,51,,15,
2018-06-03,06:00,,11,13,47,,16,
2018-06-03,07:00,,9,12,58,,20,
2018-06-03,08:00,,8,12,61,,16,
2018-06-03,09:00,,13,17,59,,18,
2018-06-03,10:00,,22,19,62,,19,
2018-06-03,11:00,,29,29,61,,18,
2018-06-03,12:00,,38,41,63,,22,
2018-06-03,13:00,,31,31,76,,16,
2018-06-03,14:00,,28,31,85,,12,
2018-06-03,15:00,,17,25,86,,14,
2018-06-03,16:00,,25,33,84,,12,
2018-06-03,17:00,,28,40,82,,14,
2018-06-03,18:00,,24,29,87,,13,
2018-06-03,19:00,,18,32,83,,13,
2018-06-03,20:00,,16,31,78,,14,
2018-06-03,21:00,,35,59,48,,14,
2018-06-03,22:00,,16,54,31,,14,
2018-06-03,23:00,,9,26,42,,14,
2018-06-04,00:00,,8,28,35,,9,
2018-06-04,01:00,,11,32,25,,12,
2018-06-04,02:00,,15,29,18,,15,
2018-06-04,03:00,,10,26,16,,13,
2018-06-04,04:00,,10,24,19,,12,
2018-06-04,05:00,,62,42,6,,14,
2018-06-04,06:00,,110,55,6,,22,
2018-06-04,07:00,,91,55,13,,25,
2018-06-04,08:00,,89,64,29,,26,
2018-06-04,09:00,,67,63,54,,29,
2018-06-04,10:00,,58,53,71,,25,
2018-06-04,11:00,,36,42,85,,21,
2018-06-04,12:00,,40,39,88,,18,
2018-06-04,13:00,,41,40,90,,16,
2018-06-04,14:00,,49,51,91,,16,
2018-06-04,15:00,,46,55,92,,15,
2018-06-04,16:00,,68,79,81,,16,
2018-06-04,17:00,,56,73,80,,18,
2018-06-04,18:00,,40,56,90,,18,
2018-06-04,19:00,,25,31,99,,17,
2018-06-04,20:00,,11,31,92,,15,
2018-06-04,21:00,,14,41,69,,16,
2018-06-04,22:00,,15,44,56,,16,
2018-06-04,23:00,,11,38,48,,17,
2018-06-05,00:00,,10,31,49,,17,
2018-06-05,01:00,,5,25,46,,17,
2018-06-05,02:00,,7,25,42,,19,
2018-06-05,03:00,,8,25,46,,18,
2018-06-05,04:00,,5,20,51,,14,
2018-06-05,05:00,,33,40,39,,16,
2018-06-05,06:00,,38,40,41,,21,
2018-06-05,07:00,,46,46,39,,24,
2018-06-05,08:00,,34,38,47,,29,
2018-06-05,09:00,,36,34,53,,27,
2018-06-05,10:00,,34,37,63,,22,
2018-06-05,11:00,,26,29,65,,20,
2018-06-05,12:00,,36,35,58,,26,
2018-06-05,13:00,,39,40,61,,34,
2018-06-05,14:00,,73,62,51,,36,
2018-06-05,15:00,,61,56,60,,36,
2018-06-05,16:00,,73,64,58,,28,
2018-06-05,17:00,,64,55,59,,25,
2018-06-05,18:00,,61,58,59,,25,
2018-06-05,19:00,,34,43,68,,25,
2018-06-05,20:00,,40,54,52,,22,
2018-06-05,21:00,,33,78,14,,23,
2018-06-05,22:00,,17,43,34,,24,
2018-06-05,23:00,,14,39,26,,23,
2018-06-06,00:00,,13,40,18,,21,
2018-06-06,01:00,,11,32,17,,25,
2018-06-06,02:00,,10,28,16,,18,
2018-06-06,03:00,,6,28,17,,18,
2018-06-06,04:00,,24,36,3,,18,
2018-06-06,05:00,,55,39,10,,20,
2018-06-06,06:00,,50,37,24,,21,
2018-06-06,07:00,,63,35,31,,23,
2018-06-06,08:00,,72,40,34,,23,
2018-06-06,09:00,,51,27,39,,23,
2018-06-06,10:00,,55,36,44,,19,
2018-06-06,11:00,,48,34,58,,19,
2018-06-06,12:00,,44,35,70,,22,
2018-06-06,13:00,,40,32,77,,21,
2018-06-06,14:00,,46,34,82,,24,
2018-06-06,15:00,,56,52,82,,23,
2018-06-06,16:00,,42,39,91,,21,
2018-06-06,17:00,,22,27,100,,21,
2018-06-06,18:00,,13,17,107,,19,
2018-06-06,19:00,,9,17,105,,16,
2018-06-06,20:00,,11,20,99,,19,
2018-06-06,21:00,,8,16,98,,20,
2018-06-06,22:00,,6,16,92,,18,
2018-06-06,23:00,,12,26,74,,16,
2018-06-07,00:00,,9,18,75,,16,
2018-06-07,01:00,,2,14,73,,13,
2018-06-07,02:00,,6,15,66,,12,
2018-06-07,03:00,,1,10,72,,14,
2018-06-07,04:00,,3,12,69,,12,
2018-06-07,05:00,,12,22,62,,12,
2018-06-07,06:00,,20,29,56,,11,
2018-06-07,07:00,,35,43,54,,15,
2018-06-07,08:00,,37,41,62,,17,
2018-06-07,09:00,,19,31,77,,18,
2018-06-07,10:00,,22,34,91,,18,
2018-06-07,11:00,,,,,,20,
2018-06-07,16:00,,51,65,103,,21,
2018-06-07,17:00,,43,61,104,,19,
2018-06-07,18:00,,23,38,118,,21,
2018-06-07,19:00,,11,29,121,,20,
2018-06-07,20:00,,7,26,116,,20,
2018-06-07,21:00,,7,29,104,,19,
2018-06-07,22:00,,14,46,79,,22,
2018-06-07,23:00,,15,53,52,,21,
2018-06-08,00:00,,11,47,51,,19,
2018-06-08,01:00,,9,28,66,,19,
2018-06-08,02:00,,5,22,59,,18,
2018-06-08,03:00,,6,21,56,,17,
2018-06-08,04:00,,8,27,60,,16,
2018-06-08,05:00,,22,40,59,,18,
2018-06-08,06:00,,42,60,49,,19,
2018-06-08,07:00,,51,55,58,,22,
2018-06-08,08:00,,39,54,56,,23,
2018-06-08,09:00,,40,60,65,,22,
2018-06-08,10:00,,34,50,82,,24,
2018-06-08,11:00,,39,67,91,,23,
2018-06-08,12:00,,22,40,114,,16,
2018-06-08,13:00,,39,60,108,,17,
2018-06-08,14:00,,51,78,101,,23,
2018-06-08,15:00,,71,85,96,,27,
2018-06-08,16:00,,32,54,114,,20,
2018-06-08,17:00,,39,55,114,,18,
2018-06-08,18:00,,20,38,123,,18,
2018-06-08,19:00,,29,56,108,,18,
2018-06-08,20:00,,13,40,111,,22,
2018-06-08,21:00,,11,29,118,,19,
2018-06-08,22:00,,12,26,93,,14,
2018-06-08,23:00,,10,28,75,,14,
2018-06-09,00:00,,5,18,66,,13,
2018-06-09,01:00,,10,28,53,,14,
2018-06-09,02:00,,6,20,51,,5,
2018-06-09,03:00,,7,23,36,,0,
2018-06-09,04:00,,13,34,16,,11,
2018-06-09,05:00,,11,29,17,,13,
2018-06-09,06:00,,24,27,23,,8,
2018-06-09,07:00,,18,25,28,,6,
2018-06-09,08:00,,31,30,37,,13,
2018-06-09,09:00,,22,28,53,,16,
2018-06-09,10:00,,24,32,77,,16,
2018-06-09,11:00,,18,29,94,,17,
2018-06-09,12:00,,23,36,95,,16,
2018-06-09,13:00,,23,35,93,,17,
2018-06-09,14:00,,27,42,94,,18,
2018-06-09,15:00,,32,47,94,,14,
2018-06-09,16:00,,27,45,94,,17,
2018-06-09,17:00,,41,46,67,,22,
2018-06-09,18:00,,12,21,72,,14,
2018-06-09,19:00,,12,24,53,,9,
2018-06-09,20:00,,30,41,24,,13,
2018-06-09,21:00,,35,52,15,,16,
2018-06-09,22:00,,30,51,11,,15,
2018-06-09,23:00,,25,40,22,,17,
2018-06-10,00:00,,18,30,26,,17,
2018-06-10,01:00,,13,27,18,,16,
2018-06-10,02:00,,8,22,16,,15,
2018-06-10,03:00,,10,23,12,,15,
2018-06-10,04:00,,5,15,16,,11,
2018-06-10,05:00,,13,20,11,,12,
2018-06-10,06:00,,10,13,18,,16,
2018-06-10,07:00,,17,14,18,,12,
2018-06-10,08:00,,18,18,27,,15,
2018-06-10,09:00,,25,23,26,,18,
2018-06-10,10:00,,46,36,20,,20,
2018-06-10,11:00,,30,36,32,,18,
2018-06-10,12:00,,20,27,44,,20,
2018-06-10,13:00,,18,26,61,,20,
2018-06-10,14:00,,18,26,74,,19,
2018-06-10,15:00,,21,32,80,,22,
2018-06-10,16:00,,14,25,82,,20,
2018-06-10,17:00,,13,29,71,,18,
2018-06-10,18:00,,11,19,79,,17,
2018-06-10,19:00,,13,24,77,,8,
2018-06-10,20:00,,22,42,71,,14,
2018-06-10,21:00,,12,32,57,,19,
2018-06-10,22:00,,28,36,46,,16,
2018-06-10,23:00,,10,24,45,,14,
2018-06-11,00:00,,9,20,49,,14,
2018-06-11,01:00,,4,16,44,,14,
2018-06-11,02:00,,8,17,45,,16,
2018-06-11,03:00,,10,16,45,,20,
2018-06-11,04:00,,10,20,41,,17,
2018-06-11,05:00,,53,46,27,,15,
2018-06-11,06:00,,71,55,23,,21,
2018-06-11,07:00,,47,50,36,,29,
2018-06-11,08:00,,67,69,31,,30,
2018-06-11,09:00,,48,62,48,,30,
2018-06-11,10:00,,45,63,51,,29,
2018-06-11,11:00,,61,78,47,,35,
2018-06-11,12:00,,31,49,72,,31,
2018-06-11,13:00,,35,51,77,,31,
2018-06-11,14:00,,66,72,68,,30,
2018-06-11,15:00,,78,75,71,,34,
2018-06-11,16:00,,62,79,74,,30,
2018-06-11,17:00,,73,76,73,,31,
2018-06-11,18:00,,50,66,78,,28,
2018-06-11,19:00,,28,50,81,,22,
2018-06-11,20:00,,30,56,73,,20,
2018-06-11,21:00,,16,41,78,,22,
2018-06-11,22:00,,22,52,48,,16,
2018-06-11,23:00,,20,35,48,,16,
2018-06-12,00:00,,6,24,52,,17,
2018-06-12,01:00,,6,24,52,,16,
2018-06-12,02:00,,5,17,61,,14,
2018-06-12,03:00,,10,17,57,,6,
2018-06-12,04:00,,15,22,46,,5,
2018-06-12,05:00,,43,42,26,,7,
2018-06-12,06:00,,70,52,21,,14,
2018-06-12,07:00,,48,45,27,,21,
2018-06-12,08:00,,34,34,37,,20,
2018-06-12,09:00,,68,41,34,,19,
2018-06-12,10:00,,71,41,37,,22,
2018-06-12,11:00,,33,32,46,,23,
2018-06-12,12:00,,29,31,55,,23,
2018-06-12,13:00,,44,39,57,,20,
2018-06-12,14:00,,56,43,59,,22,
2018-06-12,15:00,,57,48,59,,21,
2018-06-12,16:00,,64,52,58,,16,
2018-06-12,17:00,,63,57,62,,20,
2018-06-12,18:00,,44,45,71,,15,
