Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,,,,,,23.61,,
2018-06-01,01:00,,1,13,36,,23,2.3
2018-06-01,02:00,,1,11,33,,21,1.9
2018-06-01,03:00,,1,12,26,,19,1.4
2018-06-01,04:00,,1,15,21,,19,1.2
2018-06-01,05:00,,2,17,18,,19,1.0
2018-06-01,06:00,,7,25,17,,20,1.1
2018-06-01,07:00,,9,42,39,,30,1.1
2018-06-01,08:00,,2,19,84,,35,2.0
2018-06-01,09:00,,1,7,121,,27,5.1
2018-06-01,10:00,,1,5,126,,24,6.1
2018-06-01,11:00,,1,5,126,,26,5.2
2018-06-01,12:00,,1,5,123,,26,4.0
2018-06-01,13:00,,1,5,120,,29,3.5
2018-06-01,14:00,,1,7,122,,26,3.0
2018-06-01,15:00,,1,9,109,,28,2.4
2018-06-01,16:00,,1,15,92,,18,1.5
2018-06-01,17:00,,2,14,75,,22,0.5
2018-06-01,18:00,,1,11,66,,22,0.5
2018-06-01,19:00,,1,12,64,,21,0.5
2018-06-01,20:00,,1,13,65,,18,1.5
2018-06-01,21:00,,1,13,55,,17,1.9
2018-06-01,22:00,,1,15,49,,19,2.0
2018-06-01,23:00,,1,12,50,,16,2.4
2018-06-02,,,,,,12.85,,
2018-06-02,00:00,,1,11,47,,16,2.5
2018-06-02,01:00,,1,11,41,,16,2.3
2018-06-02,02:00,,1,10,45,,17,2.3
2018-06-02,03:00,,1,8,45,,16,2.4
2018-06-02,04:00,,1,9,40,,16,2.8
2018-06-02,05:00,,1,10,36,,28,3.6
2018-06-02,06:00,,1,10,34,,23,3.0
2018-06-02,07:00,,1,9,57,,16,2.7
2018-06-02,08:00,,1,6,78,,10,2.3
2018-06-02,09:00,,1,4,88,,13,1.9
2018-06-02,10:00,,1,4,99,,8,2.1
2018-06-02,11:00,,1,3,102,,7,2.4
2018-06-02,12:00,,1,3,100,,7,1.6
2018-06-02,13:00,,1,4,102,,9,1.6
2018-06-02,14:00,,1,4,109,,8,1.6
2018-06-02,15:00,,1,4,114,,6,2.0
2018-06-02,16:00,,1,4,111,,8,1.5
2018-06-02,17:00,,1,5,113,,7,1.4
2018-06-02,18:00,,1,5,106,,9,1.2
2018-06-02,19:00,,1,6,96,,10,0.5
2018-06-02,20:00,,1,6,94,,12,1.4
2018-06-02,21:00,,1,9,89,,13,1.3
2018-06-02,22:00,,1,6,84,,13,0.5
2018-06-02,23:00,,1,6,79,,14,0.5
2018-06-03,,,,,,10.71,,
2018-06-03,00:00,,1,6,76,,15,1.1
2018-06-03,01:00,,1,6,76,,13,1.1
2018-06-03,02:00,,1,5,76,,13,0.5
2018-06-03,03:00,,1,6,71,,16,1.2
2018-06-03,04:00,,1,5,74,,16,0.5
2018-06-03,05:00,,1,9,63,,16,0.5
2018-06-03,06:00,,1,5,76,,17,0.5
2018-06-03,07:00,,1,4,82,,17,0.5
2018-06-03,08:00,,1,3,88,,15,0.5
2018-06-03,09:00,,1,2,99,,13,0.5
2018-06-03,10:00,,1,3,97,,10,0.5
2018-06-03,11:00,,1,3,96,,8,0.5
2018-06-03,12:00,,1,3,99,,9,1.0
2018-06-03,13:00,,1,3,97,,9,1.0
2018-06-03,14:00,,1,3,98,,9,0.5
2018-06-03,15:00,,1,3,97,,8,0.5
2018-06-03,16:00,,1,5,99,,10,1.2
2018-06-03,17:00,,1,3,102,,11,0.5
2018-06-03,18:00,,1,4,104,,11,0.5
2018-06-03,19:00,,1,4,97,,11,0.5
2018-06-03,20:00,,1,4,92,,12,0.5
2018-06-03,21:00,,1,8,78,,10,0.5
2018-06-03,22:00,,1,14,54,,11,0.5
2018-06-03,23:00,,1,11,42,,12,0.5
2018-06-04,00:00,,1,12,28,,13,0.5
2018-06-04,01:00,,1,13,15,,13,0.5
2018-06-04,02:00,,1,11,14,,11,0.5
2018-06-04,03:00,,1,11,10,,10,0.5
2018-06-04,04:00,,6,14,3,,10,0.5
2018-06-04,05:00,,2,14,5,,15,0.5
2018-06-04,06:00,,5,15,14,,14,0.5
2018-06-04,07:00,,9,23,25,,14,0.5
2018-06-04,08:00,,5,25,45,,16,0.5
2018-06-04,09:00,,2,12,72,,19,0.5
2018-06-04,10:00,,1,8,99,,23,1.3
2018-06-04,11:00,,1,6,108,,19,1.6
2018-06-04,12:00,,1,5,119,,19,1.7
2018-06-04,13:00,,1,5,124,,21,1.8
2018-06-04,14:00,,1,5,128,,19,1.8
2018-06-04,15:00,,1,5,132,,18,2.0
2018-06-04,16:00,,1,6,126,,21,1.8
2018-06-04,17:00,,1,10,117,,20,1.3
2018-06-04,18:00,,1,6,120,,16,1.6
2018-06-04,19:00,,1,4,116,,13,1.2
2018-06-04,20:00,,1,11,105,,14,1.0
2018-06-04,21:00,,1,9,101,,15,0.5
2018-06-04,22:00,,1,18,67,,18,1.0
2018-06-04,23:00,,1,19,47,,21,1.3
2018-06-05,00:00,,1,13,46,,18,2.1
2018-06-05,01:00,,1,10,37,,15,1.2
2018-06-05,02:00,,1,14,21,,16,2.5
2018-06-05,03:00,,1,12,18,,16,1.1
2018-06-05,04:00,,1,12,16,,17,0.5
2018-06-05,05:00,,2,15,10,,16,1.0
2018-06-05,06:00,,6,18,15,,19,1.1
2018-06-05,07:00,,2,12,55,,21,1.1
2018-06-05,08:00,,1,8,79,,19,1.1
2018-06-05,09:00,,1,10,76,,21,0.5
2018-06-05,10:00,,1,14,75,,27,1.8
2018-06-05,11:00,,1,9,83,,29,1.2
2018-06-05,12:00,,1,8,80,,22,0.5
2018-06-05,13:00,,1,6,90,,23,1.0
2018-06-05,14:00,,1,6,92,,17,1.2
2018-06-05,15:00,,1,5,92,,16,1.0
2018-06-05,16:00,,1,6,95,,17,1.1
2018-06-05,17:00,,1,5,94,,19,1.3
2018-06-05,18:00,,1,8,90,,19,3.2
2018-06-05,19:00,,1,9,88,,19,3.3
2018-06-05,20:00,,1,10,82,,20,2.8
2018-06-05,21:00,,1,11,73,,20,2.1
2018-06-05,22:00,,1,16,54,,20,1.6
2018-06-05,23:00,,1,17,36,,23,1.4
2018-06-06,00:00,,1,14,28,,24,0.5
2018-06-06,01:00,,1,11,22,,22,0.5
2018-06-06,02:00,,1,12,15,,20,0.5
2018-06-06,03:00,,1,11,13,,21,0.5
2018-06-06,04:00,,1,11,34,,19,0.5
2018-06-06,05:00,,1,14,46,,17,1.0
2018-06-06,06:00,,2,12,45,,15,1.2
2018-06-06,07:00,,1,9,50,,15,1.8
2018-06-06,08:00,,1,7,54,,15,1.7
2018-06-06,09:00,,1,7,59,,18,2.2
2018-06-06,10:00,,2,11,64,,22,5.5
2018-06-06,11:00,,2,11,69,,20,7.1
2018-06-06,12:00,,4,19,66,,21,17.5
2018-06-06,13:00,,3,17,76,,20,18.2
2018-06-06,14:00,,2,11,90,,23,10.8
2018-06-06,15:00,,1,7,101,,20,5.6
2018-06-06,16:00,,1,5,105,,22,3.6
2018-06-06,17:00,,1,4,107,,23,3.4
2018-06-06,18:00,,1,4,109,,23,3.8
2018-06-06,19:00,,1,5,107,,24,3.6
2018-06-06,20:00,,1,5,103,,29,2.7
2018-06-06,21:00,,1,6,96,,26,1.8
2018-06-06,22:00,,1,7,89,,36,1.4
2018-06-06,23:00,,1,12,68,,36,1.2
2018-06-07,00:00,,1,13,51,,18,0.5
2018-06-07,01:00,,1,10,45,,14,0.5
2018-06-07,02:00,,1,9,38,,16,0.5
2018-06-07,03:00,,1,9,29,,13,0.5
2018-06-07,04:00,,1,11,24,,13,0.5
2018-06-07,05:00,,2,12,20,,12,0.5
2018-06-07,06:00,,3,15,27,,13,0.5
2018-06-07,07:00,,3,17,39,,23,1.2
2018-06-07,08:00,,4,17,42,,36,1.1
2018-06-07,09:00,,2,12,66,,77,1.8
2018-06-07,10:00,,1,7,107,,54,2.6
2018-06-07,11:00,,1,9,110,,26,5.5
2018-06-07,12:00,,1,10,112,,27,11.0
2018-06-07,13:00,,1,8,121,,22,7.7
2018-06-07,14:00,,1,9,125,,21,12.4
2018-06-07,15:00,,1,10,126,,19,10.8
2018-06-07,16:00,,1,12,125,,19,12.6
2018-06-07,17:00,,1,12,123,,19,11.3
2018-06-07,18:00,,1,10,125,,18,10.7
2018-06-07,19:00,,1,10,121,,18,5.4
2018-06-07,20:00,,1,10,115,,19,3.0
2018-06-07,21:00,,1,12,102,,19,2.4
2018-06-07,22:00,,1,16,79,,21,1.8
2018-06-07,23:00,,1,18,54,,23,5.4
2018-06-08,00:00,,1,13,51,,24,6.0
