Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-06-01,,,,,,20.17,,
2018-06-01,01:00,,1,11,81,,22,
2018-06-01,02:00,,1,9,75,,21,
2018-06-01,03:00,,1,10,72,,18,
2018-06-01,04:00,,1,11,74,,22,
2018-06-01,05:00,,1,14,72,,21,
2018-06-01,06:00,,1,13,70,,21,
2018-06-01,07:00,,2,26,62,,23,
2018-06-01,08:00,,3,25,63,,22,
2018-06-01,09:00,,2,9,78,,23,
2018-06-01,10:00,,1,6,86,,16,
2018-06-01,11:00,,1,6,99,,16,
2018-06-01,12:00,,1,4,116,,18,
2018-06-01,13:00,,1,4,127,,21,
2018-06-01,14:00,,1,3,125,,21,
2018-06-01,15:00,,1,6,113,,22,
2018-06-01,16:00,,1,11,89,,17,
2018-06-01,17:00,,1,10,81,,12,
2018-06-01,18:00,,1,14,65,,9,
2018-06-01,19:00,,1,25,52,,13,
2018-06-01,20:00,,1,25,43,,8,
2018-06-01,21:00,,1,33,28,,11,
2018-06-01,22:00,,1,23,39,,21,
2018-06-01,23:00,,1,21,34,,21,
2018-06-02,,,,,,12.62,,
2018-06-02,00:00,,1,22,31,,13,
2018-06-02,01:00,,1,17,41,,11,
2018-06-02,02:00,,1,11,54,,10,
2018-06-02,03:00,,1,8,61,,8,
2018-06-02,04:00,,1,7,62,,9,
2018-06-02,05:00,,1,9,58,,6,
2018-06-02,06:00,,1,10,56,,9,
2018-06-02,07:00,,1,8,57,,12,
2018-06-02,08:00,,1,8,64,,5,
2018-06-02,09:00,,1,5,75,,11,
2018-06-02,10:00,,1,6,82,,5,
2018-06-02,11:00,,1,5,78,,9,
2018-06-02,12:00,,1,4,81,,7,
2018-06-02,13:00,,1,5,76,,10,
2018-06-02,14:00,,1,4,77,,9,
2018-06-02,15:00,,1,4,81,,11,
2018-06-02,16:00,,1,4,83,,10,
2018-06-02,17:00,,1,4,88,,10,
2018-06-02,18:00,,1,4,88,,11,
2018-06-02,19:00,,1,5,88,,10,
2018-06-02,20:00,,1,5,83,,9,
2018-06-02,21:00,,1,9,77,,12,
2018-06-02,22:00,,1,8,71,,14,
2018-06-02,23:00,,1,8,69,,12,
2018-06-03,,,,,,14.95,,
2018-06-03,00:00,,1,6,73,,11,
2018-06-03,01:00,,1,6,71,,13,
2018-06-03,02:00,,1,7,65,,16,
2018-06-03,03:00,,1,8,56,,15,
2018-06-03,04:00,,1,8,51,,20,
2018-06-03,05:00,,1,8,51,,20,
2018-06-03,06:00,,1,7,51,,19,
2018-06-03,07:00,,1,6,57,,17,
2018-06-03,08:00,,1,5,60,,23,
2018-06-03,09:00,,1,4,65,,14,
2018-06-03,10:00,,1,4,67,,15,
2018-06-03,11:00,,1,4,71,,17,
2018-06-03,12:00,,1,3,81,,14,
2018-06-03,13:00,,1,2,91,,12,
2018-06-03,14:00,,1,2,95,,10,
2018-06-03,15:00,,1,2,95,,9,
2018-06-03,16:00,,1,2,97,,10,
2018-06-03,17:00,,1,3,100,,10,
2018-06-03,18:00,,1,3,97,,9,
2018-06-03,19:00,,1,3,91,,8,
2018-06-03,20:00,,1,5,82,,8,
2018-06-03,21:00,,1,5,85,,10,
2018-06-03,22:00,,1,7,90,,10,
2018-06-03,23:00,,1,8,82,,6,
2018-06-04,00:00,,1,18,57,,14,
2018-06-04,01:00,,1,17,43,,8,
2018-06-04,02:00,,1,24,28,,12,
2018-06-04,03:00,,1,30,20,,16,
2018-06-04,04:00,,1,16,24,,15,
2018-06-04,05:00,,3,25,15,,11,
2018-06-04,06:00,,5,26,20,,16,
2018-06-04,07:00,,3,16,40,,12,
2018-06-04,08:00,,2,9,68,,20,
2018-06-04,09:00,,1,6,89,,18,
2018-06-04,10:00,,1,3,104,,16,
2018-06-04,11:00,,1,3,106,,14,
2018-06-04,12:00,,1,2,109,,13,
2018-06-04,13:00,,1,2,112,,10,
2018-06-04,14:00,,1,3,114,,11,
2018-06-04,15:00,,1,3,118,,9,
2018-06-04,16:00,,1,4,111,,2,
2018-06-04,17:00,,1,4,114,,8,
2018-06-04,18:00,,1,3,118,,7,
2018-06-04,19:00,,1,3,111,,9,
2018-06-04,20:00,,1,4,104,,11,
2018-06-04,21:00,,1,5,104,,12,
2018-06-04,22:00,,1,4,107,,11,
2018-06-04,23:00,,1,5,102,,13,
2018-06-05,00:00,,1,4,101,,9,
2018-06-05,01:00,,1,7,90,,,
2018-06-05,02:00,,1,8,79,,,
2018-06-05,03:00,,1,9,71,,,
2018-06-05,04:00,,1,8,64,,,
2018-06-05,05:00,,1,8,58,,,
2018-06-05,06:00,,1,7,60,,,
2018-06-05,07:00,,1,7,64,,,
2018-06-05,08:00,,1,5,70,,,
2018-06-05,09:00,,1,4,79,,,
2018-06-05,10:00,,1,4,80,,,
2018-06-05,11:00,,1,4,76,,,
2018-06-05,12:00,,1,4,82,,,
2018-06-05,13:00,,1,4,81,,,
2018-06-05,14:00,,1,5,87,,,
2018-06-05,15:00,,1,4,86,,,
2018-06-05,16:00,,1,4,88,,,
2018-06-05,17:00,,1,4,87,,,
2018-06-05,18:00,,1,4,90,,,
2018-06-05,19:00,,1,5,83,,,
2018-06-05,20:00,,1,6,79,,,
2018-06-05,21:00,,1,9,84,,,
2018-06-05,22:00,,1,8,84,,,
2018-06-05,23:00,,1,5,90,,,
2018-06-06,00:00,,1,4,88,,,
2018-06-06,01:00,,1,9,68,,,
2018-06-06,02:00,,1,18,48,,,
2018-06-06,03:00,,1,13,46,,,
2018-06-06,04:00,,1,16,38,,,
2018-06-06,05:00,,2,31,33,,,
2018-06-06,06:00,,2,18,46,,,
2018-06-06,07:00,,5,17,45,,,
2018-06-06,08:00,,5,18,43,,,
2018-06-06,09:00,,4,14,41,,,
2018-06-06,10:00,,3,12,46,,,
2018-06-06,11:00,,2,10,57,,,
2018-06-06,12:00,,2,9,68,,,
2018-06-06,13:00,,1,8,75,,,
2018-06-06,14:00,,1,6,96,,,
2018-06-06,15:00,,1,7,104,,,
2018-06-06,16:00,,1,7,108,,,
2018-06-06,17:00,,1,12,106,,,
2018-06-06,18:00,,2,19,101,,,
2018-06-06,19:00,,1,17,102,,,
2018-06-06,20:00,,1,10,104,,,
2018-06-06,21:00,,1,11,98,,,
2018-06-06,22:00,,1,9,91,,,
2018-06-06,23:00,,1,8,88,,,
2018-06-07,00:00,,1,8,84,,,
2018-06-07,01:00,,1,8,79,,,
2018-06-07,02:00,,1,7,78,,,
2018-06-07,03:00,,1,8,82,,,
2018-06-07,04:00,,1,13,76,,,
2018-06-07,05:00,,1,14,74,,,
2018-06-07,06:00,,1,11,75,,,
2018-06-07,07:00,,2,18,71,,,
2018-06-07,08:00,,2,15,82,,,
2018-06-07,09:00,,2,12,94,,,
2018-06-07,10:00,,1,7,106,,,
2018-06-07,11:00,,1,5,116,,,
2018-06-07,12:00,,1,4,120,,,
2018-06-07,13:00,,1,4,127,,,
2018-06-07,14:00,,1,5,131,,9,
2018-06-07,15:00,,1,4,136,,14,
2018-06-07,16:00,,1,6,133,,14,
2018-06-07,17:00,,1,6,130,,15,
2018-06-07,18:00,,1,16,121,,15,
2018-06-07,19:00,,1,15,121,,15,
2018-06-07,20:00,,1,34,104,,16,
2018-06-07,21:00,,1,26,100,,16,
2018-06-07,22:00,,1,11,110,,17,
2018-06-07,23:00,,1,9,105,,17,
2018-06-08,00:00,,1,11,102,,15,
2018-06-08,01:00,,1,11,97,,15,
2018-06-08,02:00,,1,11,82,,15,
2018-06-08,03:00,,1,10,75,,17,
2018-06-08,04:00,,1,12,75,,16,
2018-06-08,05:00,,1,12,72,,15,
2018-06-08,06:00,,1,15,69,,16,
2018-06-08,07:00,,2,23,62,,19,
2018-06-08,08:00,,3,20,75,,18,
2018-06-08,09:00,,2,14,94,,18,
2018-06-08,10:00,,1,10,111,,,
2018-06-08,11:00,,1,6,131,,,
2018-06-08,12:00,,1,4,137,,11,
2018-06-08,13:00,,1,3,136,,8,
2018-06-08,14:00,,1,6,133,,11,
2018-06-08,15:00,,1,6,133,,12,
2018-06-08,16:00,,1,5,139,,14,
2018-06-08,17:00,,1,6,137,,13,
2018-06-08,18:00,,1,10,127,,14,
2018-06-08,19:00,,1,14,119,,14,
2018-06-08,20:00,,1,20,112,,16,
