Datum Zeit,Dresden-Nord PM10
,µg/m³
30-11-07,28
29-11-07,47
28-11-07,46
27-11-07,25
26-11-07,17
25-11-07,16
24-11-07,28
23-11-07,46
22-11-07,44
21-11-07,36
20-11-07,36
19-11-07,45
18-11-07,45
17-11-07,44
16-11-07,40
15-11-07,26
14-11-07,19
13-11-07,17
12-11-07,9
11-11-07,8
10-11-07,8
09-11-07,13
08-11-07,24
07-11-07,15
06-11-07,14
05-11-07,28
04-11-07,18
03-11-07,14
02-11-07,31
01-11-07,38

