Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-01-13,11
30-01-13,4
29-01-13,5
28-01-13,17
27-01-13,31
26-01-13,57
25-01-13,82
24-01-13,69
23-01-13,82
22-01-13,85
21-01-13,91
20-01-13,61
19-01-13,44
18-01-13,24
17-01-13,48
16-01-13,55
15-01-13,41
14-01-13,40
13-01-13,28
12-01-13,21
11-01-13,7
10-01-13,11
09-01-13,11
08-01-13,23
07-01-13,9
06-01-13,5
05-01-13,4
04-01-13,11
03-01-13,8
02-01-13,12
01-01-13,16

