Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-01-13,6.66
30-01-13,4.17
29-01-13,6.25
28-01-13,27.75
27-01-13,43.62
26-01-13,47.29
25-01-13,69.58
24-01-13,54.27
23-01-13,59.40
22-01-13,58.18
21-01-13,71.18
20-01-13,62.78
19-01-13,37.27
18-01-13,19.42
17-01-13,46.44
16-01-13,68.32
15-01-13,37.71
14-01-13,36.90
13-01-13,19.31
12-01-13,11.19
11-01-13,5.72
10-01-13,6.98
09-01-13,10.14
08-01-13,17.19
07-01-13,9.79
06-01-13,3.89
05-01-13,3.25
04-01-13,6.96
03-01-13,5.72
02-01-13,6.79
01-01-13,26.59

