Datum Zeit,Dresden-Nord PM10
,µg/m³
31-01-13,16
30-01-13,6
29-01-13,10
28-01-13,41
27-01-13,53
26-01-13,66
25-01-13,73
24-01-13,71
23-01-13,70
22-01-13,59
21-01-13,77
20-01-13,71
19-01-13,40
18-01-13,19
17-01-13,49
16-01-13,79
15-01-13,49
14-01-13,48
13-01-13,25
12-01-13,15
11-01-13,11
10-01-13,13
09-01-13,13
08-01-13,22
07-01-13,10
06-01-13,6
05-01-13,7
04-01-13,13
03-01-13,11
02-01-13,14
01-01-13,52

