Datum Zeit,Bautzen PM10
,µg/m³
31-01-13,9
30-01-13,2
29-01-13,9
28-01-13,25
27-01-13,46
26-01-13,48
25-01-13,75
24-01-13,75
23-01-13,75
22-01-13,57
21-01-13,81
20-01-13,72
19-01-13,40
18-01-13,19
17-01-13,47
16-01-13,101
15-01-13,50
14-01-13,65
13-01-13,23
12-01-13,11
11-01-13,5
10-01-13,7
09-01-13,8
08-01-13,14
07-01-13,16
06-01-13,4
05-01-13,3
04-01-13,8
03-01-13,6
02-01-13,10
01-01-13,23

