Datum Zeit,Schkeuditz O3
,µg/m³
01-02-13 00:00,66
31-01-13 23:00,68
31-01-13 22:00,76
31-01-13 21:00,85
31-01-13 20:00,67
31-01-13 19:00,67
31-01-13 18:00,67
31-01-13 17:00,67
31-01-13 16:00,71
31-01-13 15:00,71
31-01-13 14:00,68
31-01-13 13:00,68
31-01-13 12:00,67
31-01-13 11:00,67
31-01-13 10:00,66
31-01-13 09:00,66
31-01-13 08:00,65
31-01-13 07:00,67
31-01-13 06:00,67
31-01-13 05:00,69
31-01-13 04:00,70
31-01-13 03:00,71
31-01-13 02:00,69
31-01-13 01:00,66
31-01-13 00:00,65
30-01-13 23:00,68
30-01-13 22:00,72
30-01-13 21:00,75
30-01-13 20:00,70
30-01-13 19:00,71
30-01-13 18:00,65
30-01-13 17:00,45
30-01-13 16:00,48
30-01-13 15:00,49
30-01-13 14:00,47
30-01-13 13:00,49
30-01-13 12:00,50
30-01-13 11:00,49
30-01-13 10:00,49
30-01-13 09:00,48
30-01-13 08:00,47
30-01-13 07:00,47
30-01-13 06:00,48
30-01-13 05:00,48
30-01-13 04:00,47
30-01-13 03:00,46
30-01-13 02:00,45
30-01-13 01:00,45
30-01-13 00:00,39
29-01-13 23:00,32
29-01-13 22:00,31
29-01-13 21:00,35
29-01-13 20:00,25
29-01-13 19:00,34
29-01-13 18:00,35
29-01-13 17:00,30
29-01-13 16:00,31
29-01-13 15:00,30
29-01-13 14:00,36
29-01-13 13:00,45
29-01-13 12:00,47
29-01-13 11:00,41
29-01-13 10:00,47
29-01-13 09:00,45
29-01-13 08:00,46
29-01-13 07:00,57
29-01-13 06:00,56
29-01-13 05:00,64
29-01-13 04:00,61
29-01-13 03:00,58
29-01-13 02:00,57
29-01-13 01:00,54
29-01-13 00:00,43
28-01-13 23:00,45
28-01-13 22:00,43
28-01-13 21:00,42
28-01-13 20:00,37
28-01-13 19:00,22
28-01-13 18:00,23
28-01-13 17:00,36
28-01-13 16:00,55
28-01-13 15:00,62
28-01-13 14:00,61
28-01-13 13:00,55
28-01-13 12:00,49
28-01-13 11:00,48
28-01-13 10:00,41
28-01-13 09:00,37
28-01-13 08:00,37
28-01-13 07:00,38
28-01-13 06:00,37
28-01-13 05:00,37
28-01-13 04:00,40
28-01-13 03:00,42
28-01-13 02:00,47
28-01-13 01:00,49
28-01-13 00:00,44
27-01-13 23:00,42
27-01-13 22:00,44
27-01-13 21:00,40
27-01-13 20:00,48
27-01-13 19:00,47
27-01-13 18:00,49
27-01-13 17:00,45
27-01-13 16:00,47
27-01-13 15:00,46
27-01-13 14:00,47
27-01-13 13:00,45
27-01-13 12:00,37
27-01-13 11:00,33
27-01-13 10:00,29
27-01-13 09:00,24
27-01-13 08:00,22
27-01-13 07:00,23
27-01-13 06:00,24
27-01-13 05:00,26
27-01-13 04:00,26
27-01-13 03:00,27
27-01-13 02:00,28
27-01-13 01:00,30
27-01-13 00:00,30
26-01-13 23:00,28
26-01-13 22:00,25
26-01-13 21:00,29
26-01-13 20:00,23
26-01-13 19:00,30
26-01-13 18:00,35
26-01-13 17:00,46
26-01-13 16:00,53
26-01-13 15:00,54
26-01-13 14:00,54
26-01-13 13:00,42
26-01-13 12:00,30
26-01-13 11:00,23
26-01-13 10:00,18
26-01-13 09:00,10
26-01-13 08:00,2
26-01-13 07:00,2
26-01-13 06:00,2
26-01-13 05:00,2
26-01-13 04:00,2
26-01-13 03:00,2
26-01-13 02:00,3
26-01-13 01:00,3
26-01-13 00:00,6
25-01-13 23:00,6
25-01-13 22:00,7
25-01-13 21:00,8
25-01-13 20:00,5
25-01-13 19:00,20
25-01-13 18:00,37
25-01-13 17:00,48
25-01-13 16:00,58
25-01-13 15:00,54
25-01-13 14:00,55
25-01-13 13:00,42
25-01-13 12:00,31
25-01-13 11:00,23
25-01-13 10:00,15
25-01-13 09:00,13
25-01-13 08:00,27
25-01-13 07:00,47
25-01-13 06:00,46
25-01-13 05:00,41
25-01-13 04:00,36
25-01-13 03:00,27
25-01-13 02:00,11
25-01-13 01:00,14
25-01-13 00:00,14
24-01-13 23:00,13
24-01-13 22:00,7
24-01-13 21:00,7
24-01-13 20:00,7
24-01-13 19:00,16
24-01-13 18:00,4
24-01-13 17:00,20
24-01-13 16:00,29
24-01-13 15:00,26
24-01-13 14:00,23
24-01-13 13:00,22
24-01-13 12:00,18
24-01-13 11:00,12
24-01-13 10:00,13
24-01-13 09:00,7
24-01-13 08:00,5
24-01-13 07:00,7
24-01-13 06:00,3
24-01-13 05:00,1
24-01-13 04:00,4
24-01-13 03:00,3
24-01-13 02:00,6
24-01-13 01:00,17
24-01-13 00:00,11
23-01-13 23:00,13
23-01-13 22:00,10
23-01-13 21:00,2
23-01-13 20:00,4
23-01-13 19:00,14
23-01-13 18:00,23
23-01-13 17:00,21
23-01-13 16:00,21
23-01-13 15:00,25
23-01-13 14:00,33
23-01-13 13:00,36
23-01-13 12:00,40
23-01-13 11:00,39
23-01-13 10:00,34
23-01-13 09:00,16
23-01-13 08:00,29
23-01-13 07:00,41
23-01-13 06:00,39
23-01-13 05:00,42
23-01-13 04:00,43
23-01-13 03:00,38
23-01-13 02:00,44
23-01-13 01:00,47
23-01-13 00:00,43
22-01-13 23:00,47
22-01-13 22:00,46
22-01-13 21:00,44
22-01-13 20:00,15
22-01-13 19:00,5
22-01-13 18:00,15
22-01-13 17:00,41
22-01-13 16:00,54
22-01-13 15:00,56
22-01-13 14:00,55
22-01-13 13:00,
22-01-13 12:00,
22-01-13 11:00,
22-01-13 10:00,
22-01-13 09:00,10
22-01-13 08:00,12
22-01-13 07:00,27
22-01-13 06:00,32
22-01-13 05:00,32
22-01-13 04:00,36
22-01-13 03:00,34
22-01-13 02:00,35
22-01-13 01:00,39
22-01-13 00:00,41
21-01-13 23:00,42
21-01-13 22:00,40
21-01-13 21:00,41
21-01-13 20:00,43
21-01-13 19:00,32
21-01-13 18:00,27
21-01-13 17:00,31
21-01-13 16:00,33
21-01-13 15:00,36
21-01-13 14:00,37
21-01-13 13:00,40
21-01-13 12:00,46
21-01-13 11:00,48
21-01-13 10:00,45
21-01-13 09:00,42
21-01-13 08:00,35
21-01-13 07:00,31
21-01-13 06:00,38
21-01-13 05:00,40
21-01-13 04:00,35
21-01-13 03:00,37
21-01-13 02:00,36
21-01-13 01:00,33
21-01-13 00:00,35
20-01-13 23:00,37
20-01-13 22:00,37
20-01-13 21:00,40
20-01-13 20:00,41
20-01-13 19:00,41
20-01-13 18:00,42
20-01-13 17:00,44
20-01-13 16:00,45
20-01-13 15:00,45
20-01-13 14:00,45
20-01-13 13:00,43
