Datum Zeit,Brockau PM10
,µg/m³
31-01-13,8
30-01-13,3
29-01-13,3
28-01-13,13
27-01-13,35
26-01-13,42
25-01-13,64
24-01-13,56
23-01-13,74
22-01-13,80
21-01-13,77
20-01-13,51
19-01-13,37
18-01-13,19
17-01-13,30
16-01-13,42
15-01-13,28
14-01-13,28
13-01-13,26
12-01-13,16
11-01-13,5
10-01-13,6
09-01-13,8
08-01-13,18
07-01-13,7
06-01-13,4
05-01-13,2
04-01-13,7
03-01-13,6
02-01-13,8
01-01-13,10

