Datum Zeit,Glauchau PM10
,µg/m³
31-01-13,10
30-01-13,3
29-01-13,5
28-01-13,15
27-01-13,29
26-01-13,75
25-01-13,77
24-01-13,62
23-01-13,74
22-01-13,80
21-01-13,84
20-01-13,54
19-01-13,37
18-01-13,19
17-01-13,44
16-01-13,53
15-01-13,35
14-01-13,41
13-01-13,26
12-01-13,21
11-01-13,6
10-01-13,9
09-01-13,11
08-01-13,19
07-01-13,9
06-01-13,6
05-01-13,4
04-01-13,10
03-01-13,8
02-01-13,10
01-01-13,14

