Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-06-04,15
29-06-04,13
28-06-04,16
27-06-04,15
26-06-04,13
25-06-04,12
24-06-04,17
23-06-04,13
22-06-04,11
21-06-04,11
20-06-04,13
19-06-04,11
18-06-04,11
17-06-04,14
16-06-04,15
15-06-04,15
14-06-04,17
13-06-04,9
12-06-04,12
11-06-04,21
10-06-04,27
09-06-04,22
08-06-04,24
07-06-04,13
06-06-04,12
05-06-04,12
04-06-04,21
03-06-04,20
02-06-04,22
01-06-04,14

