Datum Zeit,Radebeul-Wahnsdorf PM2.5
,µg/m³
30-06-04,10.03
29-06-04,8.58
28-06-04,10.43
27-06-04,12.93
26-06-04,10.94
25-06-04,
24-06-04,19.53
23-06-04,15.75
22-06-04,12.35
21-06-04,12.14
20-06-04,12.19
19-06-04,13.03
18-06-04,13.10
17-06-04,17.10
16-06-04,16.47
15-06-04,17.26
14-06-04,
13-06-04,
12-06-04,
11-06-04,
10-06-04,
09-06-04,
08-06-04,
07-06-04,
06-06-04,
05-06-04,
04-06-04,
03-06-04,
02-06-04,
01-06-04,

