Datum Zeit,Dresden-Nord PM10
,µg/m³
30-06-04,25
29-06-04,23
28-06-04,25
27-06-04,22
26-06-04,20
25-06-04,23
24-06-04,29
23-06-04,22
22-06-04,20
21-06-04,22
20-06-04,18
19-06-04,20
18-06-04,23
17-06-04,27
16-06-04,23
15-06-04,25
14-06-04,28
13-06-04,15
12-06-04,18
11-06-04,36
10-06-04,41
09-06-04,33
08-06-04,39
07-06-04,25
06-06-04,21
05-06-04,21
04-06-04,31
03-06-04,31
02-06-04,32
01-06-04,26

