Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-06-04,31
29-06-04,24
28-06-04,23
27-06-04,24
26-06-04,21
25-06-04,21
24-06-04,26
23-06-04,20
22-06-04,26
21-06-04,23
20-06-04,15
19-06-04,17
18-06-04,21
17-06-04,32
16-06-04,24
15-06-04,23
14-06-04,27
13-06-04,16
12-06-04,21
11-06-04,30
10-06-04,50
09-06-04,48
08-06-04,48
07-06-04,36
06-06-04,26
05-06-04,27
04-06-04,44
03-06-04,38
02-06-04,39
01-06-04,32

