Datum Zeit,Borna NO
,µg/m³
01-07-04 00:00,2
30-06-04 23:00,6
30-06-04 22:00,15
30-06-04 21:00,15
30-06-04 20:00,25
30-06-04 19:00,19
30-06-04 18:00,11
30-06-04 17:00,35
30-06-04 16:00,67
30-06-04 15:00,63
30-06-04 14:00,64
30-06-04 13:00,54
30-06-04 12:00,51
30-06-04 11:00,46
30-06-04 10:00,50
30-06-04 09:00,49
30-06-04 08:00,81
30-06-04 07:00,128
30-06-04 06:00,113
30-06-04 05:00,63
30-06-04 04:00,23
30-06-04 03:00,9
30-06-04 02:00,6
30-06-04 01:00,4
30-06-04 00:00,5
29-06-04 23:00,6
29-06-04 22:00,30
29-06-04 21:00,25
29-06-04 20:00,17
29-06-04 19:00,3
29-06-04 18:00,38
29-06-04 17:00,50
29-06-04 16:00,46
29-06-04 15:00,43
29-06-04 14:00,56
29-06-04 13:00,47
29-06-04 12:00,38
29-06-04 11:00,35
29-06-04 10:00,33
29-06-04 09:00,48
29-06-04 08:00,68
29-06-04 07:00,31
29-06-04 06:00,12
29-06-04 05:00,13
29-06-04 04:00,36
29-06-04 03:00,13
29-06-04 02:00,11
29-06-04 01:00,1
29-06-04 00:00,5
28-06-04 23:00,11
28-06-04 22:00,17
28-06-04 21:00,8
28-06-04 20:00,1
28-06-04 19:00,5
28-06-04 18:00,2
28-06-04 17:00,22
28-06-04 16:00,48
28-06-04 15:00,47
28-06-04 14:00,33
28-06-04 13:00,35
28-06-04 12:00,26
28-06-04 11:00,37
28-06-04 10:00,58
28-06-04 09:00,52
28-06-04 08:00,53
28-06-04 07:00,105
28-06-04 06:00,137
28-06-04 05:00,64
28-06-04 04:00,43
28-06-04 03:00,21
28-06-04 02:00,4
28-06-04 01:00,5
28-06-04 00:00,2
27-06-04 23:00,9
27-06-04 22:00,23
27-06-04 21:00,5
27-06-04 20:00,1
27-06-04 19:00,7
27-06-04 18:00,10
27-06-04 17:00,18
27-06-04 16:00,13
27-06-04 15:00,23
27-06-04 14:00,21
27-06-04 13:00,24
27-06-04 12:00,21
27-06-04 11:00,25
27-06-04 10:00,17
27-06-04 09:00,19
27-06-04 08:00,19
27-06-04 07:00,9
27-06-04 06:00,1
27-06-04 05:00,1
27-06-04 04:00,1
27-06-04 03:00,1
27-06-04 02:00,1
27-06-04 01:00,3
27-06-04 00:00,6
26-06-04 23:00,22
26-06-04 22:00,13
26-06-04 21:00,9
26-06-04 20:00,2
26-06-04 19:00,4
26-06-04 18:00,7
26-06-04 17:00,13
26-06-04 16:00,13
26-06-04 15:00,15
26-06-04 14:00,22
26-06-04 13:00,19
26-06-04 12:00,23
26-06-04 11:00,37
26-06-04 10:00,39
26-06-04 09:00,64
26-06-04 08:00,40
26-06-04 07:00,34
26-06-04 06:00,26
26-06-04 05:00,20
26-06-04 04:00,8
26-06-04 03:00,9
26-06-04 02:00,4
26-06-04 01:00,2
26-06-04 00:00,4
25-06-04 23:00,6
25-06-04 22:00,15
25-06-04 21:00,23
25-06-04 20:00,37
25-06-04 19:00,43
25-06-04 18:00,44
25-06-04 17:00,54
25-06-04 16:00,48
25-06-04 15:00,47
25-06-04 14:00,45
25-06-04 13:00,57
25-06-04 12:00,59
25-06-04 11:00,51
25-06-04 10:00,62
25-06-04 09:00,71
25-06-04 08:00,71
25-06-04 07:00,79
25-06-04 06:00,57
25-06-04 05:00,30
25-06-04 04:00,23
25-06-04 03:00,8
25-06-04 02:00,8
25-06-04 01:00,5
25-06-04 00:00,2
24-06-04 23:00,5
24-06-04 22:00,12
24-06-04 21:00,19
24-06-04 20:00,23
24-06-04 19:00,32
24-06-04 18:00,42
24-06-04 17:00,51
24-06-04 16:00,68
24-06-04 15:00,55
24-06-04 14:00,68
24-06-04 13:00,61
24-06-04 12:00,57
24-06-04 11:00,65
24-06-04 10:00,66
24-06-04 09:00,65
24-06-04 08:00,63
24-06-04 07:00,83
24-06-04 06:00,79
