Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2008-01-30,18:00,,,41,51,,,,,
2008-01-30,19:00,,,47,52,,,,,
2008-01-30,20:00,,,35,46,,,,,
2008-01-30,21:00,,,37,50,,,,,
2008-01-30,22:00,,,25,44,,,,,
2008-01-30,23:00,,,21,50,,,,,
2008-01-31,,,,,,,19,,,
2008-01-31,00:00,,,6,40,,,,,
2008-01-31,01:00,,,5,31,,,,,
2008-01-31,02:00,,,5,23,,,,,
2008-01-31,03:00,,,4,21,,,,,
2008-01-31,04:00,,,13,25,,,,,
2008-01-31,05:00,,,11,24,,,,,
2008-01-31,06:00,,,20,30,,,,,
2008-01-31,07:00,,,54,59,,,,,
2008-01-31,08:00,,,50,61,,,,,
2008-01-31,09:00,,,45,59,,,,,
2008-01-31,10:00,,,35,48,,,,,
2008-01-31,11:00,,,25,35,,,,,
2008-01-31,12:00,,,17,22,,,,,
2008-01-31,13:00,,,19,22,,,,,
2008-01-31,14:00,,,18,26,,,,,
2008-01-31,15:00,,,19,32,,,,,
2008-01-31,16:00,,,24,35,,,,,
2008-01-31,17:00,,,21,33,,,,,
2008-01-31,18:00,,,14,29,,,,,
2008-01-31,19:00,,,11,24,,,,,
2008-01-31,20:00,,,5,21,,,,,
2008-01-31,21:00,,,6,21,,,,,
2008-01-31,22:00,,,3,19,,,,,
2008-01-31,23:00,,,2,16,,,,,
2008-02-01,00:00,,,1,14,,,,,
