Datum Zeit,Bautzen PM10
,µg/m³
30-11-16,10
29-11-16,17
28-11-16,9
27-11-16,10
26-11-16,25
25-11-16,25
24-11-16,31
23-11-16,28
22-11-16,22
21-11-16,14
20-11-16,6
19-11-16,3
18-11-16,6
17-11-16,7
16-11-16,7
15-11-16,24
14-11-16,26
13-11-16,31
12-11-16,38
11-11-16,43
10-11-16,27
09-11-16,15
08-11-16,18
07-11-16,10
06-11-16,18
05-11-16,24
04-11-16,17
03-11-16,10
02-11-16,6
01-11-16,13

