Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
30-11-16,
29-11-16,
28-11-16,
27-11-16,
26-11-16,
25-11-16,
24-11-16,23
23-11-16,25
22-11-16,16
21-11-16,11
20-11-16,5
19-11-16,4
18-11-16,3
17-11-16,4
16-11-16,4
15-11-16,15
14-11-16,26
13-11-16,23
12-11-16,20
11-11-16,21
10-11-16,11
09-11-16,15
08-11-16,15
07-11-16,11
06-11-16,13
05-11-16,19
04-11-16,18
03-11-16,9
02-11-16,5
01-11-16,16

