Datum Zeit,Klingenthal PM10
,µg/m³
30-11-16,
29-11-16,
28-11-16,
27-11-16,
26-11-16,
25-11-16,
24-11-16,
23-11-16,
22-11-16,
21-11-16,
20-11-16,7
19-11-16,4
18-11-16,5
17-11-16,5
16-11-16,11
15-11-16,24
14-11-16,23
13-11-16,15
12-11-16,13
11-11-16,15
10-11-16,9
09-11-16,13
08-11-16,15
07-11-16,14
06-11-16,11
05-11-16,20
04-11-16,14
03-11-16,7
02-11-16,7
01-11-16,15

