Datum Zeit,Collmberg NO2
,µg/m³
01-01-05 00:00,12
31-12-04 23:00,11
31-12-04 22:00,11
31-12-04 21:00,11
31-12-04 20:00,11
31-12-04 19:00,12
31-12-04 18:00,13
31-12-04 17:00,14
31-12-04 16:00,15
31-12-04 15:00,13
31-12-04 14:00,13
31-12-04 13:00,12
31-12-04 12:00,12
31-12-04 11:00,13
31-12-04 10:00,13
31-12-04 09:00,12
31-12-04 08:00,12
31-12-04 07:00,12
31-12-04 06:00,13
31-12-04 05:00,12
31-12-04 04:00,12
31-12-04 03:00,12
31-12-04 02:00,12
31-12-04 01:00,11
31-12-04 00:00,12
30-12-04 23:00,12
30-12-04 22:00,12
30-12-04 21:00,12
30-12-04 20:00,11
30-12-04 19:00,11
30-12-04 18:00,11
30-12-04 17:00,11
30-12-04 16:00,11
30-12-04 15:00,11
30-12-04 14:00,11
30-12-04 13:00,11
30-12-04 12:00,10
30-12-04 11:00,11
30-12-04 10:00,12
30-12-04 09:00,11
30-12-04 08:00,10
30-12-04 07:00,13
30-12-04 06:00,11
30-12-04 05:00,10
30-12-04 04:00,10
30-12-04 03:00,13
30-12-04 02:00,14
30-12-04 01:00,10
30-12-04 00:00,12
29-12-04 23:00,10
29-12-04 22:00,8
29-12-04 21:00,8
29-12-04 20:00,9
29-12-04 19:00,9
29-12-04 18:00,8
29-12-04 17:00,10
29-12-04 16:00,16
29-12-04 15:00,14
29-12-04 14:00,14
29-12-04 13:00,16
29-12-04 12:00,14
29-12-04 11:00,13
29-12-04 10:00,12
29-12-04 09:00,11
29-12-04 08:00,9
29-12-04 07:00,8
29-12-04 06:00,6
29-12-04 05:00,6
29-12-04 04:00,7
29-12-04 03:00,11
29-12-04 02:00,13
29-12-04 01:00,14
29-12-04 00:00,13
28-12-04 23:00,15
28-12-04 22:00,15
28-12-04 21:00,15
28-12-04 20:00,17
28-12-04 19:00,18
28-12-04 18:00,15
28-12-04 17:00,15
28-12-04 16:00,12
28-12-04 15:00,10
28-12-04 14:00,10
28-12-04 13:00,9
28-12-04 12:00,11
28-12-04 11:00,15
28-12-04 10:00,18
28-12-04 09:00,15
28-12-04 08:00,11
28-12-04 07:00,9
28-12-04 06:00,7
28-12-04 05:00,6
28-12-04 04:00,6
28-12-04 03:00,6
28-12-04 02:00,5
28-12-04 01:00,4
28-12-04 00:00,5
27-12-04 23:00,5
27-12-04 22:00,5
27-12-04 21:00,5
27-12-04 20:00,6
27-12-04 19:00,6
27-12-04 18:00,6
27-12-04 17:00,4
27-12-04 16:00,4
27-12-04 15:00,5
27-12-04 14:00,5
27-12-04 13:00,5
27-12-04 12:00,4
27-12-04 11:00,5
27-12-04 10:00,4
27-12-04 09:00,5
27-12-04 08:00,4
