Datum Zeit,Chemnitz-Mitte SO2
,µg/m³
01-01-05 00:00,1.0
31-12-04 23:00,1.0
31-12-04 22:00,1.8
31-12-04 21:00,1.0
31-12-04 20:00,1.0
31-12-04 19:00,1.4
31-12-04 18:00,1.0
31-12-04 17:00,1.4
31-12-04 16:00,1.0
31-12-04 15:00,1.0
31-12-04 14:00,1.0
31-12-04 13:00,1.4
31-12-04 12:00,1.0
31-12-04 11:00,1.0
31-12-04 10:00,1.0
31-12-04 09:00,1.0
31-12-04 08:00,1.2
31-12-04 07:00,1.0
31-12-04 06:00,1.0
31-12-04 05:00,1.0
31-12-04 04:00,1.3
31-12-04 03:00,1.2
31-12-04 02:00,1.1
31-12-04 01:00,1.0
31-12-04 00:00,1.9
30-12-04 23:00,1.7
30-12-04 22:00,2.1
30-12-04 21:00,1.6
30-12-04 20:00,1.8
30-12-04 19:00,2.4
30-12-04 18:00,2.1
30-12-04 17:00,2.4
30-12-04 16:00,1.8
30-12-04 15:00,2.5
30-12-04 14:00,1.6
30-12-04 13:00,1.2
30-12-04 12:00,2.0
30-12-04 11:00,1.9
30-12-04 10:00,1.0
30-12-04 09:00,1.1
30-12-04 08:00,1.0
30-12-04 07:00,1.5
30-12-04 06:00,1.1
30-12-04 05:00,1.4
30-12-04 04:00,1.6
30-12-04 03:00,1.4
30-12-04 02:00,1.9
30-12-04 01:00,1.7
30-12-04 00:00,2.1
29-12-04 23:00,2.6
29-12-04 22:00,2.6
29-12-04 21:00,3.2
29-12-04 20:00,2.3
29-12-04 19:00,1.4
29-12-04 18:00,2.1
29-12-04 17:00,2.6
29-12-04 16:00,1.9
29-12-04 15:00,2.6
29-12-04 14:00,1.6
29-12-04 13:00,1.5
29-12-04 12:00,1.3
29-12-04 11:00,1.3
29-12-04 10:00,1.4
29-12-04 09:00,1.7
29-12-04 08:00,1.3
29-12-04 07:00,1.0
29-12-04 06:00,1.0
29-12-04 05:00,1.3
29-12-04 04:00,1.0
29-12-04 03:00,1.0
29-12-04 02:00,1.0
29-12-04 01:00,1.0
29-12-04 00:00,1.0
28-12-04 23:00,1.3
28-12-04 22:00,1.0
28-12-04 21:00,2.1
28-12-04 20:00,1.9
28-12-04 19:00,1.9
28-12-04 18:00,1.5
28-12-04 17:00,1.8
28-12-04 16:00,1.8
28-12-04 15:00,1.9
28-12-04 14:00,1.2
28-12-04 13:00,1.5
28-12-04 12:00,1.3
28-12-04 11:00,1.5
28-12-04 10:00,2.1
28-12-04 09:00,2.7
28-12-04 08:00,1.6
28-12-04 07:00,1.5
28-12-04 06:00,1.9
28-12-04 05:00,1.0
28-12-04 04:00,1.0
28-12-04 03:00,1.0
28-12-04 02:00,1.0
28-12-04 01:00,1.0
28-12-04 00:00,1.0
27-12-04 23:00,1.0
27-12-04 22:00,1.0
27-12-04 21:00,1.0
27-12-04 20:00,1.0
27-12-04 19:00,1.0
27-12-04 18:00,1.0
27-12-04 17:00,1.0
27-12-04 16:00,1.0
27-12-04 15:00,1.0
27-12-04 14:00,1.0
27-12-04 13:00,1.0
27-12-04 12:00,1.0
27-12-04 11:00,1.0
27-12-04 10:00,1.0
27-12-04 09:00,1.0
27-12-04 08:00,1.0
27-12-04 07:00,1.0
27-12-04 06:00,1.0
27-12-04 05:00,1.0
27-12-04 04:00,1.0
27-12-04 03:00,1.0
27-12-04 02:00,1.0
27-12-04 01:00,1.0
27-12-04 00:00,1.0
26-12-04 23:00,1.3
26-12-04 22:00,1.0
26-12-04 21:00,1.0
26-12-04 20:00,1.0
26-12-04 19:00,1.0
26-12-04 18:00,1.0
26-12-04 17:00,1.3
26-12-04 16:00,1.4
26-12-04 15:00,1.8
26-12-04 14:00,1.3
26-12-04 13:00,1.4
26-12-04 12:00,1.0
26-12-04 11:00,1.0
26-12-04 10:00,1.8
26-12-04 09:00,1.0
26-12-04 08:00,1.0
26-12-04 07:00,1.0
26-12-04 06:00,1.0
26-12-04 05:00,1.0
26-12-04 04:00,1.0
26-12-04 03:00,1.0
26-12-04 02:00,1.7
26-12-04 01:00,1.1
26-12-04 00:00,1.0
25-12-04 23:00,1.0
25-12-04 22:00,1.0
25-12-04 21:00,1.0
25-12-04 20:00,1.0
25-12-04 19:00,1.0
25-12-04 18:00,1.0
25-12-04 17:00,1.0
25-12-04 16:00,1.0
25-12-04 15:00,1.0
25-12-04 14:00,1.0
25-12-04 13:00,1.0
25-12-04 12:00,1.0
25-12-04 11:00,1.0
25-12-04 10:00,1.0
25-12-04 09:00,1.0
25-12-04 08:00,1.0
25-12-04 07:00,1.0
25-12-04 06:00,1.0
25-12-04 05:00,1.0
25-12-04 04:00,1.0
25-12-04 03:00,1.0
25-12-04 02:00,1.0
25-12-04 01:00,1.0
25-12-04 00:00,1.8
24-12-04 23:00,2.2
24-12-04 22:00,2.4
24-12-04 21:00,2.0
24-12-04 20:00,1.3
24-12-04 19:00,1.7
24-12-04 18:00,1.7
24-12-04 17:00,1.3
24-12-04 16:00,2.7
24-12-04 15:00,2.1
24-12-04 14:00,2.2
24-12-04 13:00,2.9
24-12-04 12:00,2.7
24-12-04 11:00,2.4
24-12-04 10:00,2.5
24-12-04 09:00,2.1
24-12-04 08:00,2.2
24-12-04 07:00,2.1
24-12-04 06:00,2.4
24-12-04 05:00,2.9
24-12-04 04:00,2.0
24-12-04 03:00,1.7
24-12-04 02:00,2.8
24-12-04 01:00,2.7
24-12-04 00:00,1.4
23-12-04 23:00,1.3
23-12-04 22:00,1.3
23-12-04 21:00,1.7
23-12-04 20:00,1.2
23-12-04 19:00,2.8
23-12-04 18:00,1.9
23-12-04 17:00,1.4
23-12-04 16:00,2.2
23-12-04 15:00,1.6
23-12-04 14:00,1.5
23-12-04 13:00,2.1
23-12-04 12:00,1.7
23-12-04 11:00,1.3
23-12-04 10:00,1.1
23-12-04 09:00,2.4
23-12-04 08:00,1.4
23-12-04 07:00,2.2
23-12-04 06:00,1.3
23-12-04 05:00,2.0
23-12-04 04:00,2.2
23-12-04 03:00,1.9
23-12-04 02:00,2.1
23-12-04 01:00,1.7
23-12-04 00:00,1.0
22-12-04 23:00,1.0
22-12-04 22:00,1.1
22-12-04 21:00,1.1
22-12-04 20:00,1.4
22-12-04 19:00,1.0
22-12-04 18:00,2.2
22-12-04 17:00,1.5
22-12-04 16:00,1.4
22-12-04 15:00,1.4
22-12-04 14:00,1.0
