Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-12-04,
30-12-04,19
29-12-04,
28-12-04,15
27-12-04,
26-12-04,8
25-12-04,
24-12-04,5
23-12-04,
22-12-04,30
21-12-04,
20-12-04,18
19-12-04,
18-12-04,8
17-12-04,
16-12-04,33
15-12-04,
14-12-04,57
13-12-04,
12-12-04,33
11-12-04,
10-12-04,85
09-12-04,
08-12-04,59
07-12-04,
06-12-04,25
05-12-04,
04-12-04,24
03-12-04,
02-12-04,31
01-12-04,

