Datum Zeit,Bautzen O3
,µg/m³
01-01-05 00:00,43
31-12-04 23:00,44
31-12-04 22:00,42
31-12-04 21:00,42
31-12-04 20:00,41
31-12-04 19:00,37
31-12-04 18:00,35
31-12-04 17:00,33
31-12-04 16:00,35
31-12-04 15:00,35
31-12-04 14:00,28
31-12-04 13:00,27
31-12-04 12:00,25
31-12-04 11:00,24
31-12-04 10:00,27
31-12-04 09:00,24
31-12-04 08:00,24
31-12-04 07:00,27
31-12-04 06:00,28
31-12-04 05:00,33
31-12-04 04:00,37
31-12-04 03:00,36
31-12-04 02:00,34
31-12-04 01:00,36
31-12-04 00:00,37
30-12-04 23:00,38
30-12-04 22:00,45
30-12-04 21:00,45
30-12-04 20:00,40
30-12-04 19:00,32
30-12-04 18:00,28
30-12-04 17:00,28
30-12-04 16:00,35
30-12-04 15:00,50
30-12-04 14:00,60
30-12-04 13:00,56
30-12-04 12:00,53
30-12-04 11:00,48
30-12-04 10:00,37
30-12-04 09:00,27
30-12-04 08:00,37
30-12-04 07:00,43
30-12-04 06:00,42
30-12-04 05:00,48
30-12-04 04:00,51
30-12-04 03:00,45
30-12-04 02:00,49
30-12-04 01:00,46
30-12-04 00:00,48
29-12-04 23:00,50
29-12-04 22:00,45
29-12-04 21:00,44
29-12-04 20:00,41
29-12-04 19:00,36
29-12-04 18:00,36
29-12-04 17:00,32
29-12-04 16:00,35
29-12-04 15:00,36
29-12-04 14:00,35
29-12-04 13:00,38
29-12-04 12:00,33
29-12-04 11:00,36
29-12-04 10:00,41
29-12-04 09:00,47
29-12-04 08:00,50
29-12-04 07:00,36
29-12-04 06:00,29
29-12-04 05:00,35
29-12-04 04:00,32
29-12-04 03:00,27
29-12-04 02:00,29
29-12-04 01:00,32
29-12-04 00:00,35
28-12-04 23:00,38
28-12-04 22:00,42
28-12-04 21:00,42
28-12-04 20:00,44
28-12-04 19:00,26
28-12-04 18:00,5
28-12-04 17:00,14
28-12-04 16:00,24
28-12-04 15:00,25
28-12-04 14:00,28
28-12-04 13:00,34
28-12-04 12:00,40
28-12-04 11:00,40
28-12-04 10:00,42
28-12-04 09:00,39
28-12-04 08:00,43
28-12-04 07:00,37
28-12-04 06:00,41
28-12-04 05:00,49
28-12-04 04:00,50
28-12-04 03:00,51
28-12-04 02:00,49
28-12-04 01:00,47
28-12-04 00:00,46
27-12-04 23:00,43
27-12-04 22:00,44
27-12-04 21:00,48
27-12-04 20:00,50
27-12-04 19:00,45
27-12-04 18:00,42
27-12-04 17:00,35
27-12-04 16:00,29
27-12-04 15:00,35
27-12-04 14:00,41
27-12-04 13:00,41
27-12-04 12:00,36
27-12-04 11:00,33
27-12-04 10:00,29
27-12-04 09:00,34
27-12-04 08:00,34
27-12-04 07:00,39
27-12-04 06:00,39
27-12-04 05:00,41
27-12-04 04:00,44
27-12-04 03:00,42
27-12-04 02:00,36
27-12-04 01:00,31
27-12-04 00:00,26
26-12-04 23:00,22
26-12-04 22:00,20
26-12-04 21:00,20
26-12-04 20:00,22
26-12-04 19:00,24
26-12-04 18:00,26
26-12-04 17:00,27
26-12-04 16:00,28
26-12-04 15:00,29
26-12-04 14:00,30
26-12-04 13:00,31
26-12-04 12:00,27
26-12-04 11:00,29
26-12-04 10:00,31
26-12-04 09:00,31
26-12-04 08:00,34
26-12-04 07:00,25
26-12-04 06:00,8
26-12-04 05:00,3
26-12-04 04:00,8
26-12-04 03:00,12
26-12-04 02:00,18
26-12-04 01:00,16
26-12-04 00:00,19
25-12-04 23:00,25
25-12-04 22:00,30
25-12-04 21:00,43
25-12-04 20:00,58
25-12-04 19:00,41
25-12-04 18:00,47
25-12-04 17:00,38
25-12-04 16:00,35
25-12-04 15:00,45
25-12-04 14:00,54
25-12-04 13:00,60
25-12-04 12:00,62
25-12-04 11:00,63
25-12-04 10:00,61
25-12-04 09:00,61
25-12-04 08:00,61
25-12-04 07:00,59
25-12-04 06:00,59
25-12-04 05:00,58
25-12-04 04:00,56
25-12-04 03:00,55
25-12-04 02:00,54
25-12-04 01:00,52
25-12-04 00:00,47
24-12-04 23:00,53
24-12-04 22:00,57
24-12-04 21:00,43
24-12-04 20:00,59
24-12-04 19:00,65
24-12-04 18:00,60
24-12-04 17:00,65
24-12-04 16:00,68
24-12-04 15:00,69
24-12-04 14:00,67
24-12-04 13:00,66
24-12-04 12:00,58
24-12-04 11:00,60
24-12-04 10:00,63
24-12-04 09:00,63
24-12-04 08:00,63
24-12-04 07:00,59
24-12-04 06:00,59
24-12-04 05:00,60
24-12-04 04:00,58
24-12-04 03:00,55
24-12-04 02:00,51
24-12-04 01:00,46
24-12-04 00:00,46
23-12-04 23:00,44
23-12-04 22:00,41
23-12-04 21:00,36
23-12-04 20:00,33
23-12-04 19:00,32
23-12-04 18:00,33
23-12-04 17:00,34
23-12-04 16:00,37
23-12-04 15:00,38
23-12-04 14:00,37
23-12-04 13:00,30
23-12-04 12:00,25
23-12-04 11:00,27
23-12-04 10:00,27
23-12-04 09:00,21
23-12-04 08:00,30
23-12-04 07:00,34
23-12-04 06:00,35
23-12-04 05:00,36
23-12-04 04:00,38
23-12-04 03:00,41
23-12-04 02:00,42
23-12-04 01:00,39
23-12-04 00:00,28
22-12-04 23:00,24
22-12-04 22:00,21
22-12-04 21:00,24
22-12-04 20:00,13
22-12-04 19:00,4
22-12-04 18:00,3
22-12-04 17:00,4
22-12-04 16:00,15
22-12-04 15:00,22
22-12-04 14:00,22
22-12-04 13:00,25
22-12-04 12:00,27
22-12-04 11:00,24
22-12-04 10:00,16
22-12-04 09:00,8
22-12-04 08:00,7
22-12-04 07:00,4
22-12-04 06:00,7
22-12-04 05:00,15
22-12-04 04:00,23
22-12-04 03:00,34
22-12-04 02:00,47
22-12-04 01:00,45
22-12-04 00:00,32
21-12-04 23:00,29
21-12-04 22:00,31
21-12-04 21:00,36
21-12-04 20:00,13
21-12-04 19:00,2
21-12-04 18:00,1
21-12-04 17:00,2
21-12-04 16:00,6
21-12-04 15:00,59
21-12-04 14:00,62
21-12-04 13:00,55
21-12-04 12:00,56
21-12-04 11:00,46
21-12-04 10:00,17
21-12-04 09:00,2
21-12-04 08:00,1
21-12-04 07:00,3
21-12-04 06:00,11
21-12-04 05:00,21
21-12-04 04:00,30
21-12-04 03:00,41
21-12-04 02:00,41
21-12-04 01:00,40
21-12-04 00:00,32
20-12-04 23:00,32
20-12-04 22:00,34
20-12-04 21:00,32
20-12-04 20:00,24
20-12-04 19:00,25
20-12-04 18:00,28
20-12-04 17:00,25
