Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-12-04,23
30-12-04,24
29-12-04,36
28-12-04,35
27-12-04,18
26-12-04,15
25-12-04,9
24-12-04,11
23-12-04,13
22-12-04,40
21-12-04,52
20-12-04,36
19-12-04,17
18-12-04,14
17-12-04,27
16-12-04,47
15-12-04,44
14-12-04,51
13-12-04,42
12-12-04,62
11-12-04,67
10-12-04,69
09-12-04,52
08-12-04,59
07-12-04,42
06-12-04,35
05-12-04,26
04-12-04,32
03-12-04,55
02-12-04,56
01-12-04,45

