Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-04,
30-12-04,3.04
29-12-04,
28-12-04,6.50
27-12-04,
26-12-04,1.50
25-12-04,
24-12-04,2.31
23-12-04,
22-12-04,14.94
21-12-04,
20-12-04,
19-12-04,
18-12-04,2.92
17-12-04,
16-12-04,21.58
15-12-04,
14-12-04,13.72
13-12-04,
12-12-04,9.93
11-12-04,
10-12-04,18.79
09-12-04,
08-12-04,8.53
07-12-04,
06-12-04,7.07
05-12-04,
04-12-04,8.36
03-12-04,
02-12-04,7.83
01-12-04,

