Datum Zeit,Leipzig-Luetzner Straße NO
,µg/m³
01-01-05 00:00,
31-12-04 23:00,
31-12-04 22:00,
31-12-04 21:00,
31-12-04 20:00,
31-12-04 19:00,
31-12-04 18:00,
31-12-04 17:00,
31-12-04 16:00,
31-12-04 15:00,
31-12-04 14:00,
31-12-04 13:00,
31-12-04 12:00,
31-12-04 11:00,
31-12-04 10:00,
31-12-04 09:00,
31-12-04 08:00,
31-12-04 07:00,27
31-12-04 06:00,24
31-12-04 05:00,10
31-12-04 04:00,7
31-12-04 03:00,5
31-12-04 02:00,9
31-12-04 01:00,10
31-12-04 00:00,21
30-12-04 23:00,19
30-12-04 22:00,35
30-12-04 21:00,49
30-12-04 20:00,51
30-12-04 19:00,40
30-12-04 18:00,61
30-12-04 17:00,47
30-12-04 16:00,32
30-12-04 15:00,40
30-12-04 14:00,47
30-12-04 13:00,40
30-12-04 12:00,32
30-12-04 11:00,33
30-12-04 10:00,35
30-12-04 09:00,35
30-12-04 08:00,32
30-12-04 07:00,19
30-12-04 06:00,34
30-12-04 05:00,35
30-12-04 04:00,15
30-12-04 03:00,5
30-12-04 02:00,13
30-12-04 01:00,23
30-12-04 00:00,10
29-12-04 23:00,15
29-12-04 22:00,15
29-12-04 21:00,39
29-12-04 20:00,41
29-12-04 19:00,53
29-12-04 18:00,53
29-12-04 17:00,67
29-12-04 16:00,63
29-12-04 15:00,37
29-12-04 14:00,37
29-12-04 13:00,49
29-12-04 12:00,34
29-12-04 11:00,35
29-12-04 10:00,24
29-12-04 09:00,27
29-12-04 08:00,13
29-12-04 07:00,12
29-12-04 06:00,5
29-12-04 05:00,7
29-12-04 04:00,1
29-12-04 03:00,2
29-12-04 02:00,2
29-12-04 01:00,7
29-12-04 00:00,7
28-12-04 23:00,9
28-12-04 22:00,9
28-12-04 21:00,8
28-12-04 20:00,18
28-12-04 19:00,12
28-12-04 18:00,21
28-12-04 17:00,19
28-12-04 16:00,22
28-12-04 15:00,36
28-12-04 14:00,22
28-12-04 13:00,28
28-12-04 12:00,39
28-12-04 11:00,29
28-12-04 10:00,33
28-12-04 09:00,37
28-12-04 08:00,49
28-12-04 07:00,38
28-12-04 06:00,33
28-12-04 05:00,32
28-12-04 04:00,7
28-12-04 03:00,7
28-12-04 02:00,25
28-12-04 01:00,19
28-12-04 00:00,15
27-12-04 23:00,25
27-12-04 22:00,35
27-12-04 21:00,40
27-12-04 20:00,43
27-12-04 19:00,57
27-12-04 18:00,57
27-12-04 17:00,59
27-12-04 16:00,64
27-12-04 15:00,71
27-12-04 14:00,74
27-12-04 13:00,65
27-12-04 12:00,55
27-12-04 11:00,58
27-12-04 10:00,54
27-12-04 09:00,57
27-12-04 08:00,55
27-12-04 07:00,35
27-12-04 06:00,27
27-12-04 05:00,27
27-12-04 04:00,11
27-12-04 03:00,11
27-12-04 02:00,12
27-12-04 01:00,6
27-12-04 00:00,10
26-12-04 23:00,13
26-12-04 22:00,19
26-12-04 21:00,21
26-12-04 20:00,21
26-12-04 19:00,25
26-12-04 18:00,24
26-12-04 17:00,25
26-12-04 16:00,30
26-12-04 15:00,23
26-12-04 14:00,28
26-12-04 13:00,34
26-12-04 12:00,43
26-12-04 11:00,25
26-12-04 10:00,44
26-12-04 09:00,36
26-12-04 08:00,20
26-12-04 07:00,16
26-12-04 06:00,36
26-12-04 05:00,59
26-12-04 04:00,41
26-12-04 03:00,31
26-12-04 02:00,75
26-12-04 01:00,42
26-12-04 00:00,42
25-12-04 23:00,30
25-12-04 22:00,20
25-12-04 21:00,104
25-12-04 20:00,108
25-12-04 19:00,46
25-12-04 18:00,69
25-12-04 17:00,19
25-12-04 16:00,14
25-12-04 15:00,13
25-12-04 14:00,18
25-12-04 13:00,18
25-12-04 12:00,20
25-12-04 11:00,16
25-12-04 10:00,10
25-12-04 09:00,2
25-12-04 08:00,1
25-12-04 07:00,1
25-12-04 06:00,1
25-12-04 05:00,1
25-12-04 04:00,1
25-12-04 03:00,1
25-12-04 02:00,1
25-12-04 01:00,1
25-12-04 00:00,2
24-12-04 23:00,5
24-12-04 22:00,6
24-12-04 21:00,7
24-12-04 20:00,10
24-12-04 19:00,17
24-12-04 18:00,3
24-12-04 17:00,6
24-12-04 16:00,6
24-12-04 15:00,18
24-12-04 14:00,4
24-12-04 13:00,14
24-12-04 12:00,17
24-12-04 11:00,34
24-12-04 10:00,9
24-12-04 09:00,16
24-12-04 08:00,21
24-12-04 07:00,11
24-12-04 06:00,15
24-12-04 05:00,9
24-12-04 04:00,15
24-12-04 03:00,7
24-12-04 02:00,8
24-12-04 01:00,7
24-12-04 00:00,5
23-12-04 23:00,6
23-12-04 22:00,6
23-12-04 21:00,12
23-12-04 20:00,10
23-12-04 19:00,11
23-12-04 18:00,13
23-12-04 17:00,17
23-12-04 16:00,16
23-12-04 15:00,41
23-12-04 14:00,74
23-12-04 13:00,92
23-12-04 12:00,77
23-12-04 11:00,55
23-12-04 10:00,71
23-12-04 09:00,63
23-12-04 08:00,79
23-12-04 07:00,43
23-12-04 06:00,25
23-12-04 05:00,44
23-12-04 04:00,15
23-12-04 03:00,8
23-12-04 02:00,15
23-12-04 01:00,14
23-12-04 00:00,18
22-12-04 23:00,30
22-12-04 22:00,40
22-12-04 21:00,29
22-12-04 20:00,23
22-12-04 19:00,14
22-12-04 18:00,15
22-12-04 17:00,37
22-12-04 16:00,56
22-12-04 15:00,59
22-12-04 14:00,65
22-12-04 13:00,86
22-12-04 12:00,74
22-12-04 11:00,75
22-12-04 10:00,72
22-12-04 09:00,86
22-12-04 08:00,88
22-12-04 07:00,48
22-12-04 06:00,21
22-12-04 05:00,31
22-12-04 04:00,17
22-12-04 03:00,11
22-12-04 02:00,11
22-12-04 01:00,20
22-12-04 00:00,36
21-12-04 23:00,77
21-12-04 22:00,146
21-12-04 21:00,168
21-12-04 20:00,350
21-12-04 19:00,583
21-12-04 18:00,517
21-12-04 17:00,379
21-12-04 16:00,249
21-12-04 15:00,204
21-12-04 14:00,184
21-12-04 13:00,200
21-12-04 12:00,194
21-12-04 11:00,198
21-12-04 10:00,154
21-12-04 09:00,174
21-12-04 08:00,136
21-12-04 07:00,83
21-12-04 06:00,64
21-12-04 05:00,43
21-12-04 04:00,12
21-12-04 03:00,11
21-12-04 02:00,13
21-12-04 01:00,20
21-12-04 00:00,17
20-12-04 23:00,38
20-12-04 22:00,74
20-12-04 21:00,88
20-12-04 20:00,92
20-12-04 19:00,145
20-12-04 18:00,143
20-12-04 17:00,69
