Datum Zeit,Zittau-Ost PM10
,µg/m³
31-12-04,23
30-12-04,18
29-12-04,16
28-12-04,16
27-12-04,7
26-12-04,41
25-12-04,12
24-12-04,8
23-12-04,12
22-12-04,53
21-12-04,70
20-12-04,21
19-12-04,11
18-12-04,13
17-12-04,29
16-12-04,30
15-12-04,42
14-12-04,37
13-12-04,33
12-12-04,42
11-12-04,63
10-12-04,50
09-12-04,40
08-12-04,37
07-12-04,32
06-12-04,26
05-12-04,36
04-12-04,40
03-12-04,46
02-12-04,57
01-12-04,27

