Datum Zeit,Glauchau O3
,µg/m³
01-03-00 00:00,75
29-02-00 23:00,74
29-02-00 22:00,73
29-02-00 21:00,69
29-02-00 20:00,70
29-02-00 19:00,68
29-02-00 18:00,60
29-02-00 17:00,59
29-02-00 16:00,59
29-02-00 15:00,63
29-02-00 14:00,59
29-02-00 13:00,59
29-02-00 12:00,57
29-02-00 11:00,
29-02-00 10:00,32
29-02-00 09:00,21
29-02-00 08:00,22
29-02-00 07:00,29
29-02-00 06:00,46
29-02-00 05:00,60
29-02-00 04:00,55
29-02-00 03:00,59
29-02-00 02:00,62
29-02-00 01:00,72
29-02-00 00:00,71
28-02-00 23:00,59
28-02-00 22:00,49
28-02-00 21:00,54
28-02-00 20:00,43
28-02-00 19:00,45
28-02-00 18:00,54
28-02-00 17:00,59
28-02-00 16:00,66
28-02-00 15:00,72
28-02-00 14:00,74
28-02-00 13:00,71
28-02-00 12:00,
28-02-00 11:00,75
28-02-00 10:00,73
28-02-00 09:00,66
28-02-00 08:00,33
28-02-00 07:00,48
28-02-00 06:00,67
28-02-00 05:00,74
28-02-00 04:00,77
28-02-00 03:00,78
28-02-00 02:00,78
28-02-00 01:00,76
28-02-00 00:00,75
27-02-00 23:00,74
27-02-00 22:00,76
27-02-00 21:00,73
27-02-00 20:00,68
27-02-00 19:00,64
27-02-00 18:00,69
27-02-00 17:00,74
27-02-00 16:00,74
27-02-00 15:00,76
27-02-00 14:00,78
27-02-00 13:00,74
27-02-00 12:00,
27-02-00 11:00,51
27-02-00 10:00,22
27-02-00 09:00,9
27-02-00 08:00,3
27-02-00 07:00,1
27-02-00 06:00,1
27-02-00 05:00,1
27-02-00 04:00,1
27-02-00 03:00,1
27-02-00 02:00,2
27-02-00 01:00,1
27-02-00 00:00,2
26-02-00 23:00,2
26-02-00 22:00,3
26-02-00 21:00,3
26-02-00 20:00,4
26-02-00 19:00,4
26-02-00 18:00,35
26-02-00 17:00,62
26-02-00 16:00,63
26-02-00 15:00,65
26-02-00 14:00,62
26-02-00 13:00,
26-02-00 12:00,40
26-02-00 11:00,33
26-02-00 10:00,27
26-02-00 09:00,24
26-02-00 08:00,28
26-02-00 07:00,21
26-02-00 06:00,16
26-02-00 05:00,17
26-02-00 04:00,34
26-02-00 03:00,33
26-02-00 02:00,37
26-02-00 01:00,37
26-02-00 00:00,30
25-02-00 23:00,34
25-02-00 22:00,36
25-02-00 21:00,35
25-02-00 20:00,41
25-02-00 19:00,57
25-02-00 18:00,43
25-02-00 17:00,34
25-02-00 16:00,44
25-02-00 15:00,35
25-02-00 14:00,26
25-02-00 13:00,
25-02-00 12:00,19
25-02-00 11:00,24
25-02-00 10:00,28
25-02-00 09:00,17
25-02-00 08:00,34
25-02-00 07:00,6
25-02-00 06:00,2
25-02-00 05:00,3
25-02-00 04:00,14
25-02-00 03:00,22
25-02-00 02:00,33
25-02-00 01:00,30
25-02-00 00:00,28
24-02-00 23:00,31
24-02-00 22:00,34
24-02-00 21:00,40
24-02-00 20:00,42
24-02-00 19:00,45
24-02-00 18:00,46
24-02-00 17:00,49
24-02-00 16:00,49
24-02-00 15:00,51
24-02-00 14:00,
24-02-00 13:00,51
24-02-00 12:00,48
24-02-00 11:00,37
24-02-00 10:00,28
24-02-00 09:00,16
24-02-00 08:00,11
24-02-00 07:00,10
24-02-00 06:00,11
24-02-00 05:00,10
24-02-00 04:00,15
24-02-00 03:00,11
24-02-00 02:00,8
24-02-00 01:00,1
24-02-00 00:00,3
23-02-00 23:00,2
23-02-00 22:00,5
23-02-00 21:00,8
23-02-00 20:00,29
23-02-00 19:00,36
23-02-00 18:00,34
23-02-00 17:00,34
23-02-00 16:00,36
23-02-00 15:00,35
23-02-00 14:00,
23-02-00 13:00,17
23-02-00 12:00,11
23-02-00 11:00,10
23-02-00 10:00,7
23-02-00 09:00,3
23-02-00 08:00,4
23-02-00 07:00,2
23-02-00 06:00,3
23-02-00 05:00,10
23-02-00 04:00,
23-02-00 03:00,24
23-02-00 02:00,27
23-02-00 01:00,26
23-02-00 00:00,21
22-02-00 23:00,25
22-02-00 22:00,28
22-02-00 21:00,27
22-02-00 20:00,26
22-02-00 19:00,24
22-02-00 18:00,14
22-02-00 17:00,27
22-02-00 16:00,34
22-02-00 15:00,35
22-02-00 14:00,31
22-02-00 13:00,35
22-02-00 12:00,28
22-02-00 11:00,24
22-02-00 10:00,18
22-02-00 09:00,18
22-02-00 08:00,20
22-02-00 07:00,27
22-02-00 06:00,36
22-02-00 05:00,
22-02-00 04:00,45
22-02-00 03:00,45
22-02-00 02:00,46
22-02-00 01:00,39
22-02-00 00:00,34
21-02-00 23:00,22
21-02-00 22:00,18
21-02-00 21:00,16
21-02-00 20:00,21
21-02-00 19:00,14
21-02-00 18:00,38
21-02-00 17:00,54
21-02-00 16:00,59
21-02-00 15:00,62
21-02-00 14:00,52
21-02-00 13:00,45
21-02-00 12:00,37
21-02-00 11:00,35
21-02-00 10:00,17
21-02-00 09:00,7
21-02-00 08:00,8
21-02-00 07:00,12
21-02-00 06:00,24
21-02-00 05:00,
21-02-00 04:00,28
21-02-00 03:00,33
21-02-00 02:00,43
21-02-00 01:00,47
21-02-00 00:00,54
20-02-00 23:00,54
20-02-00 22:00,57
20-02-00 21:00,60
20-02-00 20:00,58
20-02-00 19:00,57
20-02-00 18:00,55
20-02-00 17:00,46
20-02-00 16:00,47
20-02-00 15:00,50
20-02-00 14:00,40
20-02-00 13:00,35
20-02-00 12:00,25
20-02-00 11:00,23
20-02-00 10:00,22
20-02-00 09:00,14
20-02-00 08:00,13
20-02-00 07:00,16
20-02-00 06:00,
20-02-00 05:00,30
20-02-00 04:00,29
20-02-00 03:00,26
20-02-00 02:00,27
20-02-00 01:00,30
20-02-00 00:00,33
19-02-00 23:00,33
19-02-00 22:00,37
