Datum Zeit,Collmberg O3
,µg/m³
01-03-00 00:00,77
29-02-00 23:00,79
29-02-00 22:00,77
29-02-00 21:00,75
29-02-00 20:00,76
29-02-00 19:00,81
29-02-00 18:00,78
29-02-00 17:00,69
29-02-00 16:00,68
29-02-00 15:00,73
29-02-00 14:00,75
29-02-00 13:00,74
29-02-00 12:00,67
29-02-00 11:00,65
29-02-00 10:00,64
29-02-00 09:00,68
29-02-00 08:00,68
29-02-00 07:00,67
29-02-00 06:00,68
29-02-00 05:00,69
29-02-00 04:00,72
29-02-00 03:00,80
29-02-00 02:00,84
29-02-00 01:00,
29-02-00 00:00,81
28-02-00 23:00,74
28-02-00 22:00,70
28-02-00 21:00,69
28-02-00 20:00,70
28-02-00 19:00,73
28-02-00 18:00,66
28-02-00 17:00,82
28-02-00 16:00,87
28-02-00 15:00,89
28-02-00 14:00,89
28-02-00 13:00,86
28-02-00 12:00,88
28-02-00 11:00,80
28-02-00 10:00,74
28-02-00 09:00,74
28-02-00 08:00,71
28-02-00 07:00,73
28-02-00 06:00,73
28-02-00 05:00,76
28-02-00 04:00,77
28-02-00 03:00,77
28-02-00 02:00,
28-02-00 01:00,76
28-02-00 00:00,79
27-02-00 23:00,80
27-02-00 22:00,77
27-02-00 21:00,73
27-02-00 20:00,68
27-02-00 19:00,77
27-02-00 18:00,84
27-02-00 17:00,88
27-02-00 16:00,91
27-02-00 15:00,89
27-02-00 14:00,86
27-02-00 13:00,81
27-02-00 12:00,70
27-02-00 11:00,59
27-02-00 10:00,52
27-02-00 09:00,49
27-02-00 08:00,52
27-02-00 07:00,50
27-02-00 06:00,48
27-02-00 05:00,51
27-02-00 04:00,50
27-02-00 03:00,50
27-02-00 02:00,
27-02-00 01:00,52
27-02-00 00:00,60
26-02-00 23:00,62
26-02-00 22:00,67
26-02-00 21:00,69
26-02-00 20:00,70
26-02-00 19:00,66
26-02-00 18:00,73
26-02-00 17:00,72
26-02-00 16:00,66
26-02-00 15:00,68
26-02-00 14:00,70
26-02-00 13:00,55
26-02-00 12:00,45
26-02-00 11:00,43
26-02-00 10:00,41
26-02-00 09:00,42
26-02-00 08:00,43
26-02-00 07:00,46
26-02-00 06:00,42
26-02-00 05:00,43
26-02-00 04:00,45
26-02-00 03:00,
26-02-00 02:00,47
26-02-00 01:00,45
26-02-00 00:00,48
25-02-00 23:00,54
25-02-00 22:00,54
25-02-00 21:00,52
25-02-00 20:00,49
25-02-00 19:00,54
25-02-00 18:00,49
25-02-00 17:00,56
25-02-00 16:00,59
25-02-00 15:00,59
25-02-00 14:00,56
25-02-00 13:00,64
25-02-00 12:00,63
25-02-00 11:00,65
25-02-00 10:00,69
25-02-00 09:00,67
25-02-00 08:00,64
25-02-00 07:00,68
25-02-00 06:00,70
25-02-00 05:00,71
25-02-00 04:00,76
25-02-00 03:00,
25-02-00 02:00,73
25-02-00 01:00,42
25-02-00 00:00,36
24-02-00 23:00,37
24-02-00 22:00,35
24-02-00 21:00,36
24-02-00 20:00,44
24-02-00 19:00,48
24-02-00 18:00,53
24-02-00 17:00,59
24-02-00 16:00,61
24-02-00 15:00,62
24-02-00 14:00,63
24-02-00 13:00,63
24-02-00 12:00,52
24-02-00 11:00,41
24-02-00 10:00,32
24-02-00 09:00,26
24-02-00 08:00,21
24-02-00 07:00,20
24-02-00 06:00,23
24-02-00 05:00,28
24-02-00 04:00,
24-02-00 03:00,37
24-02-00 02:00,37
24-02-00 01:00,34
24-02-00 00:00,37
23-02-00 23:00,41
23-02-00 22:00,41
23-02-00 21:00,46
23-02-00 20:00,48
23-02-00 19:00,61
23-02-00 18:00,61
23-02-00 17:00,68
23-02-00 16:00,72
23-02-00 15:00,73
23-02-00 14:00,71
23-02-00 13:00,72
23-02-00 12:00,65
23-02-00 11:00,65
23-02-00 10:00,51
23-02-00 09:00,37
23-02-00 08:00,23
23-02-00 07:00,19
23-02-00 06:00,24
23-02-00 05:00,24
23-02-00 04:00,
23-02-00 03:00,19
23-02-00 02:00,24
23-02-00 01:00,31
23-02-00 00:00,39
22-02-00 23:00,44
22-02-00 22:00,37
22-02-00 21:00,43
22-02-00 20:00,48
22-02-00 19:00,51
22-02-00 18:00,37
22-02-00 17:00,41
22-02-00 16:00,39
22-02-00 15:00,35
22-02-00 14:00,37
22-02-00 13:00,39
22-02-00 12:00,35
22-02-00 11:00,38
22-02-00 10:00,38
22-02-00 09:00,41
22-02-00 08:00,45
22-02-00 07:00,50
22-02-00 06:00,53
22-02-00 05:00,
22-02-00 04:00,50
22-02-00 03:00,45
22-02-00 02:00,38
22-02-00 01:00,28
22-02-00 00:00,36
21-02-00 23:00,58
21-02-00 22:00,63
21-02-00 21:00,61
21-02-00 20:00,65
21-02-00 19:00,63
21-02-00 18:00,68
21-02-00 17:00,70
21-02-00 16:00,68
21-02-00 15:00,66
21-02-00 14:00,67
21-02-00 13:00,59
21-02-00 12:00,58
21-02-00 11:00,53
21-02-00 10:00,46
21-02-00 09:00,43
21-02-00 08:00,45
21-02-00 07:00,47
21-02-00 06:00,46
21-02-00 05:00,
21-02-00 04:00,62
21-02-00 03:00,65
21-02-00 02:00,63
21-02-00 01:00,67
21-02-00 00:00,67
20-02-00 23:00,61
20-02-00 22:00,63
20-02-00 21:00,66
20-02-00 20:00,62
20-02-00 19:00,53
20-02-00 18:00,55
20-02-00 17:00,54
20-02-00 16:00,48
20-02-00 15:00,46
20-02-00 14:00,41
20-02-00 13:00,40
20-02-00 12:00,42
20-02-00 11:00,36
20-02-00 10:00,33
20-02-00 09:00,27
20-02-00 08:00,25
20-02-00 07:00,23
20-02-00 06:00,
20-02-00 05:00,20
20-02-00 04:00,24
20-02-00 03:00,32
20-02-00 02:00,40
20-02-00 01:00,43
20-02-00 00:00,48
19-02-00 23:00,50
19-02-00 22:00,43
19-02-00 21:00,30
19-02-00 20:00,29
19-02-00 19:00,31
19-02-00 18:00,34
19-02-00 17:00,37
19-02-00 16:00,42
19-02-00 15:00,42
19-02-00 14:00,37
19-02-00 13:00,37
