Datum Zeit,Collmberg PM10
,µg/m³
29-02-00,3
28-02-00,9
27-02-00,13
26-02-00,17
25-02-00,7
24-02-00,19
23-02-00,13
22-02-00,16
21-02-00,14
20-02-00,29
19-02-00,5
18-02-00,11
17-02-00,12
16-02-00,
15-02-00,8
14-02-00,9
13-02-00,7
12-02-00,11
11-02-00,12
10-02-00,18
09-02-00,8
08-02-00,7
07-02-00,16
06-02-00,24
05-02-00,21
04-02-00,12
03-02-00,9
02-02-00,12
01-02-00,8

