Datum Zeit,Zittau-Ost BEN
,µg/m³
01-03-00 00:00,0.6
29-02-00 23:00,0.6
29-02-00 22:00,1.0
29-02-00 21:00,1.8
29-02-00 20:00,1.9
29-02-00 19:00,2.2
29-02-00 18:00,3.2
29-02-00 17:00,3.6
29-02-00 16:00,2.6
29-02-00 15:00,2.1
29-02-00 14:00,2.0
29-02-00 13:00,2.3
29-02-00 12:00,2.1
29-02-00 11:00,2.6
29-02-00 10:00,2.4
29-02-00 09:00,1.7
29-02-00 08:00,4.1
29-02-00 07:00,3.0
29-02-00 06:00,1.9
29-02-00 05:00,1.6
29-02-00 04:00,1.3
29-02-00 03:00,1.3
29-02-00 02:00,1.2
29-02-00 01:00,1.2
29-02-00 00:00,1.1
28-02-00 23:00,1.3
28-02-00 22:00,1.3
28-02-00 21:00,1.5
28-02-00 20:00,1.5
28-02-00 19:00,1.7
28-02-00 18:00,1.7
28-02-00 17:00,1.5
28-02-00 16:00,1.4
28-02-00 15:00,1.4
28-02-00 14:00,1.4
28-02-00 13:00,1.4
28-02-00 12:00,1.7
28-02-00 11:00,1.9
28-02-00 10:00,1.9
28-02-00 09:00,1.6
28-02-00 08:00,1.4
28-02-00 07:00,1.2
28-02-00 06:00,1.1
28-02-00 05:00,0.9
28-02-00 04:00,0.8
28-02-00 03:00,0.8
28-02-00 02:00,0.9
28-02-00 01:00,0.9
28-02-00 00:00,1.0
27-02-00 23:00,1.1
27-02-00 22:00,1.1
27-02-00 21:00,1.2
27-02-00 20:00,1.2
27-02-00 19:00,1.3
27-02-00 18:00,1.3
27-02-00 17:00,1.3
27-02-00 16:00,1.3
27-02-00 15:00,1.2
27-02-00 14:00,1.1
27-02-00 13:00,1.1
27-02-00 12:00,1.1
27-02-00 11:00,1.8
27-02-00 10:00,2.9
27-02-00 09:00,4.1
27-02-00 08:00,2.4
27-02-00 07:00,3.0
27-02-00 06:00,2.8
27-02-00 05:00,3.2
27-02-00 04:00,2.7
27-02-00 03:00,2.7
27-02-00 02:00,2.0
27-02-00 01:00,4.0
27-02-00 00:00,3.7
26-02-00 23:00,5.3
26-02-00 22:00,4.4
26-02-00 21:00,2.5
26-02-00 20:00,3.6
26-02-00 19:00,2.4
26-02-00 18:00,1.4
26-02-00 17:00,1.2
26-02-00 16:00,1.1
26-02-00 15:00,1.3
26-02-00 14:00,1.0
26-02-00 13:00,
26-02-00 12:00,
26-02-00 11:00,
26-02-00 10:00,
26-02-00 09:00,
26-02-00 08:00,1.0
26-02-00 07:00,0.9
26-02-00 06:00,0.8
26-02-00 05:00,0.8
26-02-00 04:00,0.8
26-02-00 03:00,0.7
26-02-00 02:00,0.8
26-02-00 01:00,0.8
26-02-00 00:00,0.9
25-02-00 23:00,1.0
25-02-00 22:00,1.1
25-02-00 21:00,1.0
25-02-00 20:00,1.0
25-02-00 19:00,1.4
25-02-00 18:00,1.3
25-02-00 17:00,1.3
25-02-00 16:00,1.3
25-02-00 15:00,1.4
25-02-00 14:00,1.3
25-02-00 13:00,1.6
25-02-00 12:00,4.4
25-02-00 11:00,1.5
25-02-00 10:00,2.5
25-02-00 09:00,1.8
25-02-00 08:00,2.0
25-02-00 07:00,1.3
25-02-00 06:00,1.6
25-02-00 05:00,1.3
25-02-00 04:00,0.7
25-02-00 03:00,0.9
25-02-00 02:00,1.1
25-02-00 01:00,1.0
25-02-00 00:00,1.1
24-02-00 23:00,1.2
24-02-00 22:00,2.6
24-02-00 21:00,1.4
24-02-00 20:00,1.4
24-02-00 19:00,1.6
24-02-00 18:00,1.9
24-02-00 17:00,2.3
24-02-00 16:00,2.4
24-02-00 15:00,2.5
24-02-00 14:00,2.7
24-02-00 13:00,2.3
24-02-00 12:00,2.5
24-02-00 11:00,2.5
24-02-00 10:00,2.5
24-02-00 09:00,2.5
24-02-00 08:00,3.1
24-02-00 07:00,3.1
24-02-00 06:00,2.8
24-02-00 05:00,3.1
24-02-00 04:00,3.7
24-02-00 03:00,3.2
24-02-00 02:00,3.1
24-02-00 01:00,4.0
24-02-00 00:00,4.0
23-02-00 23:00,4.4
23-02-00 22:00,10.5
23-02-00 21:00,14.4
23-02-00 20:00,7.7
23-02-00 19:00,4.9
23-02-00 18:00,4.8
23-02-00 17:00,1.6
23-02-00 16:00,1.4
23-02-00 15:00,1.4
23-02-00 14:00,1.4
23-02-00 13:00,1.8
23-02-00 12:00,1.9
23-02-00 11:00,3.2
23-02-00 10:00,4.6
23-02-00 09:00,5.5
23-02-00 08:00,3.7
23-02-00 07:00,2.1
23-02-00 06:00,1.2
23-02-00 05:00,1.0
23-02-00 04:00,1.5
23-02-00 03:00,2.1
23-02-00 02:00,2.1
23-02-00 01:00,2.1
23-02-00 00:00,2.1
22-02-00 23:00,2.0
22-02-00 22:00,2.1
22-02-00 21:00,2.2
