Datum Zeit,Dresden-Nord SO2
,µg/m³
01-03-00 00:00,6.8
29-02-00 23:00,7.2
29-02-00 22:00,7.8
29-02-00 21:00,5.4
29-02-00 20:00,8.8
29-02-00 19:00,15.1
29-02-00 18:00,17.0
29-02-00 17:00,16.1
29-02-00 16:00,10.2
29-02-00 15:00,10.7
29-02-00 14:00,10.3
29-02-00 13:00,11.0
29-02-00 12:00,9.0
29-02-00 11:00,9.5
29-02-00 10:00,
29-02-00 09:00,11.6
29-02-00 08:00,12.1
29-02-00 07:00,10.4
29-02-00 06:00,8.4
29-02-00 05:00,8.1
29-02-00 04:00,8.5
29-02-00 03:00,6.8
29-02-00 02:00,5.1
29-02-00 01:00,5.4
29-02-00 00:00,1.1
28-02-00 23:00,1.9
28-02-00 22:00,8.2
28-02-00 21:00,10.8
28-02-00 20:00,7.6
28-02-00 19:00,4.6
28-02-00 18:00,2.7
28-02-00 17:00,8.0
28-02-00 16:00,9.7
28-02-00 15:00,8.4
28-02-00 14:00,7.0
28-02-00 13:00,10.3
28-02-00 12:00,10.1
28-02-00 11:00,9.1
28-02-00 10:00,
28-02-00 09:00,9.0
28-02-00 08:00,6.0
28-02-00 07:00,6.6
28-02-00 06:00,6.1
28-02-00 05:00,7.0
28-02-00 04:00,8.7
28-02-00 03:00,8.7
28-02-00 02:00,8.3
28-02-00 01:00,9.0
28-02-00 00:00,10.8
27-02-00 23:00,10.2
27-02-00 22:00,9.5
27-02-00 21:00,11.4
27-02-00 20:00,13.8
27-02-00 19:00,11.6
27-02-00 18:00,7.5
27-02-00 17:00,11.3
27-02-00 16:00,17.3
27-02-00 15:00,9.8
27-02-00 14:00,12.6
27-02-00 13:00,14.8
27-02-00 12:00,24.8
27-02-00 11:00,
27-02-00 10:00,17.1
27-02-00 09:00,9.6
27-02-00 08:00,3.6
27-02-00 07:00,2.5
27-02-00 06:00,2.8
27-02-00 05:00,3.4
27-02-00 04:00,3.7
27-02-00 03:00,5.0
27-02-00 02:00,7.8
27-02-00 01:00,10.0
27-02-00 00:00,9.0
26-02-00 23:00,8.7
26-02-00 22:00,9.0
26-02-00 21:00,9.2
26-02-00 20:00,9.1
26-02-00 19:00,9.7
26-02-00 18:00,7.9
26-02-00 17:00,5.4
26-02-00 16:00,7.4
26-02-00 15:00,10.5
26-02-00 14:00,17.4
26-02-00 13:00,11.5
26-02-00 12:00,9.2
26-02-00 11:00,
26-02-00 10:00,8.1
26-02-00 09:00,7.5
26-02-00 08:00,6.5
26-02-00 07:00,5.3
26-02-00 06:00,5.5
26-02-00 05:00,4.2
26-02-00 04:00,4.6
26-02-00 03:00,3.0
26-02-00 02:00,3.1
26-02-00 01:00,4.3
26-02-00 00:00,11.0
25-02-00 23:00,12.9
25-02-00 22:00,10.6
25-02-00 21:00,10.2
25-02-00 20:00,9.2
25-02-00 19:00,10.2
25-02-00 18:00,7.2
25-02-00 17:00,6.2
25-02-00 16:00,6.6
25-02-00 15:00,6.9
25-02-00 14:00,7.9
25-02-00 13:00,7.8
25-02-00 12:00,
25-02-00 11:00,12.7
25-02-00 10:00,14.2
25-02-00 09:00,8.1
25-02-00 08:00,7.4
25-02-00 07:00,5.1
25-02-00 06:00,5.6
25-02-00 05:00,5.7
25-02-00 04:00,6.3
25-02-00 03:00,6.4
25-02-00 02:00,8.7
25-02-00 01:00,8.0
25-02-00 00:00,6.6
24-02-00 23:00,5.7
24-02-00 22:00,6.0
24-02-00 21:00,6.5
24-02-00 20:00,6.8
24-02-00 19:00,7.2
24-02-00 18:00,5.6
24-02-00 17:00,5.1
