Datum Zeit,Bautzen NO2
,µg/m³
01-03-00 00:00,
29-02-00 23:00,
29-02-00 22:00,
29-02-00 21:00,
29-02-00 20:00,
29-02-00 19:00,
29-02-00 18:00,
29-02-00 17:00,
29-02-00 16:00,
29-02-00 15:00,
29-02-00 14:00,
29-02-00 13:00,
29-02-00 12:00,22
29-02-00 11:00,22
29-02-00 10:00,26
29-02-00 09:00,42
29-02-00 08:00,51
29-02-00 07:00,61
29-02-00 06:00,28
29-02-00 05:00,20
29-02-00 04:00,13
29-02-00 03:00,
29-02-00 02:00,11
29-02-00 01:00,12
29-02-00 00:00,19
28-02-00 23:00,17
28-02-00 22:00,16
28-02-00 21:00,17
28-02-00 20:00,17
28-02-00 19:00,17
28-02-00 18:00,16
28-02-00 17:00,16
28-02-00 16:00,14
28-02-00 15:00,13
28-02-00 14:00,12
28-02-00 13:00,11
28-02-00 12:00,12
28-02-00 11:00,11
28-02-00 10:00,12
28-02-00 09:00,13
28-02-00 08:00,12
28-02-00 07:00,10
28-02-00 06:00,9
28-02-00 05:00,9
28-02-00 04:00,
28-02-00 03:00,8
28-02-00 02:00,9
28-02-00 01:00,9
28-02-00 00:00,11
27-02-00 23:00,11
27-02-00 22:00,11
27-02-00 21:00,9
27-02-00 20:00,11
27-02-00 19:00,12
27-02-00 18:00,19
27-02-00 17:00,18
27-02-00 16:00,15
27-02-00 15:00,11
27-02-00 14:00,11
27-02-00 13:00,10
27-02-00 12:00,11
27-02-00 11:00,13
27-02-00 10:00,21
27-02-00 09:00,30
27-02-00 08:00,30
27-02-00 07:00,43
27-02-00 06:00,50
27-02-00 05:00,48
27-02-00 04:00,
27-02-00 03:00,19
27-02-00 02:00,19
27-02-00 01:00,23
27-02-00 00:00,28
26-02-00 23:00,35
26-02-00 22:00,32
26-02-00 21:00,37
26-02-00 20:00,44
26-02-00 19:00,47
26-02-00 18:00,37
26-02-00 17:00,30
26-02-00 16:00,25
26-02-00 15:00,24
26-02-00 14:00,24
26-02-00 13:00,24
26-02-00 12:00,26
26-02-00 11:00,26
26-02-00 10:00,28
26-02-00 09:00,29
26-02-00 08:00,29
26-02-00 07:00,25
26-02-00 06:00,19
26-02-00 05:00,
26-02-00 04:00,14
26-02-00 03:00,17
