Datum Zeit,Goerlitz O3
,µg/m³
01-03-00 00:00,76
29-02-00 23:00,76
29-02-00 22:00,55
29-02-00 21:00,43
29-02-00 20:00,40
29-02-00 19:00,31
29-02-00 18:00,22
29-02-00 17:00,21
29-02-00 16:00,
29-02-00 15:00,35
29-02-00 14:00,42
29-02-00 13:00,41
29-02-00 12:00,29
29-02-00 11:00,22
29-02-00 10:00,18
29-02-00 09:00,23
29-02-00 08:00,11
29-02-00 07:00,21
29-02-00 06:00,43
29-02-00 05:00,62
29-02-00 04:00,64
29-02-00 03:00,70
29-02-00 02:00,70
29-02-00 01:00,74
29-02-00 00:00,70
28-02-00 23:00,44
28-02-00 22:00,45
28-02-00 21:00,44
28-02-00 20:00,54
28-02-00 19:00,69
28-02-00 18:00,77
28-02-00 17:00,
28-02-00 16:00,65
28-02-00 15:00,66
28-02-00 14:00,55
28-02-00 13:00,56
28-02-00 12:00,59
28-02-00 11:00,63
28-02-00 10:00,63
28-02-00 09:00,64
28-02-00 08:00,61
28-02-00 07:00,66
28-02-00 06:00,66
28-02-00 05:00,64
28-02-00 04:00,67
28-02-00 03:00,53
28-02-00 02:00,73
28-02-00 01:00,71
28-02-00 00:00,73
27-02-00 23:00,72
27-02-00 22:00,71
27-02-00 21:00,69
27-02-00 20:00,62
27-02-00 19:00,59
27-02-00 18:00,59
27-02-00 17:00,
27-02-00 16:00,69
27-02-00 15:00,67
27-02-00 14:00,59
27-02-00 13:00,60
27-02-00 12:00,47
27-02-00 11:00,44
27-02-00 10:00,37
27-02-00 09:00,28
27-02-00 08:00,9
27-02-00 07:00,4
27-02-00 06:00,8
27-02-00 05:00,21
27-02-00 04:00,27
27-02-00 03:00,27
27-02-00 02:00,32
27-02-00 01:00,34
27-02-00 00:00,34
26-02-00 23:00,32
26-02-00 22:00,31
26-02-00 21:00,27
26-02-00 20:00,17
26-02-00 19:00,21
26-02-00 18:00,
26-02-00 17:00,49
26-02-00 16:00,52
26-02-00 15:00,52
26-02-00 14:00,52
26-02-00 13:00,47
26-02-00 12:00,45
26-02-00 11:00,45
26-02-00 10:00,43
26-02-00 09:00,42
26-02-00 08:00,44
26-02-00 07:00,50
26-02-00 06:00,54
26-02-00 05:00,52
26-02-00 04:00,51
26-02-00 03:00,52
26-02-00 02:00,52
26-02-00 01:00,50
26-02-00 00:00,47
25-02-00 23:00,47
25-02-00 22:00,48
25-02-00 21:00,50
25-02-00 20:00,49
25-02-00 19:00,54
25-02-00 18:00,
25-02-00 17:00,43
25-02-00 16:00,40
25-02-00 15:00,31
25-02-00 14:00,36
25-02-00 13:00,28
25-02-00 12:00,41
25-02-00 11:00,37
25-02-00 10:00,38
25-02-00 09:00,40
25-02-00 08:00,30
25-02-00 07:00,25
25-02-00 06:00,50
25-02-00 05:00,59
25-02-00 04:00,45
25-02-00 03:00,41
25-02-00 02:00,35
25-02-00 01:00,26
25-02-00 00:00,31
24-02-00 23:00,31
24-02-00 22:00,35
24-02-00 21:00,23
